Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Miguel Almonte,23,2,1,.667,7.31,11,0,4,0,0,0,16.0,24,13,13,4,4,0,15,0,0,1,73,1.750,13.5,2.3,2.3,8.4,3.75,,1
Matt Alvarez,25,0,0,,22.85,5,0,1,0,0,0,4.1,10,11,11,0,8,1,6,3,0,1,33,4.154,20.8,0.0,16.6,12.5,0.75,,0
Kyle Bartsch*,25,2,1,.667,0.94,15,1,9,0,0,1,28.2,20,3,3,3,6,0,23,0,0,0,108,0.907,6.3,0.9,1.9,7.2,3.83,,0
Evan Beal,22,3,2,.600,3.81,29,0,8,0,0,1,54.1,51,23,23,9,19,4,44,1,0,7,229,1.288,8.4,1.5,3.1,7.3,2.32,,0
Christian Binford,23,3,2,.600,4.84,6,6,0,0,0,0,35.1,35,22,19,2,6,0,29,0,0,0,142,1.160,8.9,0.5,1.5,7.4,4.83,,0
Yender Caramo,24,5,7,.417,2.45,34,10,5,0,0,2,114.0,101,38,31,6,23,3,67,2,0,3,464,1.088,8.0,0.5,1.8,5.3,2.91,,0
Estarlin Cordero*,23,0,1,.000,11.12,11,0,4,0,0,0,17.0,27,22,21,5,8,0,16,3,0,1,86,2.059,14.3,2.6,4.2,8.5,2.00,,0
Andrew Edwards,24,0,0,,0.50,10,0,6,0,0,2,18.0,14,2,1,0,4,0,23,1,0,0,68,1.000,7.0,0.0,2.0,11.5,5.75,,0
Andy Ferguson,27,0,0,,1.80,1,1,0,0,0,0,5.0,3,1,1,0,2,0,4,0,0,0,20,1.000,5.4,0.0,3.6,7.2,2.00,,0
Pedro Fernandez,22,1,2,.333,4.03,8,5,0,0,0,0,29.0,29,14,13,2,10,0,19,3,0,0,129,1.345,9.0,0.6,3.1,5.9,1.90,,0
Ashton Goudeau,23,5,13,.278,5.34,20,17,0,0,0,0,92.2,110,55,55,13,23,0,68,3,0,4,405,1.435,10.7,1.3,2.2,6.6,2.96,,1
Tim Hill*,26,2,2,.500,3.02,31,0,12,0,0,1,44.2,41,17,15,6,17,0,48,0,1,0,184,1.299,8.3,1.2,3.4,9.7,2.82,,1
Jakob Junis,23,9,7,.563,3.25,21,21,0,0,0,0,119.0,110,48,43,12,27,0,117,6,1,6,486,1.151,8.3,0.9,2.0,8.8,4.33,,1
Kevin McCarthy,24,3,2,.600,3.12,22,0,16,0,0,11,34.2,26,12,12,3,8,1,29,1,0,4,135,0.981,6.8,0.8,2.1,7.5,3.63,,1
Kris Medlen,30,0,1,.000,7.20,2,2,0,0,0,0,5.0,9,4,4,1,2,0,8,0,0,0,25,2.200,16.2,1.8,3.6,14.4,4.00,,1
Alec Mills,24,1,2,.333,2.39,12,12,0,0,0,0,67.2,57,19,18,2,12,0,68,1,0,4,258,1.020,7.6,0.3,1.6,9.0,5.67,,1
Mike Minor*,28,0,0,,3.52,2,2,0,0,0,0,7.2,5,5,3,1,5,0,12,0,0,0,33,1.304,5.9,1.2,5.9,14.1,2.40,,1
Aroni Nina,26,4,0,1.000,1.05,24,0,14,0,0,1,34.1,24,5,4,0,17,2,39,0,1,5,138,1.194,6.3,0.0,4.5,10.2,2.29,,0
Mark Peterson,25,3,2,.600,1.78,27,0,25,0,0,9,30.1,19,6,6,3,7,1,34,0,0,2,114,0.857,5.6,0.9,2.1,10.1,4.86,,0
Benino Pruneda,27,2,2,.500,3.13,14,1,8,0,0,1,23.0,17,9,8,1,13,1,33,0,0,2,98,1.304,6.7,0.4,5.1,12.9,2.54,,0
Reid Redman,27,0,2,.000,2.77,16,0,2,0,0,0,26.0,23,9,8,4,8,1,21,0,0,0,106,1.192,8.0,1.4,2.8,7.3,2.63,,0
Sam Selman*,25,0,0,,14.46,9,0,2,0,0,0,9.1,17,17,15,3,10,0,8,0,1,4,58,2.893,16.4,2.9,9.6,7.7,0.80,,1
Eric Skoglund*,23,7,10,.412,3.45,27,27,0,0,0,0,156.1,135,63,60,19,38,1,134,4,2,3,636,1.107,7.8,1.1,2.2,7.7,3.53,,1
Glenn Sparkman,24,0,2,.000,4.58,4,4,0,0,0,0,17.2,21,10,9,2,5,0,20,0,0,0,78,1.472,10.7,1.0,2.5,10.2,4.00,,1
Josh Staumont,22,2,1,.667,3.04,11,11,0,0,0,0,50.1,42,18,17,2,37,0,73,4,0,8,227,1.570,7.5,0.4,6.6,13.1,1.97,,1
Eric Stout*,23,6,4,.600,3.86,42,0,18,0,0,2,72.1,68,32,31,3,25,1,69,1,1,3,299,1.286,8.5,0.4,3.1,8.6,2.76,,1
Matt Strahm*,24,3,8,.273,3.43,22,18,0,0,0,0,102.1,102,47,39,14,23,0,107,6,1,1,425,1.221,9.0,1.2,2.0,9.4,4.65,,1
Daniel Stumpf*,25,2,0,1.000,2.11,14,0,6,0,0,1,21.1,14,5,5,0,4,0,26,2,0,1,85,0.844,5.9,0.0,1.7,11.0,6.50,,1
Jason Vargas*,33,0,0,,7.71,1,1,0,0,0,0,2.1,4,3,2,2,0,0,1,0,0,0,13,1.714,15.4,7.7,0.0,3.9,,,1
Kyle Zimmer,24,0,1,.000,0.00,1,1,0,0,0,0,1.0,1,1,0,0,2,0,2,0,0,0,6,3.000,9.0,0.0,18.0,18.0,1.00,,1
30 Players,24.0,65,75,.464,3.55,140,140,140,0,8,32,1239.2,1159,534,489,122,373,16,1163,41,8,60,5161,1.236,8.4,0.9,2.7,8.4,3.12,,0
