Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Gary Apelian,21,8,30,28,4,6,2,0,1,7,0,0,0,4,.214,.233,.393,.626,11,0,1,0,1,0,,0
David Bergin,22,10,38,32,4,11,0,0,3,10,0,0,4,8,.344,.421,.625,1.046,20,0,1,0,1,0,,0
Juan Castillo,22,87,366,323,47,88,16,2,6,44,2,1,30,56,.272,.332,.390,.723,126,7,3,2,8,0,,0
Roberto De La Cruz,20,62,250,242,21,50,9,0,5,29,0,2,5,67,.207,.229,.306,.535,74,12,2,1,0,0,,0
Anthony Garcia,20,109,444,396,63,111,34,3,19,74,3,6,34,107,.280,.354,.525,.879,208,3,12,0,2,2,,0
Virgil Hill,22,46,176,157,28,32,7,2,4,22,5,1,15,53,.204,.274,.350,.625,55,0,1,1,2,0,,0
Adam Lewis*,23,7,27,24,1,3,1,0,0,0,0,0,3,9,.125,.222,.167,.389,4,1,0,0,0,0,,0
Nick Longmire,23,23,106,92,15,30,6,0,2,9,7,3,9,26,.326,.390,.457,.847,42,0,2,1,2,0,,0
Nick Martini*,22,130,563,482,82,128,24,4,2,52,11,9,64,60,.266,.361,.344,.705,166,10,10,3,4,1,,1
Luis Mateo,22,113,445,405,70,104,22,4,12,64,18,6,27,105,.257,.312,.420,.732,170,8,7,3,3,0,,0
David Medina*,23,120,486,431,56,104,31,2,9,72,3,3,50,133,.241,.318,.385,.703,166,17,0,2,3,0,,0
Anthony Melchionda,22,41,155,146,14,42,8,0,5,19,3,0,6,31,.288,.316,.445,.761,65,4,0,3,0,0,,0
Jesus Montero,21,10,31,26,4,5,1,0,1,4,0,0,2,6,.192,.290,.346,.636,9,0,2,0,1,0,,0
Jeremy Patton*,23,28,110,90,7,20,5,0,1,15,0,0,18,15,.222,.355,.311,.666,28,2,1,0,1,0,,0
Stephen Piscotty,21,55,237,210,29,62,18,1,4,27,3,0,18,25,.295,.376,.448,.823,94,9,9,0,0,1,,1
Neal Pritchard,23,37,128,107,21,21,3,0,1,6,0,2,13,43,.196,.312,.252,.564,27,1,5,3,0,0,,0
Tyler Rahmatulla,22,49,210,183,37,59,16,2,7,42,2,2,17,36,.322,.389,.546,.936,100,2,5,2,3,0,,0
Casey Rasmus#,22,49,160,150,21,33,5,1,2,9,5,0,7,35,.220,.253,.307,.560,46,0,0,2,1,1,,0
Roberto Reyes*,23,52,203,179,21,41,4,1,3,16,2,3,19,43,.229,.313,.313,.626,56,4,3,2,0,1,,0
Colin Walsh#,22,97,425,353,69,111,18,5,16,68,4,3,60,65,.314,.419,.530,.949,187,7,7,0,5,4,,1
Jordan Walton*,22,18,51,47,6,7,1,0,0,4,0,0,3,16,.149,.200,.170,.370,8,0,0,1,0,0,,0
Brett Wiley*,20,2,9,9,2,3,1,0,0,1,0,0,0,2,.333,.333,.444,.778,4,1,0,0,0,0,,0
Matt Williams,22,131,587,525,89,141,32,5,6,49,23,12,48,91,.269,.333,.383,.716,201,7,4,8,2,0,,0
Garrett Wittels,22,25,86,77,6,16,5,0,0,6,1,1,6,14,.208,.279,.273,.552,21,3,2,0,1,0,,0
24 Players,21.9,139,5323,4714,717,1228,269,32,109,649,92,54,458,1050,.261,.333,.401,.734,1888,98,77,34,40,10,,0
