Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Casey Benjamin*,26,131,558,469,73,114,25,5,10,54,8,1,72,72,.243,.346,.382,.728,179,10,3,12,2,2,0
Thomas Berkery,24,7,27,24,1,4,0,0,0,1,0,0,1,6,.167,.192,.167,.359,4,0,0,1,1,0,0
Jake Blalock,23,16,54,47,3,8,1,1,0,9,0,0,4,11,.170,.241,.234,.475,11,2,1,0,2,0,0
Brandon Boggs#,24,104,429,354,69,94,21,4,19,55,10,4,70,103,.266,.385,.508,.893,180,3,1,0,4,5,1
Frank Catalanotto*,33,1,5,4,1,0,0,0,0,0,0,0,1,2,.000,.200,.000,.200,0,0,0,0,0,0,1
Chris Davis*,21,30,124,109,21,32,7,0,12,25,0,0,13,27,.294,.371,.688,1.059,75,0,1,0,1,1,1
Todd Donovan,28,16,73,63,11,16,1,2,0,5,6,3,9,10,.254,.356,.333,.689,21,1,1,0,0,0,0
German Duran,22,130,529,480,81,144,32,5,22,84,11,2,34,77,.300,.352,.525,.877,252,13,7,4,4,0,1
Jim Fasano*,23,69,260,236,27,67,14,1,9,39,0,0,18,38,.284,.332,.466,.798,110,5,1,1,4,5,0
Adam Fox,25,80,305,274,38,76,12,3,6,28,5,4,19,54,.277,.333,.409,.742,112,8,5,5,2,0,0
Emerson Frostad*,24,90,347,307,39,74,13,1,13,44,3,1,33,83,.241,.320,.417,.737,128,5,4,0,3,2,0
Micah Furtado*,25,10,34,31,5,15,3,0,1,5,1,1,2,1,.484,.529,.677,1.207,21,1,1,0,0,0,0
Jerry Hairston,31,3,12,12,2,2,1,0,1,2,0,0,0,3,.167,.167,.500,.667,6,0,0,0,0,0,1
Ben Harrison,25,8,30,25,3,4,0,0,1,1,0,0,4,8,.160,.300,.280,.580,7,0,1,0,0,0,0
Kevin Mahar,26,25,108,91,14,22,2,1,3,14,3,0,11,23,.242,.361,.385,.746,35,2,6,0,0,0,1
Salomon Manriquez,24,71,276,247,34,68,12,0,16,53,0,1,25,56,.275,.341,.518,.859,128,7,1,0,3,0,0
John Mayberry,23,69,271,245,35,59,10,0,14,38,7,1,20,62,.241,.307,.453,.760,111,6,4,1,1,0,1
Travis Metcalf,24,55,226,200,38,56,18,0,7,34,2,1,21,44,.280,.345,.475,.820,95,3,1,0,4,2,1
Steve Murphy*,23,130,529,488,70,135,33,3,11,66,5,4,28,103,.277,.319,.424,.743,207,8,5,2,6,0,0
Kevin Richardson,26,91,357,320,42,71,8,0,14,45,0,2,25,85,.222,.294,.378,.672,121,10,8,3,1,0,1
Tony Roth,24,22,39,36,5,5,2,0,0,1,0,0,3,9,.139,.205,.194,.400,7,0,0,0,0,0,0
Taylor Teagarden,23,29,115,102,19,30,3,0,7,16,0,0,10,39,.294,.357,.529,.886,54,1,1,0,2,0,1
Mark Teixeira#,27,1,4,2,0,0,0,0,0,0,0,0,2,0,.000,.500,.000,.500,0,0,0,0,0,0,1
Anthony Webster*,24,105,444,411,66,114,25,3,8,39,30,11,21,55,.277,.320,.411,.731,169,9,6,3,3,1,0
Kevin West,27,11,43,37,5,11,1,0,2,6,0,0,4,8,.297,.372,.486,.859,18,1,1,0,1,0,0
Brad Wilkerson*,30,3,14,10,3,2,1,0,0,0,0,0,4,1,.200,.429,.300,.729,3,1,0,0,0,0,1
