Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Sebastien Boucher*,25,59,269,228,37,50,9,2,1,11,13,7,34,53,.219,.325,.289,.614,66,2,2,4,1,1,0
Casey Craig*,22,30,115,97,10,21,3,2,0,7,3,2,14,23,.216,.315,.289,.604,28,2,0,4,0,0,0
Jeff Frazier,24,78,328,302,29,74,12,1,4,30,0,2,21,54,.245,.297,.331,.628,100,11,2,1,2,0,1
Ronald Garth,22,1,5,4,1,1,0,0,0,0,0,0,1,1,.250,.400,.250,.650,1,0,0,0,0,0,0
Marshall Hubbard*,25,131,568,488,73,132,31,5,15,78,1,1,65,135,.270,.361,.447,.808,218,11,8,0,7,2,0
Charlton Jimerson,27,82,361,322,54,89,18,3,23,73,30,9,29,117,.276,.346,.565,.912,182,4,6,3,1,2,1
Brent Johnson,25,117,525,453,68,132,30,1,7,50,8,7,55,55,.291,.380,.408,.788,185,17,11,4,2,1,0
Alex Meneses,23,13,56,44,13,9,2,0,0,4,2,0,10,11,.205,.357,.250,.607,11,2,1,0,1,0,0
Jesus Merchan,26,24,99,89,11,22,5,0,2,7,2,1,4,9,.247,.302,.371,.673,33,4,3,3,0,0,0
Christopher Minaker,23,101,390,353,38,80,10,1,3,27,2,7,26,65,.227,.284,.286,.570,101,10,4,3,4,0,0
Erick Monzon,25,68,263,230,20,51,11,2,6,30,4,3,26,52,.222,.298,.365,.664,84,3,0,5,2,0,0
Jon Nelson,27,5,21,18,5,4,2,0,2,4,0,0,2,6,.222,.333,.667,1.000,12,0,1,0,0,0,0
Luis Oliveros,24,50,197,175,20,50,12,0,3,19,0,0,12,26,.286,.340,.406,.746,71,4,3,6,1,0,0
Ronnie Prettyman*,25,16,60,50,4,10,2,0,0,3,1,1,7,16,.200,.298,.240,.538,12,0,0,3,0,0,0
Prentice Redman,27,93,406,343,44,84,16,3,13,49,4,4,48,77,.245,.347,.423,.769,145,4,8,2,5,2,1
Rene Rivera,23,91,356,323,29,69,16,0,5,40,1,2,24,86,.214,.275,.310,.584,100,6,4,3,2,0,1
Michael Saunders*,20,15,60,52,8,15,1,2,1,7,2,1,7,20,.288,.373,.442,.815,23,0,0,1,0,0,1
Matt Tuiasosopo,21,129,548,446,74,116,27,5,9,57,4,8,76,113,.260,.371,.404,.775,180,14,11,1,14,2,1
Luis Valbuena*,21,122,505,444,55,106,23,3,11,44,10,6,48,83,.239,.311,.378,.689,168,9,1,6,6,2,1
Mike Wilson,24,55,235,208,30,39,7,2,10,28,3,0,17,89,.188,.272,.385,.657,80,1,8,0,2,1,1
