Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Forrestt Allday*,24,79,316,249,36,62,7,0,2,20,7,9,48,52,.249,.383,.301,.684,75,4,8,8,3,0,,0
Danny Bethea,25,12,47,44,3,8,3,0,0,2,0,1,2,12,.182,.217,.250,.467,11,1,0,1,0,0,,0
Jordan Betts,23,113,427,387,40,82,21,1,4,33,5,1,33,121,.212,.279,.302,.581,117,10,4,0,3,0,,0
Yoilan Cerse,28,64,258,226,26,55,12,3,3,26,5,5,25,31,.243,.325,.363,.688,82,3,3,3,1,0,,0
Carlos Coste,22,16,55,49,2,2,0,0,0,0,0,0,4,27,.041,.145,.041,.186,2,0,2,0,0,0,,0
Mauricio Dubon,20,62,269,237,27,65,9,0,1,18,12,3,23,38,.274,.343,.325,.668,77,9,3,4,2,0,,1
Franklin Guzman,23,49,166,151,16,35,5,0,8,21,6,3,11,44,.232,.279,.424,.703,64,3,0,1,3,0,,0
Kevin Heller,25,93,379,313,40,93,18,2,7,52,13,5,49,86,.297,.409,.435,.843,136,4,13,0,4,1,,0
Zach Kapstein,23,26,98,88,9,22,5,0,1,13,3,0,9,27,.250,.316,.341,.657,30,3,0,0,1,0,,0
Dustin Lawley,26,8,30,29,0,8,4,0,0,2,0,1,1,8,.276,.300,.414,.714,12,1,0,0,0,0,,0
Tzu-Wei Lin*,21,73,307,281,37,79,12,3,2,34,15,3,22,32,.281,.331,.367,.698,103,6,0,2,2,0,,1
Deiner Lopez#,21,41,151,141,18,38,8,0,0,12,4,5,6,35,.270,.311,.326,.637,46,3,3,0,1,0,,0
Hector Lorenzana,23,6,18,14,0,3,1,0,0,3,0,0,3,2,.214,.333,.286,.619,4,0,0,0,1,0,,0
Manuel Margot,20,46,198,181,35,51,6,5,3,17,20,5,11,15,.282,.321,.420,.741,76,4,1,2,3,0,,1
Mario Martinez,25,93,366,339,39,92,23,0,6,48,1,0,23,80,.271,.322,.392,.715,133,11,3,0,1,1,,0
Mike Meyers,21,17,73,67,7,11,2,0,1,3,2,0,6,22,.164,.233,.239,.472,16,1,0,0,0,0,,0
Derek Miller,22,14,54,43,10,8,1,0,0,2,2,0,10,12,.186,.352,.209,.561,9,2,1,0,0,0,,0
Jordan Procyshen*,22,38,151,129,9,27,5,0,0,11,1,2,18,22,.209,.309,.248,.557,32,6,1,2,1,0,,0
Wendell Rijo,19,108,455,404,47,105,27,2,6,47,15,7,34,94,.260,.324,.381,.705,154,7,6,7,4,1,,0
Jake Romanski,24,47,186,164,19,43,9,0,0,21,4,3,16,21,.262,.335,.317,.652,52,2,3,1,2,0,,0
Cole Sturgeon*,23,76,311,287,34,76,14,2,3,26,10,3,18,40,.265,.309,.359,.668,103,5,1,4,1,0,,0
Aneury Tavarez*,23,39,153,132,7,37,8,4,2,18,8,1,17,28,.280,.368,.447,.815,59,2,2,1,1,0,,0
Oscar Tejeda,25,6,23,22,3,6,3,0,0,5,0,1,1,6,.273,.304,.409,.713,9,1,0,0,0,0,,0
Sam Travis,21,66,278,246,35,77,15,4,5,40,10,6,26,43,.313,.378,.467,.845,115,7,2,0,4,1,,1
Jose Vinicio#,21,57,212,201,29,59,11,3,0,13,7,6,6,24,.294,.321,.378,.699,76,3,2,3,0,0,,0
J.T. Watkins,25,2,7,7,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,,0
Jordan Weems*,22,31,117,105,12,27,6,0,1,7,2,1,12,26,.257,.333,.343,.676,36,4,0,0,0,0,,1
27 Players,22.6,139,5105,4536,540,1171,235,29,55,494,152,71,434,950,.258,.328,.359,.687,1629,102,58,39,38,4,,0
