Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Cole Billingsley*,23,120,521,461,66,130,24,3,3,31,27,12,44,97,.282,.349,.367,.715,169,3,6,5,5,1,0
Jean Carrillo,20,1,3,3,0,2,0,0,0,0,0,0,0,1,.667,.667,.667,1.333,2,0,0,0,0,0,0
Chris Clare,22,82,355,302,38,73,13,2,2,38,2,1,40,62,.242,.352,.318,.670,96,12,12,0,1,0,0
Frank Crinella,23,85,313,291,33,61,7,7,1,24,5,5,16,82,.210,.262,.292,.554,85,2,5,0,1,0,0
Chris Davis*,31,1,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,1,0,0,0,0,1
Daniel Fajardo,22,67,249,242,23,58,14,0,1,24,1,1,6,41,.240,.258,.310,.568,75,6,0,1,0,0,0
Alfredo Gonzalez,21,1,4,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0
Gerrion Grim,23,97,392,368,40,82,12,1,17,60,2,1,18,102,.223,.265,.399,.665,147,6,4,0,2,0,0
Alejandro Juvier*,21,111,428,394,45,95,15,1,4,34,6,0,24,114,.241,.291,.315,.606,124,7,5,2,3,0,0
Tanner Kirk,23,48,159,141,16,26,4,0,2,5,2,1,14,47,.184,.277,.255,.532,36,3,4,0,0,0,0
Stuart Levy,24,33,126,112,10,27,4,0,0,5,0,0,11,37,.241,.312,.277,.589,31,2,1,1,1,0,0
Jerry McClanahan,25,23,85,77,3,10,2,0,1,6,0,0,7,19,.130,.200,.195,.395,15,2,0,0,1,0,0
Ryan McKenna,20,126,530,468,62,120,33,2,7,42,20,2,43,128,.256,.331,.380,.712,178,5,11,5,3,0,1
Irving Ortega,20,17,58,54,5,9,1,0,0,0,0,0,4,22,.167,.224,.185,.409,10,4,0,0,0,0,0
Preston Palmeiro*,22,127,544,491,55,124,27,3,13,77,1,2,43,133,.253,.319,.399,.718,196,9,6,1,3,1,0
Wagner Ramirez,22,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0
Milton Ramos,21,48,189,180,16,43,7,1,2,17,6,3,7,44,.239,.275,.322,.597,58,8,2,0,0,0,0
Joey Rickard,26,3,10,10,2,3,0,0,0,0,0,0,0,2,.300,.300,.300,.600,3,0,0,0,0,0,1
Jake Ring*,22,118,513,464,69,126,36,4,14,65,17,6,37,140,.272,.328,.457,.785,212,7,4,4,4,0,0
Chris Shaw,23,30,121,111,10,21,6,1,2,14,0,0,4,37,.189,.240,.315,.555,35,0,4,0,2,0,0
Alexis Torres,19,6,21,18,4,3,1,1,0,3,0,0,3,5,.167,.286,.333,.619,6,0,0,0,0,0,0
Collin Woody,22,115,482,420,47,95,23,5,8,47,2,0,20,129,.226,.313,.362,.675,152,9,35,3,4,0,0
