Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Anthony Alford,20,57,255,225,42,68,11,6,3,19,15,6,28,49,.302,.380,.444,.825,100,3,1,0,1,0,1
Aaron Attaway,23,5,18,17,2,4,0,0,0,0,1,1,1,2,.235,.278,.235,.513,4,0,0,0,0,0,0
Derrick Chung,27,6,19,17,1,3,0,0,0,1,0,1,2,2,.176,.263,.176,.440,3,1,0,0,0,0,0
Boomer Collins,26,35,131,123,10,29,5,1,2,10,0,2,5,31,.236,.269,.341,.611,42,1,1,1,1,0,0
L.B. Dantzler*,24,98,406,370,37,93,28,0,5,45,0,2,29,64,.251,.305,.368,.673,136,6,2,0,5,1,0
Jonathan Davis,23,47,178,161,22,37,15,0,1,14,5,6,10,34,.230,.288,.342,.630,55,2,4,1,2,0,1
Matt Dean,22,123,521,478,53,121,27,3,14,63,3,1,36,139,.253,.313,.410,.723,196,8,6,0,1,0,0
Andy Fermin*,25,39,143,128,15,30,6,1,2,15,0,0,11,23,.234,.300,.344,.644,44,4,1,3,0,0,0
Roemon Fields*,24,66,287,264,34,71,10,4,1,21,21,9,16,52,.269,.312,.348,.661,92,3,1,5,1,1,0
Emilio Guerrero,22,28,115,106,11,26,6,2,1,8,2,1,7,23,.245,.298,.368,.666,39,3,1,1,0,0,0
David Harris,23,27,113,109,10,23,6,0,2,9,3,1,2,31,.211,.239,.321,.560,35,3,2,0,0,0,0
Alex Hassan,27,5,21,17,1,2,0,0,0,2,0,0,3,1,.118,.286,.118,.403,2,0,1,0,0,0,1
Maicer Izturis#,34,5,15,13,2,3,0,0,0,0,0,0,2,0,.231,.333,.231,.564,3,0,0,0,0,0,1
Jason Leblebijian,24,32,124,112,8,19,4,1,0,5,3,1,10,31,.170,.250,.223,.473,25,1,2,0,0,0,0
Christian Lopes,22,70,277,246,39,72,16,0,2,31,3,1,28,43,.293,.368,.382,.750,94,7,2,0,1,1,0
Derrick Loveless*,22,118,450,385,52,83,16,2,10,43,8,4,58,110,.216,.321,.345,.667,133,5,3,2,2,1,0
Dawel Lugo,20,67,276,260,16,57,9,2,2,21,1,3,9,49,.219,.258,.292,.550,76,8,5,1,1,0,1
Martin Medina,25,18,68,64,5,18,3,1,0,7,0,0,3,14,.281,.309,.359,.668,23,1,0,0,1,0,0
Mitch Nay,21,109,437,391,32,95,18,5,5,42,0,1,32,75,.243,.303,.353,.656,138,18,5,1,8,0,0
Ian Parmley*,25,35,137,117,17,20,2,0,0,6,4,1,16,36,.171,.267,.188,.455,22,1,0,2,2,0,1
Mike Reeves*,24,48,167,151,22,33,7,2,0,14,0,0,15,39,.219,.289,.291,.581,44,4,0,1,0,0,0
Jorge Saez,24,71,251,221,22,39,11,1,3,22,0,0,25,56,.176,.263,.276,.539,61,3,2,0,3,0,0
Michael Saunders*,28,9,33,30,2,7,3,0,0,2,0,0,3,8,.233,.303,.333,.636,10,0,0,0,0,0,1
Rowdy Tellez*,20,35,148,131,17,36,5,0,7,28,3,0,14,28,.275,.338,.473,.811,62,7,0,0,3,2,1
Dickie Joe Thon,23,83,311,283,28,51,13,4,2,19,5,4,18,82,.180,.244,.276,.519,78,7,6,3,1,0,0
Steven Tolleson,31,1,4,3,1,0,0,0,0,0,0,0,1,1,.000,.250,.000,.250,0,0,0,0,0,0,1
Richard Urena#,19,30,128,124,9,31,3,1,1,8,3,1,3,26,.250,.268,.315,.582,39,3,0,1,0,0,1
Christian Vazquez,25,2,9,9,0,1,0,0,0,0,0,0,0,0,.111,.111,.111,.222,1,0,0,0,0,0,0
