Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Adrian Abreu,24,10,34,31,4,3,0,0,0,2,0,0,3,10,.097,.176,.097,.273,3,1,0,0,0,0,0,2015,Adv A,NYM
Michael Conforto*,22,46,206,184,25,52,12,0,7,28,0,1,17,26,.283,.350,.462,.811,85,8,3,0,2,6,1,2015,Adv A,NYM
Luis Crisostomo*,21,1,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0,2015,Adv A,NYM
Victor Cruzado#,23,92,374,324,51,88,19,7,3,34,2,3,45,67,.272,.359,.401,.760,130,4,1,1,3,1,0,2015,Adv A,NYM
Michael Cuddyer,36,2,9,7,1,0,0,0,0,0,0,0,2,1,.000,.222,.000,.222,0,0,0,0,0,1,1,2015,Adv A,NYM
Travis d'Arnaud,26,5,18,16,0,6,0,0,0,4,0,0,2,2,.375,.444,.375,.819,6,1,0,0,0,0,1,2015,Adv A,NYM
Maikis De La Cruz,24,86,360,324,36,80,13,1,3,35,10,5,29,85,.247,.307,.321,.628,104,9,1,2,4,0,0,2015,Adv A,NYM
Jeffrey Diehl,21,3,12,12,0,1,0,0,0,0,0,0,0,5,.083,.083,.083,.167,1,0,0,0,0,0,0,2015,Adv A,NYM
Phillip Evans,22,77,280,252,19,59,14,3,0,32,2,2,24,44,.234,.300,.313,.613,79,7,1,0,3,0,1,2015,Adv A,NYM
Jeff Glenn,23,28,101,89,10,17,6,0,1,7,0,0,9,33,.191,.263,.292,.555,26,1,0,2,1,0,0,2015,Adv A,NYM
Dilson Herrera,21,3,11,11,1,5,2,0,0,0,0,0,0,3,.455,.455,.636,1.091,7,0,0,0,0,0,1,2015,Adv A,NYM
Kyle Johnson,25,15,54,47,3,7,2,0,0,1,0,1,5,19,.149,.226,.191,.418,9,1,0,1,1,0,0,2015,Adv A,NYM
L.J. Mazzilli,24,5,23,22,3,5,2,0,1,2,0,0,1,4,.227,.261,.455,.715,10,0,0,0,0,0,0,2015,Adv A,NYM
Jeff McNeil*,23,119,529,468,80,146,18,6,1,40,16,5,35,59,.312,.373,.382,.755,179,9,12,11,3,1,1,2015,Adv A,NYM
Daniel Murphy*,30,4,17,15,2,7,2,0,0,4,0,0,2,0,.467,.529,.600,1.129,9,0,0,0,0,0,1,2015,Adv A,NYM
Kirk Nieuwenhuis*,27,2,10,8,2,1,0,0,1,2,0,0,2,2,.125,.300,.500,.800,4,1,0,0,0,0,1,2015,Adv A,NYM
Brandon Nimmo*,22,4,20,16,3,2,1,0,0,2,0,0,4,3,.125,.300,.188,.488,3,0,0,0,0,0,1,2015,Adv A,NYM
Matt Oberste,23,111,465,419,52,126,24,6,6,64,1,2,34,73,.301,.359,.430,.789,180,11,7,0,5,0,0,2015,Adv A,NYM
Jairo Perez,27,13,56,51,6,13,3,0,0,6,1,0,0,5,.255,.273,.314,.586,16,1,2,1,2,0,0,2015,Adv A,NYM
Colton Plaia,24,82,311,274,22,78,11,0,2,39,0,0,22,62,.285,.342,.347,.689,95,10,4,7,4,0,0,2015,Adv A,NYM
Alfredo Reyes,21,3,8,7,1,1,0,0,0,0,0,0,1,3,.143,.250,.143,.393,1,0,0,0,0,0,0,2015,Adv A,NYM
Lednier Ricardo,27,26,88,85,5,16,3,0,0,4,0,0,1,26,.188,.195,.224,.419,19,3,0,1,1,0,0,2015,Adv A,NYM
Amed Rosario,19,103,417,385,41,99,20,5,0,25,12,4,23,73,.257,.307,.335,.642,129,11,5,3,1,0,1,2015,Adv A,NYM
Yeixon Ruiz#,24,77,316,285,33,70,8,3,1,15,10,6,24,55,.246,.311,.305,.616,87,6,4,1,2,0,0,2015,Adv A,NYM
Stefan Sabol,23,78,310,268,29,71,14,0,3,32,5,4,38,80,.265,.359,.351,.710,94,4,2,1,1,0,0,2015,Adv A,NYM
Vinny Siena,21,4,18,16,2,3,1,0,0,2,0,0,2,1,.188,.278,.250,.528,4,0,0,0,0,0,0,2015,Adv A,NYM
Dominic Smith*,20,118,497,456,58,139,33,0,6,79,2,1,35,75,.305,.354,.417,.771,190,19,2,0,4,5,1,2015,Adv A,NYM
Champ Stuart,22,97,382,330,43,58,8,1,4,17,21,3,40,141,.176,.271,.242,.513,80,2,4,5,3,0,0,2015,Adv A,NYM
Tucker Tharp,23,2,8,8,1,2,0,0,0,1,0,0,0,1,.250,.250,.250,.500,2,1,0,0,0,0,0,2015,Adv A,NYM
Jhoan Urena#,20,64,222,210,15,45,5,3,0,18,2,0,11,40,.214,.257,.267,.523,56,11,1,0,0,0,0,2015,Adv A,NYM
David Wright,32,8,33,28,5,9,0,0,0,1,0,0,5,6,.321,.424,.321,.746,9,0,0,0,0,0,1,2015,Adv A,NYM
