Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Jeffrey Baez,21,5,18,16,2,3,0,1,0,1,2,0,1,5,.188,.235,.313,.548,5,1,0,1,0,0,0,2015,Adv A,CHC
Cael Brockmeyer,23,36,145,120,15,26,6,0,3,24,0,1,17,32,.217,.324,.342,.666,41,4,4,0,4,1,0,2015,Adv A,CHC
Kevin Brown*,24,75,289,262,29,59,11,3,4,21,1,1,23,35,.225,.288,.336,.624,88,6,1,1,2,0,0,2015,Adv A,CHC
Jeimer Candelario#,21,82,343,318,42,86,25,3,5,39,0,1,20,62,.270,.318,.415,.733,132,5,3,0,2,0,1,2015,Adv A,CHC
Victor Caratini#,21,112,453,393,39,101,31,1,4,53,0,0,49,75,.257,.342,.372,.714,146,22,5,0,6,1,1,2015,Adv A,CHC
Ben Carhart,25,44,175,153,25,39,8,0,7,25,0,1,14,24,.255,.324,.444,.768,68,4,3,2,3,0,0,2015,Adv A,CHC
Pin Chieh Chen*,23,96,410,366,52,98,17,5,4,34,20,5,32,48,.268,.334,.374,.708,137,5,5,6,1,0,0,2015,Adv A,CHC
Wes Darvill*,23,20,70,59,9,13,4,1,1,5,1,1,8,11,.220,.313,.373,.686,22,2,0,3,0,0,0,2015,Adv A,CHC
Chris Denorfia,34,2,5,3,0,1,1,0,0,0,0,0,1,1,.333,.600,.667,1.267,2,0,1,0,0,0,1,2015,Adv A,CHC
Shawon Dunston*,22,17,59,57,4,12,2,3,0,3,3,1,1,12,.211,.237,.351,.588,20,4,1,0,0,0,0,2015,Adv A,CHC
Jordan Hankins*,23,23,76,66,8,15,5,0,1,6,2,1,9,12,.227,.316,.348,.664,23,1,0,0,1,0,0,2015,Adv A,CHC
Jacob Hannemann*,24,16,68,61,12,20,4,0,0,4,7,1,6,15,.328,.388,.393,.782,24,0,0,1,0,0,1,2015,Adv A,CHC
Daniel Lockhart*,22,118,442,408,41,91,18,4,2,34,9,2,22,73,.223,.271,.301,.573,123,7,6,3,3,2,0,2015,Adv A,CHC
Trey Martin,22,90,332,306,35,73,13,1,2,31,14,4,17,83,.239,.281,.307,.589,94,4,2,5,2,0,0,2015,Adv A,CHC
Billy McKinney*,20,29,125,103,19,35,5,2,4,25,0,2,17,13,.340,.432,.544,.976,56,2,2,0,3,1,1,2015,Adv A,CHC
Alberto Mineo*,20,5,14,11,5,2,0,0,0,0,0,0,3,3,.182,.357,.182,.539,2,0,0,0,0,0,0,2015,Adv A,CHC
Carlos Penalver,21,114,437,381,38,75,10,4,2,42,11,8,42,80,.197,.278,.260,.538,99,11,3,6,5,0,0,2015,Adv A,CHC
Jacob Rogers*,25,106,432,373,43,93,20,0,12,69,0,0,54,114,.249,.347,.399,.747,149,9,3,0,2,0,0,2015,Adv A,CHC
Gleyber Torres,18,7,24,23,1,4,0,0,0,2,0,1,1,7,.174,.208,.174,.382,4,0,0,0,0,0,1,2015,Adv A,CHC
Jason Vosler*,21,38,157,127,19,31,7,0,6,20,0,0,26,27,.244,.389,.441,.829,56,5,4,0,0,0,1,2015,Adv A,CHC
Sutton Whiting#,23,3,6,6,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,0,0,0,0,0,0,0,2015,Adv A,CHC
Chesny Young,22,102,452,402,65,129,18,3,1,30,12,5,45,44,.321,.394,.388,.782,156,12,4,0,1,2,0,2015,Adv A,CHC
Mark Zagunis,22,115,512,413,78,112,24,5,8,54,12,10,80,86,.271,.406,.412,.818,170,7,16,0,3,1,1,2015,Adv A,CHC
