Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Trino Aguilar,22,47,164,147,15,42,11,0,3,17,3,0,8,27,.286,.342,.422,.763,62,2,5,3,1,0,,0
Brett Burnham,23,46,181,154,20,39,9,1,1,23,0,3,19,33,.253,.346,.344,.691,53,0,4,2,2,0,,0
Matt Bush,18,8,31,27,1,6,2,0,0,3,0,0,2,9,.222,.276,.296,.572,8,0,0,2,0,0,,1
Lach Dale,21,74,310,284,45,70,18,1,15,49,1,0,16,87,.246,.294,.475,.770,135,1,5,1,4,0,,0
Orlando Diaz,22,50,188,167,20,39,7,1,3,17,1,3,13,35,.234,.305,.341,.646,57,1,5,1,2,0,,0
Rielly Embrey*,22,10,38,30,3,3,1,0,0,3,2,0,8,7,.100,.289,.133,.423,4,2,0,0,0,0,,0
Baudilio Figueroa,21,16,59,54,3,10,1,0,0,5,1,1,3,15,.185,.224,.204,.428,11,0,0,1,1,0,,0
Brian Fryer,21,14,55,50,4,8,2,0,0,2,3,1,2,12,.160,.208,.200,.408,10,0,1,2,0,0,,0
Ernesto Garay*,22,25,106,100,16,31,3,0,1,8,3,1,5,12,.310,.343,.370,.713,37,0,0,1,0,0,,0
Billy Hogan,21,58,224,199,22,47,13,1,3,22,3,0,18,66,.236,.308,.357,.664,71,0,3,3,1,0,,0
Craig Johnson*,22,27,86,77,13,21,8,0,0,4,0,3,7,28,.273,.349,.377,.725,29,0,2,0,0,0,,0
Sean Kazmar Jr.,19,65,285,274,29,69,13,3,6,27,6,0,9,55,.252,.278,.387,.665,106,5,1,1,0,1,,1
Chris Kolkhorst*,22,30,120,91,22,32,5,1,0,7,6,1,22,17,.352,.496,.429,.924,39,1,5,1,1,1,,0
Jose Lobaton#,19,44,169,151,13,33,12,0,7,23,0,0,17,35,.219,.298,.437,.735,66,3,0,1,0,0,,1
Mauber Lopez,23,5,10,10,1,2,0,0,0,0,0,0,0,3,.200,.200,.200,.400,2,1,0,0,0,0,,0
Mark McRoberts,22,22,82,70,17,13,1,0,4,10,0,0,11,31,.186,.305,.371,.676,26,0,1,0,0,0,,0
Ruben Mora#,21,30,106,97,12,27,4,2,0,9,1,2,7,22,.278,.333,.361,.694,35,1,1,1,0,0,,0
Colt Morton,22,66,285,243,43,58,13,0,17,45,2,0,33,75,.239,.340,.502,.842,122,3,6,0,3,1,,1
Yordany Ramirez,19,4,16,15,1,3,0,0,1,3,0,0,1,5,.200,.250,.400,.650,6,0,0,0,0,0,,0
Jodam Rivera#,18,3,9,8,1,1,0,0,0,0,0,0,1,2,.125,.222,.125,.347,1,0,0,0,0,0,,0
Matt Thayer,22,46,206,183,29,52,10,0,3,25,8,4,17,39,.284,.354,.388,.742,71,1,4,0,2,0,,0
Tom Vincent*,22,56,190,175,24,41,11,2,4,18,7,2,14,60,.234,.295,.389,.683,68,1,1,0,0,0,,0
22 Players,21.3,76,2920,2606,354,647,144,12,68,320,47,21,233,675,.248,.319,.391,.710,1019,22,44,20,17,3,,0
