Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Erick Almonte,23,97,400,345,55,99,19,3,12,55,4,5,44,90,.287,.369,.464,.833,160,7,2,7,2,1,,1
Clay Bellinger,32,26,104,98,13,21,10,0,1,9,3,0,5,22,.214,.260,.347,.607,34,0,1,0,0,1,,1
Darren Bragg*,31,53,227,199,30,58,11,2,7,21,3,2,27,51,.291,.379,.472,.851,94,4,1,0,0,3,,1
Yhency Brazoban,21,1,5,5,2,1,1,0,0,0,0,0,0,2,.200,.200,.400,.600,2,0,0,0,0,0,,1
Kary Bridges*,28,109,454,408,59,121,17,1,5,39,5,8,36,29,.297,.352,.380,.732,155,11,1,5,4,1,,0
Michael Coleman,25,29,116,101,16,24,3,3,4,17,3,3,13,35,.238,.336,.446,.782,45,4,2,0,0,0,,1
Bobby Estalella,26,48,197,171,26,44,10,1,10,38,0,2,21,45,.257,.340,.503,.843,86,7,2,0,3,1,,1
Mike Figga,30,1,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,,1
Kevin Flanagan,24,3,7,5,1,0,0,0,0,0,0,0,2,2,.000,.286,.000,.286,0,0,0,0,0,0,,0
Chad Fonville#,30,16,63,58,9,13,3,1,0,7,1,1,4,13,.224,.286,.310,.596,18,2,1,0,0,1,,1
Mike Frank*,27,106,413,356,45,90,20,2,10,53,11,3,41,52,.253,.333,.404,.737,144,10,5,4,7,3,,1
Carlos Garcia,33,61,232,215,22,54,12,0,3,19,8,1,14,39,.251,.303,.349,.652,75,4,2,1,0,0,,1
Todd Greene,30,34,136,131,16,33,8,0,6,17,3,2,4,19,.252,.279,.450,.730,59,3,1,0,0,0,,1
Eric Gunderson,35,56,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,,1
Drew Henson,21,71,281,270,29,60,6,0,11,38,2,1,10,85,.222,.249,.367,.616,99,8,0,0,1,1,,1
D'Angelo Jimenez#,23,56,245,214,33,56,11,1,5,19,5,6,24,31,.262,.333,.393,.726,84,2,1,2,4,0,,1
Nick Johnson*,22,110,459,359,68,92,20,0,18,49,9,2,81,105,.256,.407,.462,.870,166,6,14,0,5,3,,1
Pat Lennon,33,14,54,44,6,6,1,1,1,2,0,0,9,14,.136,.296,.273,.569,12,0,1,0,0,0,,1
Donny Leon#,24,12,47,43,4,7,1,0,0,3,1,0,3,14,.163,.213,.186,.399,8,1,0,0,1,1,,0
Pascual Matos,26,77,274,256,23,56,12,1,4,26,1,3,12,60,.219,.258,.320,.579,82,6,2,3,1,0,,1
Donzell McDonald#,26,105,425,374,59,96,11,9,8,36,20,4,42,79,.257,.342,.398,.740,149,2,7,1,1,1,,1
Julio Mosquera,29,16,46,41,6,10,2,0,0,2,0,0,1,10,.244,.311,.293,.604,12,2,3,1,0,0,,1
Jeff Nettles,22,12,32,27,1,5,0,0,0,1,2,1,5,9,.185,.313,.185,.498,5,1,0,0,0,0,,0
Paul Ottavinia*,28,42,165,147,20,40,11,4,2,14,3,4,14,16,.272,.345,.442,.788,65,6,3,0,1,0,,0
Robert Perez,32,36,154,146,20,47,7,3,7,27,6,5,4,23,.322,.351,.555,.905,81,4,3,0,1,1,,1
Juan Rivera,22,55,218,199,39,65,11,1,14,40,4,5,15,31,.327,.372,.603,.975,120,7,1,0,3,1,,1
Henry Rodriguez*,33,18,72,63,9,15,2,0,5,13,0,0,7,21,.238,.319,.508,.827,32,1,1,0,1,0,,1
Scott Seabol,26,78,304,282,32,75,19,1,10,42,3,4,14,56,.266,.308,.447,.755,126,6,4,2,2,1,,1
Shane Spencer,29,49,201,173,17,40,10,1,3,14,4,1,23,21,.231,.323,.353,.676,61,9,2,0,3,0,,1
Luke Wilcox*,27,11,44,40,3,6,1,0,2,6,0,1,3,6,.150,.205,.325,.530,13,1,0,0,1,0,,0
30 Players,26.5,143,5381,4775,663,1234,239,35,148,607,101,64,478,982,.258,.331,.416,.747,1987,114,60,27,41,20,,0
