Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Felipe Alou,22,11,35,32,1,7,1,0,0,2,1,0,1,15,.219,.257,.250,.507,8,0,1,0,1,0,,0
Jeff Berblinger,30,73,297,270,36,58,12,3,5,23,8,5,22,54,.215,.276,.337,.613,91,6,1,4,0,1,,1
Dee Brown*,23,10,42,37,5,11,0,0,2,6,0,0,3,5,.297,.357,.459,.817,17,3,1,0,1,0,,1
Endy Chavez*,23,23,108,104,18,35,6,0,0,4,4,3,0,13,.337,.333,.394,.728,41,1,0,3,1,0,,1
Wilson Delgado#,28,76,275,255,24,63,11,2,4,30,8,3,16,43,.247,.293,.353,.646,90,10,1,2,1,2,,1
Sal Fasano,29,13,55,46,6,11,1,0,2,7,0,0,4,11,.239,.364,.391,.755,18,1,5,0,0,0,,1
Carlos Febles,25,25,111,98,23,33,7,1,2,9,6,2,9,14,.337,.414,.490,.904,48,0,4,0,0,0,,1
Hersy Felix,23,1,4,4,1,1,1,0,0,1,0,0,0,0,.250,.250,.500,.750,2,0,0,0,0,0,,0
Aaron Guiel*,28,121,513,442,78,118,27,3,21,73,6,4,51,92,.267,.355,.484,.840,214,12,13,1,6,3,,1
Pat Hallmark,27,32,108,93,10,23,5,0,0,10,3,0,7,17,.247,.330,.301,.631,28,2,5,2,1,0,,0
Jed Hansen,28,80,333,288,37,73,14,1,10,22,10,6,34,86,.253,.335,.413,.749,119,3,3,5,3,0,,1
AJ Hinch,27,45,181,168,28,54,14,0,10,33,1,0,11,33,.321,.365,.583,.948,98,5,1,0,1,0,,1
Trent Hubbard,37,49,209,175,35,50,9,1,10,28,8,5,30,34,.286,.392,.520,.912,91,1,2,0,2,0,,1
Raul Ibanez*,29,8,29,27,3,4,1,0,2,5,0,0,1,10,.148,.179,.407,.586,11,0,0,1,0,0,,1
Cesar King,23,19,59,56,5,16,6,0,2,12,1,0,1,5,.286,.288,.500,.788,28,2,0,0,2,0,,0
Jon Nunnally*,29,97,374,316,50,66,9,0,18,53,11,3,54,109,.209,.329,.408,.737,129,3,3,0,1,2,,1
Luis Ordaz,25,14,59,52,5,16,1,0,1,4,3,0,2,10,.308,.368,.385,.753,20,2,3,2,0,0,,1
Hector Ortiz,31,42,170,150,19,39,7,0,2,15,0,3,15,26,.260,.320,.347,.666,52,5,0,1,4,0,,1
Nick Ortiz,27,99,361,316,39,79,20,1,6,40,2,6,33,65,.250,.323,.377,.700,119,11,3,5,4,0,,0
Kit Pellow,27,129,543,484,81,141,15,0,20,81,4,3,37,101,.291,.353,.446,.799,216,3,13,2,7,1,,1
Alex Prieto,25,105,420,376,45,106,21,3,8,44,9,2,36,59,.282,.344,.418,.761,157,12,1,4,3,0,,1
Mark Quinn,27,11,43,43,4,8,1,0,2,3,0,0,0,9,.186,.186,.349,.535,15,0,0,0,0,0,,1
Melvin Rosario#,28,41,161,151,18,38,10,2,6,25,1,1,7,42,.252,.288,.464,.751,70,1,1,1,1,1,,1
Dave Ullery*,26,17,58,51,4,8,1,1,0,1,1,0,5,20,.157,.246,.216,.461,11,0,1,1,0,0,,0
Pat Watkins,28,67,269,245,29,62,12,1,7,29,2,7,13,41,.253,.298,.396,.694,97,10,4,4,3,0,,1
Craig Wilson,30,125,534,473,78,140,27,3,11,69,6,4,45,58,.296,.356,.436,.791,206,21,4,3,9,0,,1
Gregg Zaun#,30,11,48,43,5,12,4,0,1,8,0,0,3,3,.279,.333,.442,.775,19,2,1,0,1,0,,1
27 Players,28.0,144,5399,4795,687,1272,243,22,152,637,95,57,440,975,.265,.333,.420,.753,2015,116,71,41,52,10,,0
