Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Juan Brito,19,2,7,7,1,2,2,0,0,0,0,0,0,2,.286,.286,.571,.857,4,0,0,0,0,0,1
Jimmie Byington,25,89,255,228,28,47,10,1,2,23,3,7,20,46,.206,.278,.285,.563,65,6,3,3,1,0,0
Jeremy Carr,28,73,331,275,47,72,12,1,4,25,15,8,42,58,.262,.370,.356,.726,98,4,5,9,0,1,0
Sal Fasano,27,88,350,280,63,77,15,0,21,49,4,2,42,69,.275,.415,.554,.969,155,7,26,1,1,1,1
Jeremy Giambi*,24,35,161,127,31,44,5,1,12,28,1,1,31,30,.346,.472,.685,1.157,87,2,1,0,2,2,1
Steve Gibralter,26,110,461,417,77,111,21,1,28,78,6,3,27,97,.266,.329,.523,.852,218,9,13,2,2,1,1
Jed Hansen,26,54,213,175,35,48,8,5,7,22,8,3,32,72,.274,.395,.497,.892,87,2,3,3,0,2,1
Ray Holbert,28,33,141,128,26,38,4,0,4,12,13,4,12,35,.297,.355,.422,.776,54,1,0,0,1,0,1
Mendy Lopez,25,61,243,222,41,69,8,0,12,40,2,2,18,41,.311,.361,.509,.870,113,5,0,2,1,1,1
Felix Martinez#,25,8,26,23,2,7,5,0,0,2,0,1,2,6,.304,.360,.522,.882,12,0,0,1,0,0,1
Tony Medrano,24,33,128,112,14,35,6,1,2,23,0,1,10,15,.313,.368,.438,.806,49,3,1,3,2,0,0
Carlos Mendez,25,84,305,293,38,82,25,0,10,37,4,3,6,32,.280,.291,.468,.759,137,8,0,3,3,0,1
Henry Mercedes,29,69,226,193,27,47,8,0,6,32,4,1,27,63,.244,.341,.378,.719,73,2,2,3,1,0,1
Les Norman,30,89,360,333,53,91,20,2,13,40,7,3,14,45,.273,.308,.462,.771,154,6,5,3,5,0,1
Kit Pellow,25,131,521,475,88,136,28,4,35,99,6,5,20,117,.286,.335,.583,.918,277,11,18,1,7,3,1
Mark Quinn,25,107,470,428,67,154,27,0,25,84,7,9,28,69,.360,.409,.598,1.007,256,9,10,0,4,3,1
J.P. Roberge,26,116,473,437,77,137,31,3,13,66,16,5,26,59,.314,.359,.487,.846,213,15,5,5,0,0,0
Steve Scarsone,33,18,66,58,9,10,1,0,5,7,1,0,7,21,.172,.258,.448,.706,26,2,0,0,1,0,1
Larry Sutton*,29,39,178,148,28,41,8,1,3,12,4,1,27,24,.277,.390,.405,.795,60,4,1,1,1,2,1
Tim Unroe,28,5,22,22,4,5,0,0,1,2,0,0,0,5,.227,.227,.364,.591,8,0,0,0,0,0,1
Joe Vitiello,29,122,521,447,70,142,33,0,28,98,3,4,66,84,.318,.407,.579,.986,259,16,4,0,4,2,1
