Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Chase Anderson,26,6,5,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,3,0,0,1
Tom Belza*,24,123,478,413,56,126,21,5,1,31,9,3,50,89,.305,.387,.387,.774,160,5,7,5,3,2,0
Aaron Blair,22,8,15,14,2,3,0,0,1,1,0,0,1,7,.214,.267,.429,.695,6,0,0,0,0,0,1
Zach Borenstein*,23,23,102,87,13,21,4,2,3,14,3,0,12,17,.241,.333,.437,.770,38,3,1,0,2,1,0
Daniel Bowman,24,13,27,25,2,4,0,0,0,1,0,0,2,9,.160,.222,.160,.382,4,1,0,0,0,0,0
Archie Bradley,21,12,18,15,0,0,0,0,0,0,0,0,0,8,.000,.000,.000,.000,0,0,0,3,0,0,1
Charles Brewer,26,7,12,8,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,4,0,0,1
Eric Brooks,23,1,2,2,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
Andrew Chafin,24,9,13,9,0,1,0,0,0,0,0,0,0,3,.111,.111,.111,.222,1,0,0,4,0,0,1
Tyler Clark#,22,3,7,6,0,0,0,0,0,0,0,0,0,3,.000,.143,.000,.143,0,0,1,0,0,0,0
Ryan Court,26,61,160,136,18,33,12,1,2,16,4,1,18,40,.243,.340,.390,.729,53,4,3,1,2,1,1
Lars Davis*,28,8,27,22,2,4,3,0,0,2,0,0,4,4,.182,.333,.318,.652,7,1,1,0,0,0,0
Argenis Diaz,27,19,70,65,11,19,3,0,0,2,1,0,5,13,.292,.343,.338,.681,22,2,0,0,0,0,1
Brandon Drury,21,29,116,105,12,31,7,0,4,14,0,0,7,19,.295,.345,.476,.821,50,1,2,0,2,0,1
Justin Fitzgerald,28,15,20,16,3,3,1,0,0,3,0,0,2,3,.188,.278,.250,.528,4,0,0,2,0,0,0
Mike Freeman*,26,52,221,196,27,42,7,3,5,16,7,1,20,41,.214,.292,.357,.649,70,2,2,2,1,0,1
Sean Furney,23,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
Todd Glaesmann,23,49,177,166,17,35,9,0,1,14,5,0,8,51,.211,.254,.283,.537,47,4,2,0,1,2,0
Graham Godfrey,29,2,3,2,0,0,0,0,0,0,0,0,1,2,.000,.333,.000,.333,0,0,0,0,0,0,1
Raywilly Gomez#,24,55,173,150,16,41,4,0,3,22,0,0,19,20,.273,.355,.360,.715,54,6,1,1,2,2,0
Justin Greene,28,30,102,92,10,16,4,1,0,7,0,4,9,28,.174,.245,.239,.484,22,2,0,0,1,0,0
Jon Griffin,25,109,396,353,43,77,14,0,15,53,0,0,31,111,.218,.293,.385,.678,136,7,8,0,4,2,0
Bradin Hagens,25,24,30,21,2,5,0,0,0,2,0,0,1,5,.238,.261,.238,.499,5,0,0,7,1,0,1
Mitch Haniger,23,8,30,24,5,8,3,0,0,5,0,0,3,4,.333,.433,.458,.892,11,0,2,0,1,0,1
Taylor Harbin,28,10,35,32,4,4,0,0,1,3,0,1,0,7,.125,.171,.219,.390,7,0,2,0,1,0,0
RJ Hively,25,55,2,1,0,0,0,0,0,0,0,0,1,0,.000,.500,.000,.500,0,0,0,0,0,0,0
Sean Jamieson,25,91,374,329,56,98,18,5,5,33,6,7,31,61,.298,.362,.429,.791,141,9,4,7,3,1,0
Jake Lamb*,23,103,439,374,60,119,35,5,14,79,0,0,50,99,.318,.399,.551,.949,206,7,6,0,9,3,1
Mike Lee,27,21,26,24,3,6,2,0,0,4,0,0,0,7,.250,.250,.333,.583,8,1,0,2,0,0,0
Dustin Martin*,30,67,268,230,43,67,15,0,8,38,5,3,36,52,.291,.388,.461,.849,106,4,1,0,1,1,0
Evan Marzilli*,23,81,325,285,33,70,12,6,3,35,8,5,30,67,.246,.328,.361,.690,103,6,6,2,2,1,0
Gerson Montilla,24,107,376,336,40,91,12,3,6,40,1,6,28,65,.271,.326,.378,.704,127,8,3,2,7,0,0
Peter O'Brien,23,4,14,13,1,5,0,0,1,4,0,0,1,5,.385,.429,.615,1.044,8,0,0,0,0,0,1
Willy Paredes,25,43,5,4,0,2,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,2,0,0,1,0,0,0
Jordan Parraz,29,26,96,84,10,16,4,1,2,7,0,2,10,20,.190,.292,.333,.625,28,3,2,0,0,1,0
