Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Suammy Baez,22,3,3,.500,6.15,17,1,3,0,0,1,26.1,33,21,18,4,6,0,36,2,0,3,117,1.481,11.3,1.4,2.1,12.3,6.00,,0
Garrett Baker*,21,3,0,1.000,8.33,18,0,0,0,0,0,31.1,44,30,29,5,14,0,26,0,0,2,146,1.851,12.6,1.4,4.0,7.5,1.86,,0
Juan Carlin*,23,4,0,1.000,1.50,17,0,2,0,0,1,30.0,16,6,5,3,7,0,35,0,1,0,109,0.767,4.8,0.9,2.1,10.5,5.00,,0
Eric Cendejas,23,1,0,1.000,3.16,15,0,4,0,0,2,25.2,20,14,9,1,9,0,21,2,0,2,104,1.130,7.0,0.4,3.2,7.4,2.33,,0
Mike Clevinger,20,0,0,,2.25,3,0,1,0,0,0,4.0,3,1,1,0,2,0,5,0,0,0,17,1.250,6.8,0.0,4.5,11.3,2.50,,1
Ryan Crowley*,20,1,2,.333,5.50,12,11,0,0,0,0,37.2,44,28,23,6,4,0,31,0,0,1,159,1.274,10.5,1.4,1.0,7.4,7.75,,0
Bryant George,22,0,0,,0.00,3,0,0,0,0,0,5.1,3,0,0,0,3,0,4,1,0,0,22,1.125,5.1,0.0,5.1,6.8,1.33,,0
Erik Gregersen,24,2,0,1.000,4.86,10,0,4,0,0,0,16.2,10,9,9,1,7,1,22,4,0,4,73,1.020,5.4,0.5,3.8,11.9,3.14,,0
Trevor Hairgrove,21,0,1,.000,9.00,1,0,1,0,0,0,1.0,1,1,1,1,0,0,0,1,0,0,5,1.000,9.0,9.0,0.0,0.0,,,0
Pilljoon Jang,23,1,0,1.000,0.00,1,1,0,0,0,0,6.0,1,0,0,0,1,0,3,0,0,0,18,0.333,1.5,0.0,1.5,4.5,3.00,,0
Michael Johnson*,20,1,0,1.000,3.21,4,3,0,0,0,0,14.0,16,5,5,2,3,0,8,0,1,0,57,1.357,10.3,1.3,1.9,5.1,2.67,,0
Taylor Kinzer,23,0,0,,5.59,8,0,1,0,0,1,9.2,13,6,6,1,4,0,6,1,0,2,44,1.759,12.1,0.9,3.7,5.6,1.50,,0
Baudilio Lopez,20,3,6,.333,7.01,13,8,0,0,0,0,52.2,76,47,41,8,18,2,29,5,1,3,245,1.785,13.0,1.4,3.1,5.0,1.61,,0
Nick Maronde*,21,5,0,1.000,2.14,11,11,0,0,0,0,46.1,36,12,11,5,15,0,50,2,0,0,185,1.101,7.0,1.0,2.9,9.7,3.33,,1
Kris Marshall*,23,0,0,,7.62,12,0,5,0,0,1,13.0,13,11,11,4,9,0,16,5,0,3,64,1.692,9.0,2.8,6.2,11.1,1.78,,0
Aaron Meade*,23,2,2,.500,5.93,20,6,5,0,0,0,44.0,53,35,29,7,24,2,48,0,0,6,206,1.750,10.8,1.4,4.9,9.8,2.00,,0
Joe Melioris,21,5,3,.625,8.67,18,9,2,0,0,0,54.0,67,53,52,10,15,0,40,9,1,5,246,1.519,11.2,1.7,2.5,6.7,2.67,,0
Nick Mutz,21,2,3,.400,2.31,12,0,8,0,0,2,23.1,20,10,6,4,5,0,25,0,1,6,94,1.071,7.7,1.5,1.9,9.6,5.00,,0
Logan Odom,21,3,2,.600,5.44,15,12,0,0,0,0,51.1,56,33,31,5,32,3,60,7,0,13,242,1.714,9.8,0.9,5.6,10.5,1.88,,0
Dan Reynolds,20,3,2,.600,4.60,20,0,11,0,0,9,29.1,33,17,15,1,5,0,24,5,1,1,125,1.295,10.1,0.3,1.5,7.4,4.80,,0
Shane Riedie,21,0,2,.000,10.38,13,2,6,0,0,0,17.1,30,24,20,4,10,0,15,5,0,2,96,2.308,15.6,2.1,5.2,7.8,1.50,,0
Eddie Sipple*,22,1,0,1.000,4.15,15,0,4,0,0,1,13.0,11,7,6,0,7,1,20,0,0,3,55,1.385,7.6,0.0,4.8,13.8,2.86,,0
Aaron Sookee,20,0,0,,13.50,3,0,0,0,0,0,4.2,13,7,7,1,0,0,6,0,0,0,27,2.786,25.1,1.9,0.0,11.6,,,0
Aaron Tullo,23,1,1,.500,9.00,18,0,8,0,0,3,22.0,27,24,22,2,13,1,29,9,0,5,117,1.818,11.0,0.8,5.3,11.9,2.23,,0
Daniel Vargas-Vila,22,1,3,.250,3.54,13,12,0,0,0,0,56.0,57,31,22,8,13,1,56,4,0,6,235,1.250,9.2,1.3,2.1,9.0,4.31,,0
Shane Waller,22,4,0,1.000,2.45,13,0,5,0,0,1,22.0,13,6,6,2,9,1,32,1,0,3,86,1.000,5.3,0.8,3.7,13.1,3.56,,0
John Wiedenbauer*,23,0,0,,5.79,3,0,2,0,0,1,4.2,4,3,3,0,2,1,2,1,0,0,20,1.286,7.7,0.0,3.9,3.9,1.00,,0
Austin Wood,20,0,0,,20.25,2,0,0,0,0,0,1.1,4,3,3,1,0,0,1,0,0,2,8,3.000,27.0,6.8,0.0,6.8,,,0
Chad Yinger,22,0,0,,9.00,7,0,4,0,0,0,8.0,16,8,8,2,1,0,7,1,0,1,39,2.125,18.0,2.3,1.1,7.9,7.00,,0
29 Players,21.6,46,30,.605,5.33,76,76,76,0,0,23,670.2,733,452,397,88,238,13,657,65,6,73,2961,1.448,9.8,1.2,3.2,8.8,2.76,,0
