Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Martin Perez*,26,13,12,.520,4.82,32,32,0,0,0,0,185.0,221,108,99,23,63,3,115,6,0,4,811,1.535,10.8,1.1,3.1,5.6,1.83,1,2017,MLB,TEX
Andrew Cashner,30,11,11,.500,3.40,28,28,0,0,0,0,166.2,156,75,63,15,64,0,86,9,1,10,704,1.320,8.4,0.8,3.5,4.6,1.34,1,2017,MLB,TEX
Cole Hamels*,33,11,6,.647,4.20,24,24,0,1,0,0,148.0,125,74,69,18,53,1,105,11,0,6,614,1.203,7.6,1.1,3.2,6.4,1.98,1,2017,MLB,TEX
Yu Darvish,30,6,9,.400,4.01,22,22,0,0,0,0,137.0,115,63,61,20,45,0,148,5,1,9,564,1.168,7.6,1.3,3.0,9.7,3.29,1,2017,MLB,TEX
Nick Martinez,26,3,8,.273,5.66,23,18,2,0,0,0,111.1,124,74,70,26,28,0,67,2,0,3,478,1.365,10.0,2.1,2.3,5.4,2.39,1,2017,MLB,TEX
A.J. Griffin,29,6,6,.500,5.94,18,15,2,1,1,0,77.1,76,52,51,20,28,0,61,6,0,2,338,1.345,8.8,2.3,3.3,7.1,2.18,1,2017,MLB,TEX
Alex Claudio*,25,4,2,.667,2.50,70,1,38,0,0,11,82.2,71,26,23,5,15,4,56,2,3,0,323,1.040,7.7,0.5,1.6,6.1,3.73,1,2017,MLB,TEX
Tony Barnette,33,2,1,.667,5.49,50,0,7,0,0,2,57.1,64,36,35,7,22,4,57,2,0,4,252,1.500,10.0,1.1,3.5,8.9,2.59,1,2017,MLB,TEX
Matt Bush,31,3,4,.429,3.78,57,0,22,0,0,10,52.1,57,30,22,7,19,0,58,4,0,2,240,1.452,9.8,1.2,3.3,10.0,3.05,1,2017,MLB,TEX
Jose Leclerc,23,2,3,.400,3.94,47,0,15,0,0,2,45.2,23,21,20,4,40,1,60,3,0,5,200,1.380,4.5,0.8,7.9,11.8,1.50,1,2017,MLB,TEX
Jeremy Jeffress,29,1,2,.333,5.31,39,0,10,0,0,0,40.2,49,25,24,8,19,2,29,2,0,3,183,1.672,10.8,1.8,4.2,6.4,1.53,1,2017,MLB,TEX
Austin Bibens-Dirkx,32,5,2,.714,4.67,24,6,6,0,0,0,69.1,74,36,36,14,20,0,38,3,0,3,299,1.356,9.6,1.8,2.6,4.9,1.90,1,2017,MLB,TEX
Tyson Ross,30,3,3,.500,7.71,12,10,0,0,0,0,49.0,53,46,42,7,37,0,36,6,0,4,238,1.837,9.7,1.3,6.8,6.6,0.97,1,2017,MLB,TEX
Keone Kela,24,4,1,.800,2.79,39,0,13,0,0,2,38.2,18,12,12,4,17,1,51,1,1,1,151,0.905,4.2,0.9,4.0,11.9,3.00,1,2017,MLB,TEX
Miguel Gonzalez,33,1,3,.250,6.45,5,5,0,0,0,0,22.1,22,16,16,6,8,0,15,2,0,0,96,1.343,8.9,2.4,3.2,6.0,1.88,1,2017,MLB,TEX
