Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Justin Barnes,21,1,3,.250,8.27,4,3,0,0,0,0,16.1,22,15,15,1,5,0,12,2,0,1,75,1.653,12.1,0.6,2.8,6.6,2.40,0,2004,A,MIL
Simon Beresford,21,4,4,.500,4.50,38,5,14,0,0,1,92.0,84,50,46,9,50,0,87,4,0,8,406,1.457,8.2,0.9,4.9,8.5,1.74,0,2004,A,MIL
Chris Capuano*,25,0,0,,3.38,1,1,0,0,0,0,2.2,3,1,1,1,1,0,4,0,0,0,12,1.500,10.1,3.4,3.4,13.5,4.00,1,2004,A,MIL
Tim Dillard,20,2,5,.286,3.94,43,1,28,0,0,10,77.2,89,46,34,4,22,2,61,8,0,6,349,1.429,10.3,0.5,2.5,7.1,2.77,1,2004,A,MIL
Kenny Durost,22,7,7,.500,3.63,24,18,0,0,0,0,104.0,82,47,42,6,55,0,116,4,2,9,446,1.317,7.1,0.5,4.8,10.0,2.11,0,2004,A,MIL
Dana Eveland*,20,9,6,.600,2.84,22,16,4,1,0,2,117.1,108,48,37,8,24,0,119,4,0,2,479,1.125,8.3,0.6,1.8,9.1,4.96,1,2004,A,MIL
Yovani Gallardo,18,0,1,.000,12.27,2,2,0,0,0,0,7.1,12,10,10,2,4,0,8,0,0,3,34,2.182,14.7,2.5,4.9,9.8,2.00,1,2004,A,MIL
Dan Grybash,23,4,2,.667,4.98,40,0,19,0,0,2,72.1,75,46,40,7,52,0,55,9,0,11,351,1.756,9.3,0.9,6.5,6.8,1.06,0,2004,A,MIL
Tommy Hawk,19,0,2,.000,15.88,2,1,0,0,0,0,5.2,9,10,10,2,7,0,2,1,1,2,34,2.824,14.3,3.2,11.1,3.2,0.29,0,2004,A,MIL
Greg Kloosterman*,22,2,8,.200,7.57,19,14,3,0,0,0,63.0,77,60,53,15,42,0,57,2,0,12,296,1.889,11.0,2.1,6.0,8.1,1.36,0,2004,A,MIL
Daniel McKenna,23,1,0,1.000,8.00,11,0,2,0,0,0,18.0,18,18,16,7,13,0,13,1,0,2,86,1.722,9.0,3.5,6.5,6.5,1.00,0,2004,A,MIL
Brian Montalbo,22,6,6,.500,4.74,24,19,2,0,0,1,108.1,107,64,57,11,57,0,65,3,1,8,479,1.514,8.9,0.9,4.7,5.4,1.14,0,2004,A,MIL
Greg Moreira,21,8,8,.500,4.36,27,20,4,1,0,1,130.0,128,73,63,16,44,0,86,8,3,3,568,1.323,8.9,1.1,3.0,6.0,1.95,0,2004,A,MIL
Luis Pena,21,9,3,.750,3.92,21,16,1,0,0,0,98.2,101,50,43,7,35,0,76,0,2,7,421,1.378,9.2,0.6,3.2,6.9,2.17,0,2004,A,MIL
Brian Rauch,23,0,1,.000,4.50,1,0,0,0,0,0,2.0,3,2,1,0,1,0,2,0,0,0,10,2.000,13.5,0.0,4.5,9.0,2.00,0,2004,A,MIL
Kevin Rival,24,1,1,.500,2.81,13,0,7,0,0,2,25.2,17,9,8,1,10,0,28,1,0,2,106,1.052,6.0,0.4,3.5,9.8,2.80,0,2004,A,MIL
Vinny Rottino,24,0,0,,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,0.000,0.0,0.0,0.0,9.0,,1,2004,A,MIL
Ben Stanczyk,21,1,0,1.000,0.00,2,0,1,0,0,1,2.0,2,0,0,0,0,0,1,0,0,0,8,1.000,9.0,0.0,0.0,4.5,,0,2004,A,MIL
Mitch Stetter*,23,4,0,1.000,1.70,24,3,14,0,0,6,53.0,31,12,10,4,12,0,57,0,0,1,198,0.811,5.3,0.7,2.0,9.7,4.75,1,2004,A,MIL
Ty Taubenheim,21,5,3,.625,3.61,47,0,36,0,0,12,92.1,81,41,37,10,17,0,106,3,0,2,378,1.061,7.9,1.0,1.7,10.3,6.24,1,2004,A,MIL
Carlos Villanueva,20,8,8,.500,3.77,25,21,2,1,1,1,114.2,102,67,48,20,30,1,113,9,2,5,482,1.151,8.0,1.6,2.4,8.9,3.77,1,2004,A,MIL
