Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Elvin Beltre,24,0,0,,0.00,1,0,1,0,0,0,3.0,1,0,0,0,2,0,2,0,0,0,12,1.000,3.0,0.0,6.0,6.0,1.00,0,2004,A,CIN
Carlos Bohorquez,22,3,4,.429,4.82,25,0,10,0,0,1,37.1,39,23,20,4,26,3,42,2,1,9,179,1.741,9.4,1.0,6.3,10.1,1.62,0,2004,A,CIN
Anthony Boughner*,25,2,3,.400,3.25,7,6,0,0,0,0,36.0,33,18,13,5,8,0,23,1,0,1,147,1.139,8.3,1.3,2.0,5.8,2.88,0,2004,A,CIN
Troy Cairns,23,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,4,1.000,9.0,0.0,0.0,0.0,,0,2004,A,CIN
Kyle Edens,24,0,3,.000,2.36,15,4,9,0,0,2,42.0,34,14,11,4,11,0,30,3,0,3,166,1.071,7.3,0.9,2.4,6.4,2.73,0,2004,A,CIN
Philip Ellison,22,0,1,.000,18.00,2,0,0,0,0,0,3.0,8,9,6,1,5,0,3,0,0,3,22,4.333,24.0,3.0,15.0,9.0,0.60,0,2004,A,CIN
Alex Farfan,21,0,7,.000,5.65,22,3,5,0,0,0,51.0,48,38,32,5,33,0,40,3,0,17,241,1.588,8.5,0.9,5.8,7.1,1.21,0,2004,A,CIN
Rainer Feliz,21,0,2,.000,10.19,6,3,0,0,0,0,17.2,25,20,20,4,9,0,13,2,0,0,88,1.925,12.7,2.0,4.6,6.6,1.44,0,2004,A,CIN
Don Gemmell,24,1,0,1.000,10.80,5,0,3,0,0,0,5.0,7,7,6,1,2,0,5,1,0,0,25,1.800,12.6,1.8,3.6,9.0,2.50,0,2004,A,CIN
Brad George,22,2,1,.667,7.22,22,0,7,0,0,0,28.2,34,31,23,7,10,0,34,6,0,4,136,1.535,10.7,2.2,3.1,10.7,3.40,0,2004,A,CIN
Jon George,19,1,7,.125,5.56,18,12,5,0,0,1,66.1,81,54,41,8,15,0,43,2,0,6,296,1.447,11.0,1.1,2.0,5.8,2.87,0,2004,A,CIN
Justin Gillman,21,1,2,.333,9.00,11,6,1,0,0,0,31.0,41,34,31,5,25,0,26,9,0,4,165,2.129,11.9,1.5,7.3,7.5,1.04,0,2004,A,CIN
Jean Granado*,21,1,4,.200,4.53,13,8,3,0,0,2,49.2,52,30,25,5,14,0,44,7,5,4,226,1.329,9.4,0.9,2.5,8.0,3.14,0,2004,A,CIN
Carlos Guevara,22,3,4,.429,2.86,44,0,28,0,0,9,56.2,47,22,18,6,24,0,90,3,0,7,240,1.253,7.5,1.0,3.8,14.3,3.75,1,2004,A,CIN
Derek Hawk,21,0,3,.000,6.97,16,3,3,0,0,0,31.0,40,31,24,7,19,1,24,2,0,2,153,1.903,11.6,2.0,5.5,7.0,1.26,0,2004,A,CIN
Will Hudson,23,0,0,,2.25,3,0,3,0,0,0,4.0,3,1,1,1,1,0,5,0,0,0,16,1.000,6.8,2.3,2.3,11.3,5.00,0,2004,A,CIN
Frankie Keller*,24,0,5,.000,8.31,11,9,0,0,0,0,39.0,54,36,36,7,23,0,27,0,0,5,189,1.974,12.5,1.6,5.3,6.2,1.17,0,2004,A,CIN
Justin Knoff,23,1,1,.500,2.08,5,0,3,0,0,0,17.1,18,6,4,1,6,0,14,0,0,1,76,1.385,9.3,0.5,3.1,7.3,2.33,0,2004,A,CIN
Justin Mallett,22,4,5,.444,4.02,18,13,1,0,0,0,78.1,93,42,35,4,28,0,65,8,1,5,347,1.545,10.7,0.5,3.2,7.5,2.32,0,2004,A,CIN
