Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Alex Ahumada,19,111,430,390,45,108,22,2,0,35,4,7,25,91,.277,.330,.344,.674,134,9,8,3,4,0,,0
Chad Alevras,23,85,316,281,35,70,14,1,7,39,1,1,27,70,.249,.320,.381,.700,107,8,4,0,4,2,,0
Aaron Capista#,19,127,508,471,58,123,25,5,5,68,5,3,23,47,.261,.300,.367,.668,173,16,6,2,6,0,,0
Jorge DeLeon,23,50,205,185,23,49,8,1,2,19,4,0,15,19,.265,.317,.351,.668,65,4,0,3,2,0,,0
Mark Fischer,22,102,419,379,52,96,19,2,8,50,9,6,36,93,.253,.317,.377,.695,143,5,1,0,3,2,,0
Michael Gancasz,24,26,56,46,7,12,1,1,0,3,0,0,5,17,.261,.375,.326,.701,15,0,4,0,1,0,,0
Jess Graham*,22,113,480,414,73,108,22,5,8,61,10,4,50,96,.261,.356,.396,.752,164,13,12,2,2,1,,0
Danny Haas*,22,96,330,299,39,70,14,1,3,29,1,2,22,55,.234,.296,.318,.613,95,7,5,2,2,1,,0
Keith Habig,24,6,12,12,2,1,0,0,0,1,0,0,0,2,.083,.083,.083,.167,1,1,0,0,0,0,,0
Joe Hamilton*,23,63,238,203,36,55,12,0,9,34,3,1,28,68,.271,.362,.463,.825,94,6,2,3,2,0,,0
Shea Hillenbrand,22,129,531,498,80,174,33,4,19,93,13,7,19,49,.349,.383,.546,.929,272,11,10,1,3,2,,1
Marcus Howard,22,30,104,94,7,19,1,1,1,10,2,2,8,24,.202,.279,.266,.545,25,2,2,0,0,0,,0
Rontrez Johnson,21,85,382,306,65,83,15,5,5,32,24,8,66,46,.271,.402,.402,.804,123,4,4,1,5,0,,1
Jeff Keaveney,22,112,452,373,61,94,24,0,15,54,0,2,65,104,.252,.372,.437,.809,163,10,9,0,5,3,,0
Carlos Leon#,18,107,446,372,59,93,7,3,3,37,10,10,50,81,.250,.353,.309,.662,115,5,11,10,3,0,,0
Gary Locurto*,20,60,222,188,20,35,8,0,0,15,1,3,31,52,.186,.300,.229,.529,43,2,0,2,1,0,,0
Larry Marino,23,53,164,139,15,25,3,0,1,13,0,0,22,26,.180,.296,.223,.519,31,0,1,2,0,0,,0
Paul McDaniels*,21,12,35,29,4,5,1,0,0,1,2,0,4,11,.172,.286,.207,.493,6,1,1,0,1,0,,0
Jeff Uccello,24,21,46,41,4,9,3,0,0,1,3,2,3,6,.220,.289,.293,.582,12,0,1,1,0,0,,0
19 Players,21.2,140,5376,4720,685,1229,232,31,86,595,92,58,499,957,.260,.339,.377,.716,1781,104,81,32,44,11,,0
