Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Kyle Aselton*,21,1,4,.200,4.54,15,4,6,0,0,1,37.2,30,21,19,3,19,1,38,2,0,5,160,1.301,7.2,0.7,4.5,9.1,2.00,0,2004,Rookie,MIN
Jason Bowlin,21,1,3,.250,3.25,23,0,13,0,0,3,27.2,26,13,10,1,8,2,27,1,0,1,118,1.229,8.5,0.3,2.6,8.8,3.38,0,2004,Rookie,MIN
Kevin Culpepper*,22,0,3,.000,5.29,9,0,3,0,0,0,17.0,18,12,10,2,7,1,20,1,0,0,77,1.471,9.5,1.1,3.7,10.6,2.86,0,2004,Rookie,MIN
Steven Duguay,21,4,4,.500,3.36,12,11,0,0,0,0,56.1,55,28,21,5,11,0,70,6,0,1,230,1.172,8.8,0.8,1.8,11.2,6.36,0,2004,Rookie,MIN
Matt Fox,21,2,1,.667,5.40,8,5,0,0,0,0,26.2,27,18,16,6,8,0,32,0,0,4,111,1.313,9.1,2.0,2.7,10.8,4.00,1,2004,Rookie,MIN
Kris Lankford,21,0,0,,12.60,5,0,4,0,0,0,5.0,7,7,7,1,2,0,6,1,0,5,25,1.800,12.6,1.8,3.6,10.8,3.00,0,2004,Rookie,MIN
Chris Marini*,21,4,2,.667,2.91,11,8,0,0,0,0,52.2,55,24,17,6,8,0,52,6,0,6,226,1.196,9.4,1.0,1.4,8.9,6.50,0,2004,Rookie,MIN
Enrique Martinez*,20,1,0,1.000,4.22,9,2,0,0,0,0,21.1,14,10,10,2,13,0,19,2,0,5,92,1.266,5.9,0.8,5.5,8.0,1.46,0,2004,Rookie,MIN
J.P. Martinez,22,3,2,.600,3.80,22,1,3,0,0,1,42.2,42,27,18,5,19,2,49,3,0,7,193,1.430,8.9,1.1,4.0,10.3,2.58,0,2004,Rookie,MIN
Frank Mata,20,2,2,.500,3.73,26,1,23,0,0,12,31.1,22,15,13,1,6,0,39,2,2,3,124,0.894,6.3,0.3,1.7,11.2,6.50,1,2004,Rookie,MIN
Dennis Medina,21,2,1,.667,5.36,13,4,1,0,0,0,42.0,56,27,25,9,13,1,40,0,0,1,195,1.643,12.0,1.9,2.8,8.6,3.08,0,2004,Rookie,MIN
Evan Meek,21,1,2,.333,8.06,12,3,3,0,0,0,22.1,18,26,20,1,25,0,23,8,0,11,117,1.925,7.3,0.4,10.1,9.3,0.92,1,2004,Rookie,MIN
Jeff Mousser,22,2,0,1.000,4.63,18,0,8,0,0,1,23.1,25,12,12,3,11,0,22,1,1,2,107,1.543,9.6,1.2,4.2,8.5,2.00,0,2004,Rookie,MIN
Glen Perkins*,21,1,0,1.000,2.25,3,3,0,0,0,0,12.0,8,3,3,0,4,0,22,0,0,0,50,1.000,6.0,0.0,3.0,16.5,5.50,1,2004,Rookie,MIN
Jay Sawatski*,22,1,0,1.000,2.35,4,0,0,0,0,0,7.2,6,3,2,1,2,0,9,0,0,1,31,1.043,7.0,1.2,2.3,10.6,4.50,0,2004,Rookie,MIN
Dave Shinskie,20,7,3,.700,4.19,11,11,0,0,0,0,53.2,59,31,25,6,17,0,28,2,2,2,229,1.416,9.9,1.0,2.9,4.7,1.65,0,2004,Rookie,MIN
Alex Smit*,18,1,1,.500,2.54,6,5,0,0,0,0,28.1,25,9,8,0,10,0,43,1,1,2,117,1.235,7.9,0.0,3.2,13.7,4.30,0,2004,Rookie,MIN
Kyle Waldrop,18,2,0,1.000,3.24,4,4,0,0,0,0,25.0,21,10,9,1,3,0,25,1,0,0,100,0.960,7.6,0.4,1.1,9.0,8.33,1,2004,Rookie,MIN
John Williams*,22,3,1,.750,5.40,14,5,3,0,0,0,38.1,46,27,23,2,14,0,50,0,0,1,174,1.565,10.8,0.5,3.3,11.7,3.57,0,2004,Rookie,MIN
