Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Brian Bass,22,0,1,.000,2.55,5,5,0,0,0,0,17.2,17,6,5,0,3,0,23,1,0,2,73,1.132,8.7,0.0,1.5,11.7,7.67,1,2004,Rookie,KCR
Rusty Begnaud,23,4,3,.571,3.74,14,10,2,0,0,1,65.0,71,36,27,2,10,0,75,4,0,7,275,1.246,9.8,0.3,1.4,10.4,7.50,0,2004,Rookie,KCR
Josh Clow,21,1,1,.500,4.57,12,0,2,0,0,1,21.2,20,14,11,1,17,1,19,2,0,5,104,1.708,8.3,0.4,7.1,7.9,1.12,0,2004,Rookie,KCR
Drew Coffey*,18,1,0,1.000,1.71,13,0,4,0,0,0,26.1,16,7,5,0,11,0,26,1,1,7,106,1.025,5.5,0.0,3.8,8.9,2.36,0,2004,Rookie,KCR
Erik Cordier,18,2,4,.333,5.19,11,11,0,0,0,0,34.2,38,27,20,1,21,0,22,3,0,9,163,1.702,9.9,0.3,5.5,5.7,1.05,1,2004,Rookie,KCR
Yovany D'Amico,19,1,0,1.000,0.28,20,0,17,0,0,6,31.2,19,3,1,0,10,3,24,1,0,2,125,0.916,5.4,0.0,2.8,6.8,2.40,0,2004,Rookie,KCR
Jacob Eckley*,21,2,1,.667,3.68,8,0,3,0,0,0,14.2,18,8,6,2,6,2,14,0,0,0,68,1.636,11.0,1.2,3.7,8.6,2.33,0,2004,Rookie,KCR
Eliezer Garcia*,20,2,7,.222,3.94,19,0,11,0,0,3,32.0,31,16,14,3,6,3,24,2,0,2,134,1.156,8.7,0.8,1.7,6.8,4.00,0,2004,Rookie,KCR
Mitch Goins,21,2,0,1.000,4.36,13,9,1,0,0,0,53.2,60,38,26,4,17,0,44,5,1,5,239,1.435,10.1,0.7,2.9,7.4,2.59,0,2004,Rookie,KCR
Bruce McCleland,19,3,2,.600,3.15,11,4,0,0,0,0,34.1,37,17,12,2,8,1,22,0,2,2,145,1.311,9.7,0.5,2.1,5.8,2.75,0,2004,Rookie,KCR
Nate Moore,21,0,0,,0.00,3,0,2,0,0,1,3.0,1,0,0,0,0,0,3,0,0,0,10,0.333,3.0,0.0,0.0,9.0,,0,2004,Rookie,KCR
Angelo Morales,18,6,4,.600,3.96,14,10,2,0,0,0,61.1,76,34,27,2,9,0,45,5,0,7,272,1.386,11.2,0.3,1.3,6.6,5.00,0,2004,Rookie,KCR
Justin Nelson*,21,0,0,,2.84,6,1,1,0,0,1,12.2,10,4,4,0,5,0,6,1,0,1,53,1.184,7.1,0.0,3.6,4.3,1.20,0,2004,Rookie,KCR
Carlos Rosa,19,0,0,,4.91,4,4,0,0,0,0,11.0,14,6,6,1,9,0,8,1,2,2,53,2.091,11.5,0.8,7.4,6.5,0.89,1,2004,Rookie,KCR
Julio Rosario,22,3,2,.600,2.48,15,0,2,0,0,0,36.1,37,13,10,2,13,1,23,2,0,4,157,1.376,9.2,0.5,3.2,5.7,1.77,0,2004,Rookie,KCR
John Sokoll*,19,0,0,,9.39,16,2,5,0,0,0,15.1,22,21,16,0,16,0,14,1,0,7,84,2.478,12.9,0.0,9.4,8.2,0.88,0,2004,Rookie,KCR
Adam Tennyson,20,2,2,.500,3.96,15,0,4,0,0,0,25.0,22,11,11,0,21,1,22,1,0,1,118,1.720,7.9,0.0,7.6,7.9,1.05,0,2004,Rookie,KCR
