Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Justin Bass,23,99,363,337,45,87,17,2,14,57,8,4,17,89,.258,.307,.445,.752,150,7,7,1,1,0,,0
Jose Ceballos,20,11,30,25,4,5,1,0,1,4,0,0,1,7,.200,.300,.360,.660,9,0,3,0,1,0,,0
Terrence Dayleg,21,4,13,12,1,2,0,0,0,0,0,0,0,3,.167,.231,.167,.397,2,0,1,0,0,0,,0
Isaac Galloway,19,83,359,340,44,91,24,3,3,30,15,9,12,89,.268,.293,.382,.676,130,1,2,1,4,0,,1
Paul Gran,23,118,515,449,67,117,24,2,4,48,12,3,50,91,.261,.344,.350,.694,157,10,10,1,5,0,,0
Thomas Hickman*,21,28,109,90,14,29,9,1,7,19,2,2,17,27,.322,.440,.678,1.118,61,0,2,0,0,2,,0
Justin Jacobs,20,87,323,271,46,64,19,0,9,35,13,6,41,86,.236,.339,.406,.744,110,2,3,4,4,0,,0
Ryan Keedy*,23,47,185,168,30,51,12,1,8,40,3,0,14,28,.304,.359,.530,.888,89,6,1,1,1,1,,0
Torre Langley,21,67,247,229,16,51,6,0,4,25,2,1,11,38,.223,.261,.301,.563,69,4,2,2,3,0,,0
Ben Lasater,25,126,537,483,73,140,34,2,16,76,4,1,39,119,.290,.352,.468,.820,226,12,10,0,5,0,,0
Kevin Mattison*,23,95,408,360,61,90,15,1,15,47,41,6,32,81,.250,.323,.422,.746,152,0,9,3,4,1,,1
Emilio Ontiveros,24,73,246,216,26,46,11,0,1,20,0,0,16,40,.213,.296,.278,.574,60,11,10,3,1,0,,0
Michael Pasek,19,2,7,7,1,1,0,0,0,0,0,0,0,2,.143,.143,.143,.286,1,0,0,0,0,0,,0
Smelin Perez#,23,10,43,39,3,8,3,0,0,5,0,1,1,8,.205,.262,.282,.544,11,1,2,1,0,0,,0
Daniel Pertusati,19,123,492,446,59,112,22,3,4,38,9,6,34,77,.251,.316,.341,.656,152,9,8,4,0,0,,0
Kyle Skipworth*,19,70,286,264,28,55,14,1,7,37,1,2,18,91,.208,.263,.348,.612,92,4,2,1,1,1,,1
Jake Smolinski,20,77,322,279,50,79,25,0,7,31,2,5,38,45,.283,.379,.448,.827,125,1,5,0,0,0,,1
Joel Staples,22,33,116,91,12,18,0,1,0,10,4,2,17,18,.198,.353,.220,.573,20,3,6,0,2,0,,0
Jeremy Synan*,22,100,417,375,54,109,31,1,13,63,4,6,33,84,.291,.353,.483,.835,181,10,5,0,4,0,,0
Robert Taylor,23,22,75,66,11,14,2,0,2,12,1,0,6,22,.212,.293,.333,.627,22,0,2,0,1,1,,0
Brandon Turner*,22,41,158,132,17,37,4,0,2,16,0,1,23,22,.280,.395,.356,.751,47,3,2,1,0,0,,0
21 Players,21.7,140,5251,4679,662,1206,273,18,117,613,121,55,420,1067,.258,.329,.399,.727,1866,84,92,23,37,6,,0
