Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Yonder Alonso*,22,49,201,175,21,53,13,0,7,38,0,1,24,30,.303,.383,.497,.880,87,6,0,0,2,0,1
Jason Bour,22,44,168,156,13,41,8,0,2,13,1,0,8,45,.263,.305,.353,.658,55,2,2,1,1,0,0
Tony Brown*,21,12,41,37,3,7,1,0,1,4,1,0,2,9,.189,.244,.297,.541,11,0,1,0,1,0,0
Alex Buchholz,21,90,368,334,38,79,18,2,2,34,3,4,23,59,.237,.297,.320,.617,107,6,7,1,3,2,0
Shane Carlson,22,41,134,124,9,26,5,0,0,8,3,1,4,33,.210,.252,.250,.502,31,8,3,3,0,0,0
Stephen Chapman*,23,10,31,30,0,3,0,0,0,0,0,0,0,9,.100,.129,.100,.229,3,1,1,0,0,0,0
Kyle Day*,22,33,126,107,8,25,4,1,1,9,1,0,16,40,.234,.333,.318,.651,34,1,1,0,2,0,0
Kevyn Feiner,22,21,46,41,4,8,2,0,0,3,1,2,1,6,.195,.233,.244,.476,10,1,1,3,0,0,0
Didi Gregorius*,19,22,74,71,8,18,4,0,0,2,0,0,1,9,.254,.274,.310,.584,22,0,1,1,0,0,1
Jose Gualdron,21,36,112,108,7,25,4,1,2,10,0,1,2,16,.231,.241,.343,.584,37,3,0,0,2,0,0
Kel Jones*,23,8,27,23,2,3,0,0,0,3,1,0,1,6,.130,.154,.130,.284,3,1,0,1,2,0,0
Jake Kahaulelio,24,58,238,216,21,52,16,0,1,10,10,2,15,46,.241,.311,.329,.640,71,6,7,0,0,0,0
Carson Kainer,24,57,229,218,28,58,8,1,2,9,1,1,9,34,.266,.297,.339,.636,74,5,1,0,1,0,0
Mike Konstanty,23,5,16,15,2,1,1,0,0,0,0,0,1,5,.067,.125,.133,.258,2,1,0,0,0,0,0
Yen Wen Kuo*,20,1,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,1,0,0,0,0,0
Jake Long,23,18,54,48,4,7,3,0,0,1,0,0,4,17,.146,.208,.208,.416,10,0,0,1,1,0,0
Jason Louwsma,25,100,371,347,26,67,18,1,4,27,1,1,18,68,.193,.230,.285,.516,99,14,0,2,4,1,0
Chris McMurray,22,9,26,25,0,2,0,0,0,0,0,0,1,9,.080,.115,.080,.195,2,1,0,0,0,0,0
Devin Mesoraco,21,92,357,312,32,71,22,1,8,37,0,1,35,76,.228,.311,.381,.692,119,11,4,3,3,0,1
Kristopher Negron,23,8,29,24,6,5,0,0,1,2,3,1,5,8,.208,.345,.333,.678,8,0,0,0,0,0,1
Danny Perales*,24,20,68,63,7,13,4,1,1,13,1,0,1,9,.206,.206,.349,.555,22,1,0,0,4,0,0
Denis Phipps,23,134,540,493,51,118,32,5,10,55,18,8,31,108,.239,.288,.385,.673,190,8,5,5,6,0,1
Cody Puckett,22,5,21,18,1,1,0,0,0,1,1,0,2,4,.056,.143,.056,.198,1,1,0,0,1,1,0
Justin Reed*,21,124,542,478,60,106,13,9,2,26,21,10,55,130,.222,.306,.299,.605,143,4,3,6,0,0,0
Dave Sappelt,22,62,271,251,27,74,10,3,4,21,21,11,13,29,.295,.333,.406,.740,102,2,2,4,1,0,1
Neftali Soto,20,131,537,505,53,125,21,2,11,57,1,3,23,95,.248,.282,.362,.645,183,23,3,2,4,0,1
Justin Tordi,25,67,219,209,12,35,4,1,1,15,1,0,4,66,.167,.189,.211,.399,44,5,2,2,2,0,0
Joey Votto*,25,1,3,2,0,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,0,0,0,0,0,0,1
Jordan Wideman,20,14,49,44,3,11,2,0,0,3,0,0,5,16,.250,.327,.295,.622,13,1,0,0,0,0,0
