Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Alex Blackburn,17,18,69,57,5,11,3,1,1,8,0,0,10,9,.193,.309,.333,.642,19,0,0,1,1,0,0
Tommy Callen,22,50,237,182,44,47,4,1,2,25,5,3,39,39,.258,.421,.324,.745,59,3,12,4,0,0,0
Ron Davenport*,18,59,255,229,37,79,16,2,4,46,5,2,21,28,.345,.404,.485,.889,111,7,3,0,2,0,0
Morrin Davis,17,40,174,162,17,36,6,2,5,16,2,1,11,59,.222,.276,.377,.652,61,3,1,0,0,0,0
Armando Guerrero,22,62,248,224,30,58,14,6,5,25,6,4,20,51,.259,.331,.442,.773,99,2,4,0,0,0,0
Jeremy Johnson*,22,67,308,245,66,92,24,3,9,58,5,3,55,29,.376,.498,.608,1.107,149,8,6,1,1,3,0
Glynn Kimberley,18,26,96,83,13,19,4,0,1,13,0,0,9,32,.229,.323,.313,.636,26,2,3,0,1,0,0
Casey Martinez,22,9,32,25,5,7,3,0,1,3,0,0,6,7,.280,.438,.520,.958,13,1,1,0,0,0,0
Manny Mayorson,17,56,254,218,39,48,2,1,0,12,3,2,33,27,.220,.325,.239,.564,52,6,1,2,0,0,0
Miguel Negron*,17,53,218,190,26,44,5,0,0,13,5,3,23,39,.232,.324,.258,.582,49,2,3,2,0,3,0
Ubaldo Ramos,19,26,101,90,13,21,8,0,0,11,0,0,10,24,.233,.310,.322,.632,29,2,0,1,0,0,0
Jeremy Ridley#,22,3,10,7,3,2,1,0,0,1,0,0,3,2,.286,.500,.429,.929,3,0,0,0,0,0,0
Wade Rikert*,23,24,117,97,27,24,4,0,4,15,6,1,15,19,.247,.362,.412,.774,40,0,3,1,1,2,0
Willie Rivera*,18,39,152,124,22,34,3,1,0,8,0,0,24,29,.274,.392,.315,.706,39,2,0,4,0,0,0
Nom Siriveaw#,19,63,270,235,40,57,8,2,8,40,7,0,35,64,.243,.341,.396,.736,93,2,0,0,0,1,0
Aaron Sisk,21,59,257,218,32,56,10,2,13,50,4,0,34,56,.257,.362,.500,.862,109,7,3,0,2,1,0
Buster Small,22,38,153,131,13,29,0,0,0,6,2,1,14,23,.221,.309,.221,.530,29,2,3,4,1,0,0
Jose Umbria,22,14,66,55,11,19,2,0,3,14,0,0,11,10,.345,.455,.545,1.000,30,0,0,0,0,0,0
Stephen Wood,22,21,97,88,14,20,8,0,2,14,0,0,9,16,.227,.299,.386,.685,34,3,0,0,0,2,0
