Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Johe Acosta,18,31,117,107,7,17,1,0,0,8,1,0,7,28,.159,.216,.168,.384,18,1,1,1,1,0,0,2000,Rookie,PIT
Humberto Aliendo,19,54,222,203,33,55,15,1,6,38,6,3,17,41,.271,.329,.443,.772,90,8,1,0,1,0,0,2000,Rookie,PIT
Chris Bass,18,47,193,163,32,48,11,3,2,26,10,0,23,28,.294,.404,.436,.840,71,0,7,0,0,0,0,2000,Rookie,PIT
Vic Buttler*,19,4,16,15,1,2,0,0,0,1,0,1,1,0,.133,.188,.133,.321,2,0,0,0,0,0,0,2000,Rookie,PIT
Yoelmis Cabrera,18,40,162,141,32,38,6,3,2,19,12,3,18,23,.270,.352,.397,.749,56,1,1,0,2,0,0,2000,Rookie,PIT
Jorjanis Chourio,19,51,210,182,37,53,13,2,0,23,23,5,21,46,.291,.365,.385,.750,70,3,2,2,3,0,0,2000,Rookie,PIT
Alex Cruz,19,45,179,166,20,35,5,1,1,12,5,0,8,26,.211,.260,.271,.531,45,2,3,2,0,0,0,2000,Rookie,PIT
Miguel De La Cruz,20,16,53,49,7,12,1,0,1,5,3,1,4,9,.245,.302,.327,.628,16,0,0,0,0,0,0,2000,Rookie,PIT
Ryan Dorsey,18,38,138,120,14,29,11,1,4,28,1,1,13,46,.242,.314,.450,.764,54,2,1,1,3,0,0,2000,Rookie,PIT
Yorky Hernandez,19,16,61,55,7,12,4,1,1,7,0,0,5,10,.218,.295,.382,.677,21,0,1,0,0,0,0,2000,Rookie,PIT
Tristan Johnson,18,11,37,35,1,2,0,0,0,0,0,0,2,22,.057,.108,.057,.165,2,1,0,0,0,0,0,2000,Rookie,PIT
Dwayne Jones*,23,15,42,39,3,4,1,0,0,3,0,0,2,23,.103,.167,.128,.295,5,1,1,0,0,0,0,2000,Rookie,PIT
Marc Love*,20,33,119,108,11,26,4,0,0,11,5,1,6,28,.241,.299,.278,.577,30,2,3,2,0,0,0,2000,Rookie,PIT
Manny Mejia,21,34,130,114,18,39,8,2,2,9,1,3,13,23,.342,.415,.500,.915,57,3,2,0,1,0,0,2000,Rookie,PIT
Victor Ramos*,18,27,97,91,4,19,2,0,0,14,1,1,5,15,.209,.250,.231,.481,21,3,0,1,0,0,0,2000,Rookie,PIT
Cliff Riek,19,10,41,32,5,5,3,0,0,2,1,0,6,12,.156,.317,.250,.567,8,1,2,0,1,0,0,2000,Rookie,PIT
Carlos Rivera*,22,6,25,24,2,7,0,0,0,0,0,0,1,2,.292,.320,.292,.612,7,1,0,0,0,0,1,2000,Rookie,PIT
Travis Rush,18,4,11,10,0,2,0,0,0,0,2,0,0,0,.200,.273,.200,.473,2,0,1,0,0,0,0,2000,Rookie,PIT
Sean Smith,17,21,76,63,12,16,2,1,0,6,3,0,9,8,.254,.351,.317,.669,20,0,1,2,1,0,0,2000,Rookie,PIT
Ruddy Yan#,18,12,54,42,10,15,0,1,0,1,5,4,12,8,.357,.500,.405,.905,17,1,0,0,0,0,0,2000,Rookie,PIT
Walter Young*,20,45,182,162,32,48,11,1,10,34,3,2,8,29,.296,.357,.562,.919,91,2,9,0,3,1,1,2000,Rookie,PIT
Eddie Zosky,32,8,33,30,7,10,6,0,0,3,1,0,3,1,.333,.394,.533,.927,16,1,0,0,0,0,1,2000,Rookie,PIT
