Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Jason Belcher*,18,46,187,162,30,54,18,2,4,36,3,1,20,25,.333,.403,.543,.946,88,3,1,1,3,1,0,2000,Rookie,MIL
Paul Bell,20,39,149,140,14,32,3,0,0,4,3,3,6,24,.229,.275,.250,.525,35,2,3,0,0,0,0,2000,Rookie,MIL
Ashanti Davison,21,10,44,41,3,9,3,0,0,2,1,2,0,10,.220,.256,.293,.548,12,0,2,1,0,0,0,2000,Rookie,MIL
Camilo De La Paz,20,40,142,122,15,23,9,0,1,16,5,2,16,33,.189,.284,.287,.571,35,2,1,1,2,0,0,2000,Rookie,MIL
Nelson De Los Santos#,21,47,193,169,27,51,12,4,2,31,9,4,17,32,.302,.366,.456,.822,77,1,2,2,3,0,0,2000,Rookie,MIL
Anthony Forelli,23,18,69,63,9,16,1,0,4,11,2,0,5,20,.254,.319,.460,.779,29,1,1,0,0,0,0,2000,Rookie,MIL
Anulfo Geraldo,20,70,305,268,41,75,17,2,2,32,11,4,31,50,.280,.352,.381,.733,102,1,0,4,2,0,0,2000,Rookie,MIL
Brian Hicks*,18,60,244,213,41,47,8,1,2,23,10,6,24,65,.221,.306,.296,.602,63,2,3,2,2,0,0,2000,Rookie,MIL
Josh Lake,19,4,13,10,0,2,0,0,0,1,0,0,1,6,.200,.333,.200,.533,2,0,1,1,0,0,0,2000,Rookie,MIL
Del Matthews,22,38,123,100,10,17,3,0,0,4,4,3,19,30,.170,.317,.200,.517,20,5,3,0,1,0,0,2000,Rookie,MIL
Terry Mayo,18,58,215,184,22,44,13,0,5,21,10,3,24,84,.239,.344,.391,.735,72,1,6,0,1,0,0,2000,Rookie,MIL
Mario Mendez,18,5,16,14,2,6,1,0,0,3,2,0,2,3,.429,.500,.500,1.000,7,0,0,0,0,0,0,2000,Rookie,MIL
Pastor Mendez,20,3,3,3,0,1,1,0,0,2,0,0,0,1,.333,.333,.667,1.000,2,1,0,0,0,0,0,2000,Rookie,MIL
Luis Palomares,21,8,29,26,2,5,0,0,0,2,0,0,2,7,.192,.276,.192,.468,5,0,1,0,0,0,0,2000,Rookie,MIL
Chris Schilling,19,8,23,21,1,2,1,0,0,1,0,0,2,9,.095,.174,.143,.317,3,1,0,0,0,0,0,2000,Rookie,MIL
Carlos Soriano,21,37,130,123,16,21,4,1,2,12,7,2,5,43,.171,.208,.268,.476,33,3,1,0,1,0,0,2000,Rookie,MIL
Zach Thompson*,18,43,126,103,11,17,3,2,0,7,1,5,17,44,.165,.317,.233,.550,24,1,6,0,0,0,0,2000,Rookie,MIL
Matt Tindell,20,44,145,135,9,27,4,0,0,7,3,6,9,35,.200,.255,.230,.485,31,4,1,0,0,0,0,2000,Rookie,MIL
Armando Villero*,23,54,224,196,32,60,8,0,2,18,16,1,22,26,.306,.393,.378,.770,74,8,6,0,0,0,0,2000,Rookie,MIL
Jude Voltz*,22,67,285,242,47,69,12,6,12,53,11,3,39,66,.285,.382,.533,.916,129,4,1,0,3,1,0,2000,Rookie,MIL
Tom Warren,20,1,4,3,1,1,0,0,0,0,0,0,0,2,.333,.333,.333,.667,1,0,0,1,0,0,0,2000,Rookie,MIL
Todd West,21,57,250,207,44,56,6,0,0,12,7,6,28,29,.271,.376,.300,.676,62,1,7,8,0,0,0,2000,Rookie,MIL
