Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Erold Andrus#,19,137,603,553,83,161,34,1,12,74,14,5,38,86,.291,.338,.421,.759,233,10,3,5,4,2,,0
Edwin Cabrera#,20,8,20,18,1,3,1,0,0,3,1,0,1,7,.167,.211,.222,.433,4,0,0,1,0,0,,0
Melky Cabrera#,19,42,188,171,35,57,16,3,0,16,7,2,15,23,.333,.383,.462,.845,79,2,0,0,2,0,,1
Matt Carson,22,95,414,381,59,116,23,2,12,58,21,7,22,78,.304,.355,.470,.825,179,4,9,0,2,0,,1
J.E. Cruz,22,83,310,264,40,61,9,1,8,26,13,5,30,68,.231,.329,.364,.693,96,0,9,6,1,0,,0
Eric Duncan*,19,78,333,288,52,75,23,2,12,57,7,1,38,84,.260,.351,.479,.831,138,2,4,0,3,0,,0
Edwar Gonzalez,21,14,30,28,4,6,2,1,0,4,0,2,1,10,.214,.267,.357,.624,10,0,1,0,0,0,,0
Estee Harris*,19,57,220,192,17,41,8,2,3,20,5,1,21,82,.214,.305,.323,.627,62,2,5,0,2,1,,0
Bryce Kartler*,24,92,377,329,51,83,13,2,11,43,12,6,36,81,.252,.335,.404,.739,133,1,6,4,2,0,,0
Hector Made,19,128,561,515,68,149,30,1,5,52,12,10,33,76,.289,.336,.381,.717,196,9,5,5,3,0,,0
Luis Robles,22,33,99,92,8,18,8,0,1,11,0,0,4,12,.196,.227,.315,.542,29,5,0,2,1,0,,0
Brito Rodriguez,20,70,232,219,29,65,14,1,5,30,4,2,6,57,.297,.316,.438,.754,96,8,1,4,2,0,,0
Tom Rojas,22,79,286,250,31,68,15,0,6,50,1,2,21,68,.272,.345,.404,.749,101,12,9,2,4,0,,0
Omir Santos,23,56,184,171,21,41,7,0,2,16,4,0,7,27,.240,.277,.316,.593,54,2,3,0,3,0,,1
Jared Treadway,24,19,39,37,3,7,0,2,1,3,0,1,1,19,.189,.205,.378,.584,14,0,0,0,1,0,,0
John Urick*,22,118,456,397,61,112,29,0,15,65,1,4,52,85,.282,.368,.469,.837,186,15,4,0,3,3,,0
Jason Van Meetren,24,58,227,196,36,56,8,0,2,30,1,6,25,46,.286,.367,.357,.724,70,2,2,1,3,1,,0
Willie Vasquez#,20,108,421,362,50,88,22,1,8,44,2,6,46,96,.243,.332,.376,.707,136,9,4,5,4,2,,0
Robert Villanova*,21,5,12,9,1,1,0,0,0,1,0,0,2,1,.111,.273,.111,.384,1,1,0,1,0,0,,0
Bill Villanueva,25,2,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Nick Walsh*,24,54,244,196,33,62,7,0,0,22,7,5,37,22,.316,.433,.352,.785,69,3,4,6,1,1,,0
21 Players,21.0,139,5258,4670,683,1270,269,19,103,625,112,65,436,1029,.272,.340,.404,.744,1886,87,69,42,41,10,,0
