Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Jerome Alviso#,27,17,59,51,5,7,1,0,0,1,2,0,3,11,.137,.241,.157,.398,8,0,4,1,0,0,,0
Fletcher Bates#,29,24,79,74,7,16,7,1,0,10,1,0,4,15,.216,.256,.338,.594,25,0,0,1,0,0,,0
Larry Bigbie*,25,30,133,117,23,41,14,4,3,21,0,0,14,31,.350,.421,.615,1.036,72,1,1,0,1,0,,1
Napoleon Calzado,26,51,212,196,30,61,7,4,0,15,9,3,14,30,.311,.363,.388,.751,76,1,2,0,0,0,,1
Raul Casanova#,30,26,104,91,12,26,5,0,3,14,0,0,10,15,.286,.365,.440,.805,40,4,2,0,1,2,,1
Jack Cust*,24,97,415,333,55,95,18,1,9,58,5,2,80,94,.285,.422,.426,.848,142,9,0,0,2,1,,1
Felix Escalona,24,9,33,30,5,7,2,0,0,5,2,0,1,5,.233,.303,.300,.603,9,0,2,0,0,0,,1
Eddy Garabito#,26,114,503,459,62,129,28,5,3,56,14,8,31,70,.281,.327,.383,.710,176,8,2,7,4,1,,1
Geronimo Gil,27,36,148,134,15,47,10,0,1,17,0,3,7,28,.351,.386,.448,.834,60,2,2,3,2,0,,1
Joey Hammond,25,103,400,348,43,95,11,7,0,32,2,1,44,60,.273,.354,.345,.699,120,8,1,5,2,0,,0
Chris Lemonis*,29,60,214,188,28,44,10,0,2,34,1,2,17,47,.234,.303,.319,.622,60,5,3,3,3,2,,0
Jose Leon,26,79,331,309,33,82,19,2,4,39,1,1,15,47,.265,.305,.379,.684,117,12,4,0,3,2,,1
B.J. Littleton#,23,29,126,119,12,30,6,0,0,15,3,3,5,23,.252,.282,.303,.585,36,0,0,2,0,0,,0
Steve Lomasney,25,81,289,253,28,61,10,2,0,19,2,1,28,93,.241,.322,.296,.618,75,7,2,6,0,0,,1
Luis Lopez#,32,52,203,186,23,49,6,0,5,32,1,1,6,24,.263,.299,.376,.675,70,3,5,2,4,0,,1
Robert Machado,30,59,242,221,30,74,17,0,8,38,0,0,17,36,.335,.390,.520,.910,115,6,3,1,0,2,,1
Luis Matos,24,45,194,175,28,53,16,4,1,25,6,1,13,34,.303,.347,.457,.804,80,8,1,1,4,1,,1
Darnell McDonald,24,40,172,152,19,45,7,1,0,20,5,7,18,27,.296,.374,.355,.730,54,3,1,1,0,0,,1
Carlos Mendez,29,61,261,248,32,86,18,4,4,42,1,2,11,28,.347,.375,.500,.875,124,7,1,0,1,5,,1
Izzy Molina,32,3,9,9,0,0,0,0,0,0,0,0,0,6,.000,.000,.000,.000,0,0,0,0,0,0,,1
Santiago Perez#,27,13,39,35,4,9,2,0,0,1,2,2,4,9,.257,.333,.314,.648,11,1,0,0,0,0,,1
Hugh Quattlebaum,25,3,9,8,0,2,1,0,0,0,0,0,0,2,.250,.333,.375,.708,3,0,1,0,0,0,,0
Tim Raines Jr.,23,52,237,214,37,64,11,5,3,23,23,9,19,37,.299,.357,.439,.797,94,3,1,2,1,0,,1
Brian Rios,28,21,70,65,3,13,3,1,1,8,0,0,2,10,.200,.229,.323,.552,21,2,1,0,2,0,,0
Ruben Rivera,29,14,54,48,12,20,3,2,2,7,2,0,4,12,.417,.481,.688,1.169,33,1,2,0,0,0,,1
Brian Roberts#,25,44,211,178,36,56,13,1,0,15,19,6,27,12,.315,.401,.399,.800,71,3,0,4,2,1,,1
Rob Sasser,28,53,192,175,21,33,11,0,1,19,3,0,10,30,.189,.230,.269,.499,47,6,1,1,5,0,,1
Mike Seestedt,25,4,9,8,1,1,0,0,0,0,0,0,1,0,.125,.222,.125,.347,1,2,0,0,0,0,,0
Pedro Swann*,32,121,458,418,62,117,21,2,10,53,4,6,35,73,.280,.338,.411,.749,172,17,2,2,1,3,,1
29 Players,26.8,144,5406,4842,666,1363,277,46,60,619,108,58,440,909,.281,.344,.395,.739,1912,119,44,42,38,20,,0
