Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Marlon Byrd,25,1,4,4,1,3,1,0,0,0,0,0,0,1,.750,.750,1.000,1.750,4,0,0,0,0,0,,1
Jose Cabrera,31,25,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,1
Juan Camilo*,27,5,19,18,7,6,2,0,0,0,0,0,1,3,.333,.368,.444,.813,8,0,0,0,0,0,,0
Uriel Casillas,27,13,47,41,4,13,4,0,0,3,0,0,5,3,.317,.404,.415,.819,17,2,1,0,0,0,,0
Travis Chapman,25,134,543,478,62,130,36,0,12,82,2,2,44,97,.272,.348,.423,.771,202,12,15,0,6,1,,1
McKay Christensen*,27,47,200,181,26,43,10,1,4,13,7,2,14,48,.238,.294,.370,.665,67,2,1,3,1,0,,1
Jim Crowell*,29,54,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,0,0,0,0,,1
Brandon Duckworth,27,3,3,2,0,1,0,0,0,1,0,0,0,0,.500,.500,.500,1.000,1,0,0,1,0,0,,1
Dave Francia*,28,9,18,18,2,2,0,0,0,1,1,0,0,4,.111,.111,.111,.222,2,0,0,0,0,0,,0
Geoff Geary,26,46,5,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,1,0,0,,1
Josh Hancock,25,28,16,15,0,0,0,0,0,0,0,0,0,9,.000,.000,.000,.000,0,0,0,1,0,0,,1
Cary Hiles,27,14,3,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,1,0,0,,0
Brian Hitchcox*,24,15,45,45,2,10,1,0,1,2,0,1,0,3,.222,.222,.311,.533,14,1,0,0,0,0,,0
Dave Hollins#,37,29,113,98,12,20,2,2,2,12,1,0,11,16,.204,.301,.327,.627,32,2,3,0,1,0,,1
Tyler Houston*,32,6,24,23,2,4,1,1,0,0,0,0,1,1,.174,.208,.304,.513,7,0,0,0,0,0,,1
Eric Junge,26,10,4,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,1,0,0,,1
Jason Knupfer,28,111,452,398,49,85,20,0,2,21,13,1,46,89,.214,.298,.279,.576,111,5,2,5,1,0,,0
Greg Kubes,26,37,5,5,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,0,0,0,0,0,0,,0
Jesse Levis*,35,79,290,265,26,74,16,0,0,30,1,0,18,18,.279,.328,.340,.667,90,12,2,3,2,4,,1
Garry Maddox*,28,18,59,56,4,12,3,0,0,8,0,1,1,12,.214,.237,.268,.505,15,0,1,0,1,0,,0
Ryan Madson*,22,26,16,13,1,6,0,0,0,2,0,0,2,4,.462,.533,.462,.995,6,0,0,1,0,0,,1
Wendell Magee,30,25,105,93,11,31,8,1,1,12,1,3,8,16,.333,.390,.473,.864,44,5,2,0,2,1,,1
Hector Mercado*,29,14,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,1
Damon Minor*,29,91,367,328,45,76,17,1,16,65,1,2,27,60,.232,.305,.436,.741,143,10,9,0,3,3,,1
Lyle Mouton,34,10,38,31,3,9,2,0,0,4,1,0,6,8,.290,.395,.355,.750,11,1,0,0,1,0,,1
Aaron Myette,25,11,5,5,0,2,0,0,0,2,0,0,0,2,.400,.400,.400,.800,2,0,0,0,0,0,,1
Josue Perez#,25,32,133,123,6,27,5,0,0,8,2,5,7,31,.220,.265,.260,.525,32,1,1,1,1,0,,0
Ken Pumphrey,26,17,7,6,1,2,1,0,0,0,0,0,0,2,.333,.333,.500,.833,3,0,0,1,0,0,,0
Nick Punto#,25,25,121,111,19,35,7,1,0,9,7,1,7,13,.315,.353,.396,.749,44,0,0,2,1,0,,1
J.P. Roberge,30,101,370,338,40,90,22,2,4,35,3,0,23,55,.266,.320,.379,.698,128,10,5,1,3,3,,0
Jeremy Salazar,27,71,253,231,16,42,7,0,3,25,0,0,15,51,.182,.232,.251,.483,58,5,1,3,3,1,,0
Julio Santana,30,19,3,3,1,2,1,0,0,1,0,0,0,0,.667,.667,1.000,1.667,3,0,0,0,0,0,,1
Kevin Sefcik,32,133,542,492,75,138,32,4,10,66,10,4,40,47,.280,.333,.423,.755,208,13,2,1,7,0,,1
Brian Simmons#,29,42,185,178,26,49,9,1,5,13,2,2,7,45,.275,.303,.421,.724,75,6,0,0,0,1,,1
Juan Sosa,27,91,316,298,30,75,11,1,3,26,10,2,12,39,.252,.283,.326,.609,97,6,2,2,2,0,,1
Amaury Telemaco,29,25,15,13,1,2,1,0,0,1,0,0,1,6,.154,.214,.231,.445,3,0,0,1,0,0,,1
Chase Utley*,24,113,490,431,80,139,26,2,18,77,10,4,41,75,.323,.390,.517,.907,223,3,11,0,7,6,,1
Eric Valent*,26,134,520,450,62,98,27,2,12,51,0,0,60,102,.218,.308,.367,.675,165,5,1,4,5,5,,1
38 Players,28.1,143,5340,4803,614,1226,272,19,93,570,72,30,398,868,.255,.317,.378,.695,1815,101,59,33,47,25,,0
