Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Danny Ardoin,33,29,114,99,14,30,6,0,4,16,0,0,8,24,.303,.369,.485,.854,48,1,3,3,1,0,,1
Gary Bennett,36,3,9,5,1,2,0,0,0,1,0,0,4,0,.400,.667,.400,1.067,2,1,0,0,0,0,,1
Angel Chavez,26,117,501,463,68,135,31,0,10,68,5,3,27,54,.292,.335,.423,.758,196,12,4,5,2,0,,1
Eric Cyr,29,8,7,6,1,2,1,0,0,2,0,0,0,3,.333,.333,.500,.833,3,0,0,1,0,0,,1
Blake DeWitt*,22,27,124,111,16,34,4,2,4,18,1,0,10,14,.306,.366,.486,.852,54,4,1,1,1,0,,1
Eric DuBose*,32,2,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,1
A.J. Ellis,27,84,337,274,44,88,17,4,4,59,0,2,50,44,.321,.436,.456,.892,125,8,8,2,3,0,,1
Griff Erickson#,20,1,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,,0
Brian Falkenborg,30,32,1,1,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,1
Francisco Felix,24,15,5,4,0,0,0,0,0,1,0,0,0,2,.000,.000,.000,.000,0,0,0,0,1,0,,0
Rafael Furcal#,30,1,3,3,0,1,1,0,0,1,0,0,0,0,.333,.333,.667,1.000,2,0,0,0,0,0,,1
Sergio Garcia,28,28,103,90,14,26,4,2,0,15,1,0,12,8,.289,.379,.378,.756,34,5,1,0,0,0,,0
Nomar Garciaparra,34,7,23,20,4,9,1,0,1,4,0,0,3,2,.450,.522,.650,1.172,13,1,0,0,0,0,,1
Garett Green,23,1,5,4,0,0,0,0,0,1,0,0,0,1,.000,.000,.000,.000,0,0,0,0,1,0,,0
John-Ford Griffin*,28,94,363,319,56,99,19,4,14,67,1,1,36,60,.310,.386,.527,.912,168,7,5,0,3,2,,1
Kelley Gulledge,29,7,20,18,1,0,0,0,0,1,0,0,2,8,.000,.100,.000,.100,0,1,0,0,0,0,,0
Kevin Howard*,27,60,211,179,19,46,11,0,3,27,1,4,29,23,.257,.361,.369,.729,66,6,0,3,0,1,,0
Chin-lung Hu,24,41,168,156,21,46,5,3,1,15,2,0,7,19,.295,.323,.385,.708,60,10,0,4,1,1,,1
Greg Jacobs*,31,15,31,26,7,9,1,0,0,2,0,0,4,5,.346,.419,.385,.804,10,1,0,0,1,0,,0
Jason Johnson,34,20,37,37,6,8,2,0,0,1,0,0,0,15,.216,.216,.270,.486,10,0,0,0,0,0,,1
Andruw Jones,31,11,36,31,7,10,0,0,4,11,2,0,3,5,.323,.361,.710,1.071,22,2,0,0,2,0,,1
Greg Jones,31,28,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,1
Mitch Jones,30,54,225,200,38,55,14,1,16,45,4,0,20,55,.275,.347,.595,.942,119,3,3,0,2,0,,1
Mike Koplove,31,41,6,4,1,1,0,0,1,3,0,1,0,2,.250,.250,1.000,1.250,4,0,0,2,0,0,,1
B.J. LaMura,27,14,8,7,2,4,0,0,0,1,0,0,0,0,.571,.571,.571,1.143,4,0,0,1,0,0,,0
Andy LaRoche,24,39,166,123,35,36,3,0,5,28,2,1,37,14,.293,.452,.439,.891,54,7,2,0,4,1,,1
John Lindsey,31,133,563,481,85,152,36,1,26,100,0,0,63,82,.316,.407,.557,.964,268,19,14,0,5,2,,1
Francisco Lizarraga,22,16,52,42,7,13,3,0,0,6,0,0,8,11,.310,.420,.381,.801,16,1,0,2,0,0,,0
George Lombard*,32,13,51,43,6,7,2,0,1,4,2,1,7,14,.163,.294,.279,.573,12,0,1,0,0,0,,1
Ramon Martinez,35,28,115,101,15,29,7,0,2,13,0,0,9,6,.287,.351,.416,.767,42,5,2,1,2,0,,1
Luis Maza,28,63,273,238,51,90,11,5,2,29,1,2,31,30,.378,.450,.492,.942,117,7,1,2,1,1,,1
James McDonald*,23,5,8,6,0,0,0,0,0,0,0,0,1,5,.000,.143,.000,.143,0,0,0,1,0,0,,1
Jon Meloan,23,21,27,24,1,4,1,0,0,2,0,0,0,15,.167,.167,.208,.375,5,0,0,3,0,0,,1
Greg Miller*,23,48,4,4,1,2,0,0,0,1,0,0,0,2,.500,.500,.500,1.000,2,0,0,0,0,0,,0
Justin Orenduff,25,31,22,22,0,3,0,0,0,0,0,0,0,10,.136,.136,.136,.273,3,1,0,0,0,0,,0
Xavier Paul*,23,115,506,443,82,140,28,5,9,68,17,7,43,96,.316,.378,.463,.841,205,9,5,9,6,2,,1
Juan Pierre*,30,2,8,6,2,3,1,0,0,0,0,0,2,1,.500,.625,.667,1.292,4,1,0,0,0,0,,1
Miguel Pinango,25,27,31,22,2,1,0,0,0,0,0,0,3,6,.045,.160,.045,.205,1,0,0,6,0,0,,0
Dwayne Pollok,27,40,24,21,2,4,2,0,0,1,0,0,1,8,.190,.227,.286,.513,6,0,0,2,0,0,,0
Lyndon Poole,21,1,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,0,0,0,,0
Scott Proctor,31,2,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,1
Jason Repko,27,121,535,459,89,130,26,7,12,50,20,6,50,108,.283,.373,.449,.822,206,6,18,4,4,2,,1
Matt Riley*,28,25,4,3,1,0,0,0,0,0,0,0,1,2,.000,.250,.000,.250,0,0,0,0,0,0,,1
Rene Rivera,24,37,131,118,12,32,7,0,4,12,0,1,11,20,.271,.336,.432,.768,51,3,1,0,1,0,,1
Wilkin Ruan,29,86,226,211,28,72,8,5,0,17,4,3,8,20,.341,.365,.427,.791,90,7,1,4,2,1,,1
