Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Dee Brown*,30,130,558,485,70,128,32,0,12,74,10,2,61,66,.264,.349,.404,.754,196,15,6,0,6,1,,1
Matthew Brown,25,97,437,400,75,128,33,4,21,67,4,2,32,80,.320,.373,.580,.953,232,7,3,0,2,1,,1
Ryan Budde,28,48,186,173,16,35,8,2,2,23,3,0,10,47,.202,.258,.306,.564,53,3,3,0,0,1,,1
Brad Coon*,25,85,396,337,73,103,9,2,4,30,17,10,47,52,.306,.406,.380,.786,128,3,10,2,0,0,,0
Jordan Czarniecki,27,32,123,111,13,28,5,2,3,10,1,0,6,19,.252,.308,.414,.723,46,3,3,3,0,0,,0
Tim Duff,27,30,104,97,9,19,4,0,0,8,0,0,6,25,.196,.250,.237,.487,23,1,1,0,0,0,,0
Terry Evans,26,46,200,174,31,47,12,0,4,21,6,5,20,60,.270,.345,.408,.753,71,4,2,0,4,1,,1
Chone Figgins#,30,3,12,10,2,2,0,0,0,0,0,0,2,3,.200,.333,.200,.533,2,0,0,0,0,0,,1
Larry Infante*,23,3,10,10,0,1,0,0,0,1,0,0,0,2,.100,.100,.100,.200,1,1,0,0,0,0,,0
Ben Johnson#,26,22,74,71,9,16,2,0,3,13,0,0,1,7,.225,.243,.380,.624,27,3,1,0,1,0,,0
Howie Kendrick,24,2,5,5,0,1,0,0,0,1,0,0,0,1,.200,.200,.200,.400,1,0,0,0,0,0,,1
Kendrys Morales#,25,78,340,317,46,108,19,0,15,64,1,3,19,43,.341,.376,.543,.919,172,9,1,0,3,3,,1
Adam Morrissey,27,32,117,107,14,32,7,0,5,15,1,0,10,23,.299,.359,.505,.864,54,3,0,0,0,0,,0
Gary Patchett,29,95,362,318,30,76,11,2,4,35,2,3,29,81,.239,.308,.324,.632,103,6,4,8,3,0,,0
Adam Pavkovich,26,121,500,450,76,126,25,4,22,80,8,3,38,107,.280,.340,.500,.840,225,5,5,3,4,1,,0
Sean Rodriguez,23,66,289,248,68,76,19,1,21,52,4,1,29,45,.306,.397,.645,1.042,160,4,9,2,1,0,,1
Alberto Rosario,21,1,3,3,1,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,1,0,0,0,0,0,,1
Freddy Sandoval#,25,131,587,525,92,176,45,2,15,88,6,3,47,74,.335,.389,.514,.904,270,20,4,4,7,3,,1
Coby Smith,27,42,141,123,12,24,3,1,0,8,3,1,13,21,.195,.286,.236,.521,29,1,3,1,1,0,,0
Corey Smith,26,7,25,23,1,4,0,0,1,2,0,0,2,8,.174,.240,.304,.544,7,2,0,0,0,1,,0
Derrick Thomas*,25,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Chris Walker#,27,78,345,319,45,82,11,6,1,27,14,10,17,58,.257,.294,.339,.633,108,2,1,5,3,1,,0
Reggie Willits#,27,10,43,37,7,14,2,1,0,4,1,1,5,6,.378,.452,.486,.939,18,0,0,1,0,0,,1
Bobby Wilson,25,72,298,260,33,81,20,0,4,45,0,0,29,45,.312,.386,.435,.821,113,5,4,3,2,1,,1
Flint Wipke,25,5,15,13,3,1,0,0,0,0,1,0,2,7,.077,.200,.077,.277,1,1,0,0,0,0,,0
Brandon Wood,23,103,448,395,82,117,21,2,31,84,6,5,45,104,.296,.375,.595,.970,235,9,6,0,2,1,,1
26 Players,26.1,144,5619,5012,808,1426,288,29,168,752,88,49,470,984,.285,.351,.454,.805,2276,107,66,32,39,15,,0
