Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Michel Abreu,29,120,472,425,62,121,24,0,15,66,1,0,38,59,.285,.343,.447,.790,190,23,3,0,6,1,,0
Chris Aguila,29,116,479,420,74,124,20,2,29,73,13,4,53,102,.295,.378,.560,.937,235,11,4,0,2,2,,1
Luis Alen,23,1,5,5,1,3,1,0,1,2,0,0,0,0,.600,.600,1.400,2.000,7,1,0,0,0,0,,0
Tony Armas,30,17,24,22,1,1,0,0,0,1,0,0,0,12,.045,.043,.045,.089,1,0,0,1,1,0,,1
Adam Bostick*,25,11,14,13,0,1,0,0,0,1,0,0,0,4,.077,.077,.077,.154,1,2,0,1,0,0,,0
Eude Brito*,29,18,4,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,2,0,0,,1
Eddie Camacho*,25,14,1,1,0,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000,2,0,0,0,0,0,,0
Robinson Cancel,32,15,59,52,8,18,4,1,1,8,1,0,4,5,.346,.397,.519,.916,27,6,1,1,1,0,,1
Raul Casanova#,35,44,168,156,18,46,12,0,4,23,0,0,11,29,.295,.345,.449,.794,70,4,1,0,0,0,,1
Ryan Church*,29,2,6,5,0,1,1,0,0,1,0,0,1,1,.200,.333,.400,.733,2,0,0,0,0,0,,1
Brady Clark,35,6,26,23,3,7,1,0,0,1,0,0,3,1,.304,.385,.348,.732,8,1,0,0,0,0,,1
Willie Collazo*,28,37,29,24,0,1,1,0,0,1,0,0,1,9,.042,.080,.083,.163,2,0,0,4,0,0,,1
Jose Diaz,28,12,6,6,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,0,0,0,0,0,0,,1
Jesus Feliciano*,29,139,567,509,70,157,21,4,3,55,12,14,41,57,.308,.366,.383,.749,195,17,8,4,5,3,,1
Nelson Figueroa#,34,20,31,26,2,3,0,0,0,2,0,0,1,7,.115,.148,.115,.264,3,0,0,4,0,0,,1
Raul Gonzalez,34,17,64,61,5,17,4,0,1,8,0,0,3,9,.279,.313,.393,.706,24,1,0,0,0,0,,1
Andy Green,30,52,226,178,35,59,10,2,8,28,3,1,38,36,.331,.448,.545,.993,97,1,3,3,4,0,,1
Anderson Hernandez#,25,125,523,479,57,97,21,7,5,36,11,8,38,95,.203,.262,.307,.568,147,12,1,3,2,1,,1
Casey Hoorelbeke,28,2,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Brandon Knight*,32,12,11,10,0,1,1,0,0,2,0,0,0,4,.100,.100,.200,.300,2,1,0,1,0,0,,1
Ruddy Lugo,28,24,36,33,5,6,2,0,1,6,0,0,1,12,.182,.206,.333,.539,11,2,0,2,0,0,,1
Anderson Machado#,27,76,253,212,27,48,12,2,4,21,3,0,35,49,.226,.333,.358,.692,76,2,0,4,2,0,,1
Ivan Maldonado,28,47,2,2,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Ramon Martinez,35,25,102,86,8,25,1,0,0,5,1,1,12,11,.291,.376,.302,.679,26,3,1,1,2,1,,1
Tim McNab,28,50,6,4,0,0,0,0,0,0,0,0,0,2,.000,.200,.000,.200,0,0,1,1,0,0,,0
Victor Mendez#,28,51,121,105,10,25,2,0,2,10,1,1,14,24,.238,.325,.314,.639,33,1,0,1,1,0,,0
Gustavo Molina,26,74,250,228,22,47,7,0,7,27,0,0,16,56,.206,.272,.329,.601,75,10,5,0,1,0,,1
Carlos Muniz,27,33,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,1
Daniel Murphy*,23,1,5,4,2,1,0,0,0,0,0,0,1,0,.250,.400,.250,.650,1,1,0,0,0,0,,1
Mike Nickeas,25,54,184,163,16,35,9,0,2,17,0,1,14,42,.215,.275,.307,.581,50,7,1,2,4,1,,1
Jon Niese*,21,7,16,12,1,2,0,0,0,1,0,0,1,1,.167,.286,.167,.452,2,1,1,2,0,0,,1
Trot Nixon*,34,10,49,41,9,12,1,0,4,13,1,0,8,9,.293,.408,.610,1.018,25,1,0,0,0,0,,1
Abraham Nunez#,32,72,265,218,26,46,4,0,4,20,4,1,42,38,.211,.344,.284,.628,62,8,2,3,0,4,,1
Juan Padilla,31,14,1,0,0,0,0,0,0,0,0,1,1,0,,1.000,,,0,0,0,0,0,0,,1
Bobby Parnell,23,5,5,4,0,0,0,0,0,0,0,0,1,0,.000,.200,.000,.200,0,1,0,0,0,0,,1
Val Pascucci,29,114,481,396,72,115,23,0,27,81,4,1,77,109,.290,.410,.553,.963,219,9,5,0,3,0,,1
Josh Petersen,25,9,16,15,1,3,0,0,0,3,0,0,0,6,.200,.250,.200,.450,3,0,1,0,0,0,,0
Argenis Reyes#,25,81,353,311,41,88,11,1,0,22,13,6,31,47,.283,.347,.325,.672,101,2,1,7,3,1,,1
John Rodriguez*,30,43,148,125,21,36,6,1,4,20,0,0,17,28,.288,.395,.448,.843,56,7,5,1,0,0,,1
Jose Santiago,33,43,6,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,1,0,1,0,0,,1
Caleb Stewart,26,20,82,77,10,17,5,2,1,9,1,0,5,15,.221,.268,.377,.645,29,0,0,0,0,0,,0
Brian Stokes,28,23,25,23,1,2,0,0,0,2,0,0,0,8,.087,.087,.087,.174,2,0,0,2,0,0,,1
Fernando Tatis,33,37,139,120,18,29,6,0,12,31,0,0,17,23,.242,.345,.592,.937,71,3,2,0,0,0,,1
Jose Valentin#,38,10,35,33,4,6,2,0,1,4,1,1,2,8,.182,.229,.333,.562,11,3,0,0,0,0,,1
Claudio Vargas,30,8,14,12,0,2,0,0,0,2,0,0,0,3,.167,.167,.167,.333,2,0,0,2,0,0,,1
Shawn Wooten,35,16,37,33,4,5,1,0,1,2,0,0,4,7,.152,.243,.273,.516,9,0,0,0,0,0,,1
