Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Harold Arauz,19,1,0,1.000,1.46,3,1,0,0,0,0,12.1,7,4,2,1,2,0,15,0,0,2,48,0.730,5.1,0.7,1.5,10.9,7.50,0,2014,Rookie,HOU
Agapito Barrios,20,5,0,1.000,2.09,13,6,2,0,0,0,56.0,39,15,13,0,11,0,46,1,0,4,217,0.893,6.3,0.0,1.8,7.4,4.18,0,2014,Rookie,HOU
Zach Davis*,22,2,0,1.000,2.04,13,0,8,0,0,4,17.2,16,4,4,0,4,0,24,1,0,1,75,1.132,8.2,0.0,2.0,12.2,6.00,0,2014,Rookie,HOU
Ambiorix De Leon*,22,0,0,,0.00,3,0,2,0,0,0,3.2,1,0,0,0,0,0,5,0,0,0,13,0.273,2.5,0.0,0.0,12.3,,0,2014,Rookie,HOU
Samil De Los Santos,20,0,1,.000,7.11,4,0,1,0,0,0,6.1,6,5,5,0,4,0,13,0,0,3,29,1.579,8.5,0.0,5.7,18.5,3.25,0,2014,Rookie,HOU
Dean Deetz,20,2,4,.333,8.88,13,5,0,0,0,0,25.1,30,29,25,1,19,0,24,2,0,5,125,1.934,10.7,0.4,6.8,8.5,1.26,1,2014,Rookie,HOU
Juan Delis,20,0,0,,6.48,7,0,3,0,0,0,8.1,8,7,6,1,6,0,8,0,0,0,39,1.680,8.6,1.1,6.5,8.6,1.33,0,2014,Rookie,HOU
Brock Dykxhoorn,19,3,3,.500,4.31,12,4,0,0,0,0,31.1,30,17,15,2,8,0,36,0,2,2,130,1.213,8.6,0.6,2.3,10.3,4.50,0,2014,Rookie,HOU
Devonte German,19,1,2,.333,3.94,13,9,0,0,0,0,48.0,51,23,21,2,28,0,33,4,1,12,219,1.646,9.6,0.4,5.3,6.2,1.18,0,2014,Rookie,HOU
Aaron Greenwood,22,3,1,.750,4.66,17,0,6,0,0,0,29.0,33,16,15,4,3,0,35,6,0,2,131,1.241,10.2,1.2,0.9,10.9,11.67,0,2014,Rookie,HOU
Reymin Guduan*,22,2,5,.286,4.47,13,9,1,0,0,0,44.1,53,32,22,2,27,0,58,2,0,8,216,1.805,10.8,0.4,5.5,11.8,2.15,1,2014,Rookie,HOU
Angel Heredia,21,4,1,.800,1.69,15,0,10,0,0,2,26.2,21,7,5,1,7,0,28,0,1,6,104,1.050,7.1,0.3,2.4,9.5,4.00,0,2014,Rookie,HOU
Elieser Hernandez,19,1,0,1.000,0.00,4,1,0,0,0,0,10.0,6,0,0,0,5,0,8,1,0,5,42,1.100,5.4,0.0,4.5,7.2,1.60,1,2014,Rookie,HOU
Krishawn Holley,22,0,0,,7.59,10,0,4,0,0,0,10.2,17,12,9,1,5,0,7,1,0,1,57,2.063,14.3,0.8,4.2,5.9,1.40,0,2014,Rookie,HOU
Josh James,21,1,3,.250,2.72,13,6,3,0,0,0,39.2,35,13,12,0,15,0,45,3,0,5,165,1.261,7.9,0.0,3.4,10.2,3.00,1,2014,Rookie,HOU
Gerardo Juarez,21,0,0,,6.35,2,1,0,0,0,0,5.2,7,4,4,0,1,0,5,0,0,1,23,1.412,11.1,0.0,1.6,7.9,5.00,0,2014,Rookie,HOU
Robert Kahana,21,1,1,.500,3.64,9,3,0,0,0,0,29.2,22,16,12,1,9,0,22,0,0,2,124,1.045,6.7,0.3,2.7,6.7,2.44,0,2014,Rookie,HOU
Jose Montero,21,1,2,.333,3.38,8,5,1,0,0,0,32.0,26,13,12,2,14,0,36,0,0,1,134,1.250,7.3,0.6,3.9,10.1,2.57,0,2014,Rookie,HOU
Austin Nicely*,19,2,6,.250,3.88,12,10,0,0,0,0,48.2,56,31,21,1,25,0,28,4,0,4,225,1.664,10.4,0.2,4.6,5.2,1.12,0,2014,Rookie,HOU
Jorge Perez,20,2,3,.400,2.97,18,0,10,0,0,0,30.1,32,18,10,0,17,0,39,2,0,4,142,1.615,9.5,0.0,5.0,11.6,2.29,0,2014,Rookie,HOU
Eric Peterson,21,1,0,1.000,2.35,19,0,14,0,0,7,23.0,18,9,6,0,7,0,32,1,0,2,95,1.087,7.0,0.0,2.7,12.5,4.57,0,2014,Rookie,HOU
Juan Santos,18,0,2,.000,6.30,9,4,0,0,0,0,20.0,15,17,14,0,19,1,31,7,0,7,99,1.700,6.8,0.0,8.6,14.0,1.63,0,2014,Rookie,HOU
Keegan Yuhl,22,0,0,,1.25,9,2,1,0,0,0,21.2,21,3,3,0,4,0,17,0,0,3,90,1.154,8.7,0.0,1.7,7.1,4.25,0,2014,Rookie,HOU
