Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Anthony Bazzani,23,1,1,.500,3.09,11,0,10,0,0,4,11.2,7,4,4,1,4,0,14,0,0,0,46,0.943,5.4,0.8,3.1,10.8,3.50,0,2014,Rookie,ARI
Tyler Bolton,21,5,4,.556,6.00,15,12,0,0,0,0,72.0,101,56,48,10,19,0,54,10,0,12,336,1.667,12.6,1.3,2.4,6.8,2.84,0,2014,Rookie,ARI
Eric Brooks,23,0,0,,1.42,3,0,0,0,0,0,6.1,4,1,1,0,1,0,6,0,0,0,23,0.789,5.7,0.0,1.4,8.5,6.00,0,2014,Rookie,ARI
Derek Cape,24,0,3,.000,5.67,22,0,5,0,0,0,33.1,43,25,21,3,10,0,36,3,0,7,149,1.590,11.6,0.8,2.7,9.7,3.60,0,2014,Rookie,ARI
Cody Clark,20,0,0,,1.80,10,0,2,0,0,0,10.0,5,4,2,0,6,0,15,0,0,1,40,1.100,4.5,0.0,5.4,13.5,2.50,0,2014,Rookie,ARI
Brody Greer,23,1,2,.333,4.94,25,0,19,0,0,10,27.1,30,18,15,4,15,0,37,1,0,4,126,1.646,9.9,1.3,4.9,12.2,2.47,0,2014,Rookie,ARI
Holden Helmink,20,0,1,.000,4.50,12,0,2,0,0,0,14.0,12,8,7,2,10,0,11,2,0,7,66,1.571,7.7,1.3,6.4,7.1,1.10,0,2014,Rookie,ARI
Carlos Hernandez,20,5,4,.556,4.22,14,14,0,0,0,0,70.1,76,42,33,4,36,0,61,8,1,13,313,1.592,9.7,0.5,4.6,7.8,1.69,0,2014,Rookie,ARI
Brad Keller,18,1,4,.200,6.95,8,8,0,0,0,0,33.2,50,31,26,6,18,0,30,3,1,13,166,2.020,13.4,1.6,4.8,8.0,1.67,1,2014,Rookie,ARI
Will Landsheft,21,1,0,1.000,4.41,22,0,5,0,0,1,32.2,32,18,16,1,15,1,34,4,0,3,147,1.439,8.8,0.3,4.1,9.4,2.27,0,2014,Rookie,ARI
Wagner Mateo*,21,1,0,1.000,8.16,12,0,4,0,0,0,14.1,8,13,13,0,19,0,17,3,0,3,70,1.884,5.0,0.0,11.9,10.7,0.89,0,2014,Rookie,ARI
Gabriel Moya*,19,5,4,.556,6.00,15,12,0,0,0,0,63.0,83,47,42,8,19,0,68,5,3,8,287,1.619,11.9,1.1,2.7,9.7,3.58,1,2014,Rookie,ARI
Dallas Newton,19,4,5,.444,5.13,11,11,0,0,0,0,52.2,58,42,30,7,18,0,40,4,0,9,237,1.443,9.9,1.2,3.1,6.8,2.22,0,2014,Rookie,ARI
Lawrence Pardo*,22,1,1,.500,4.79,18,0,9,0,0,0,20.2,14,11,11,3,12,0,23,1,0,3,89,1.258,6.1,1.3,5.2,10.0,1.92,0,2014,Rookie,ARI
Yefry Ramirez,20,2,1,.667,4.45,6,6,0,0,0,0,30.1,32,16,15,8,7,0,17,1,0,1,127,1.286,9.5,2.4,2.1,5.0,2.43,1,2014,Rookie,ARI
Cody Reed*,18,0,1,.000,2.25,4,4,0,0,0,0,12.0,3,3,3,1,7,0,14,0,0,0,44,0.833,2.3,0.8,5.3,10.5,2.00,0,2014,Rookie,ARI
Kevin Simmons,20,2,3,.400,3.61,18,0,5,0,0,2,47.1,39,23,19,9,11,0,43,1,0,3,192,1.056,7.4,1.7,2.1,8.2,3.91,0,2014,Rookie,ARI
Markus Solbach,22,2,2,.500,5.33,6,4,0,0,0,0,25.1,30,16,15,2,5,0,22,2,1,1,107,1.382,10.7,0.7,1.8,7.8,4.40,0,2014,Rookie,ARI
Jency Solis,21,3,1,.750,4.95,27,0,9,0,0,2,40.0,36,25,22,3,10,0,34,8,0,2,168,1.150,8.1,0.7,2.3,7.7,3.40,0,2014,Rookie,ARI
Touki Toussaint,18,1,3,.250,12.51,5,5,0,0,0,0,13.2,24,22,19,5,6,0,15,2,0,3,73,2.195,15.8,3.3,4.0,9.9,2.50,1,2014,Rookie,ARI
Tyler Toyfair,24,1,0,1.000,4.50,14,0,6,0,0,1,18.0,24,16,9,2,6,0,21,0,0,6,86,1.667,12.0,1.0,3.0,10.5,3.50,0,2014,Rookie,ARI
