Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Mike Augliera,22,1,3,.250,4.42,15,14,0,0,0,0,38.2,42,21,19,2,3,0,43,2,0,2,157,1.164,9.8,0.5,0.7,10.0,14.33,,0
Kevin Brahney*,23,0,0,,2.57,5,0,5,0,0,1,7.0,7,2,2,0,4,0,8,0,0,0,29,1.571,9.0,0.0,5.1,10.3,2.00,,0
Dylan Chavez*,21,0,2,.000,6.00,4,0,1,0,0,0,6.0,8,10,4,0,0,0,7,3,0,0,31,1.333,12.0,0.0,0.0,10.5,,,0
William Cuevas,21,8,2,.800,1.40,15,6,5,0,0,0,77.1,55,12,12,4,15,0,72,0,1,3,289,0.905,6.4,0.5,1.7,8.4,4.80,,1
Jacob Dahlstrand,20,4,4,.500,4.42,12,6,0,0,0,0,55.0,49,32,27,1,32,0,26,7,0,5,246,1.473,8.0,0.2,5.2,4.3,0.81,,0
Sergio Gomez,18,0,0,,3.60,1,1,0,0,0,0,5.0,4,2,2,1,1,0,4,0,0,1,20,1.000,7.2,1.8,1.8,7.2,4.00,,0
Zach Good*,20,0,6,.000,6.34,10,6,0,0,0,0,32.2,31,35,23,0,37,0,13,2,0,12,165,2.082,8.5,0.0,10.2,3.6,0.35,,0
Justin Haley,21,0,1,.000,1.89,13,12,0,0,0,0,33.1,23,11,7,1,16,0,33,2,0,2,137,1.170,6.2,0.3,4.3,8.9,2.06,,1
Brian Johnson*,21,0,0,,0.00,4,4,0,0,0,0,5.2,2,0,0,0,1,0,4,0,0,0,19,0.529,3.2,0.0,1.6,6.4,4.00,,1
Braden Kapteyn,22,0,1,.000,1.82,19,0,16,0,0,7,34.2,12,8,7,0,23,0,35,5,0,6,142,1.010,3.1,0.0,6.0,9.1,1.52,,0
Kyle Kraus,22,0,0,,2.61,10,0,9,0,0,3,10.1,10,5,3,0,2,1,8,0,0,0,45,1.161,8.7,0.0,1.7,7.0,4.00,,0
Greg Larson,22,1,2,.333,2.76,15,0,9,0,0,2,32.2,30,13,10,1,12,0,27,0,0,5,138,1.286,8.3,0.3,3.3,7.4,2.25,,0
Pat Light,21,0,2,.000,2.37,12,12,0,0,0,0,30.1,27,9,8,1,5,0,30,1,0,2,117,1.055,8.0,0.3,1.5,8.9,6.00,,1
Austin Maddox,21,0,0,,0.00,1,1,0,0,0,0,3.0,2,0,0,0,1,0,4,0,0,0,11,1.000,6.0,0.0,3.0,12.0,4.00,,1
Leandro Marin,23,2,2,.500,9.28,9,0,4,0,0,0,10.2,13,16,11,0,13,0,14,0,0,6,57,2.438,11.0,0.0,11.0,11.8,1.08,,0
Frankie Montas,19,0,0,,0.00,1,1,0,0,0,0,3.2,5,1,0,0,1,0,4,0,0,0,16,1.636,12.3,0.0,2.5,9.8,4.00,,1
Gerardo Olivares,23,1,1,.500,4.00,5,0,2,0,0,0,9.0,8,5,4,2,3,0,6,0,0,1,37,1.222,8.0,2.0,3.0,6.0,2.00,,0
Jose Ortega,20,2,4,.333,3.76,20,1,11,0,0,4,55.0,58,26,23,3,10,1,45,2,2,3,230,1.236,9.5,0.5,1.6,7.4,4.50,,0
Jadd Schmeltzer,23,2,3,.400,6.14,12,0,7,0,0,0,22.0,31,16,15,0,10,0,13,1,0,5,104,1.864,12.7,0.0,4.1,5.3,1.30,,0
Francisco Taveras*,22,6,3,.667,1.99,15,1,2,0,0,0,68.0,46,21,15,0,31,2,59,1,0,5,280,1.132,6.1,0.0,4.1,7.8,1.90,,0
Raynel Velette,21,4,3,.571,3.56,16,8,2,0,0,0,78.1,60,34,31,6,41,0,55,3,0,9,331,1.289,6.9,0.7,4.7,6.3,1.34,,0
Tyler Wilson,22,5,1,.833,5.32,15,0,3,0,0,0,47.1,49,30,28,2,15,0,31,3,0,7,212,1.352,9.3,0.4,2.9,5.9,2.07,,0
Madison Younginer,21,0,0,,4.09,3,3,0,0,0,0,11.0,8,5,5,1,7,0,4,2,1,1,48,1.364,6.5,0.8,5.7,3.3,0.57,,1
23 Players,21.3,36,40,.474,3.40,76,76,76,0,4,17,676.2,580,314,256,25,283,4,545,34,4,75,2861,1.275,7.7,0.3,3.8,7.2,1.93,,0
