Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Yasmani Grandal#,26,115,426,355,43,83,12,0,16,47,0,1,65,92,.234,.353,.403,.756,143,16,2,1,3,1,1,2015,MLB,LAD
Adrian Gonzalez*,33,156,643,571,76,157,33,0,28,90,0,1,62,107,.275,.350,.480,.830,274,21,6,0,3,10,1,2015,MLB,LAD
Howie Kendrick,31,117,495,464,64,137,22,2,9,54,6,2,27,82,.295,.336,.409,.746,190,17,2,1,1,1,1,2015,MLB,LAD
Jimmy Rollins#,36,144,563,517,71,116,24,3,13,41,12,8,44,86,.224,.285,.358,.643,185,12,0,1,1,0,1,2015,MLB,LAD
Justin Turner,30,126,439,385,55,113,26,1,16,60,5,2,36,71,.294,.370,.491,.861,189,10,13,1,4,1,1,2015,MLB,LAD
Carl Crawford*,33,69,193,181,19,48,9,2,4,16,10,2,10,41,.265,.304,.403,.707,73,3,0,0,0,1,1,2015,MLB,LAD
Joc Pederson*,23,151,585,480,67,101,19,1,26,54,4,7,92,170,.210,.346,.417,.763,200,5,9,2,2,6,1,2015,MLB,LAD
Yasiel Puig,24,79,311,282,30,72,12,3,11,38,3,3,26,66,.255,.322,.436,.758,123,1,2,0,1,1,1,2015,MLB,LAD
Andre Ethier*,33,142,445,395,54,116,20,7,14,53,2,3,43,75,.294,.366,.486,.852,192,11,4,0,3,2,1,2015,MLB,LAD
Scott Van Slyke,28,96,253,222,19,53,14,0,6,30,3,1,23,62,.239,.317,.383,.700,85,5,4,1,3,2,1,2015,MLB,LAD
Alex Guerrero,28,106,230,219,25,51,9,1,11,36,1,0,7,57,.233,.261,.434,.695,95,7,2,0,2,0,1,2015,MLB,LAD
Enrique Hernandez,23,76,218,202,24,62,12,2,7,22,0,2,11,46,.307,.346,.490,.836,99,3,2,1,2,0,1,2015,MLB,LAD
A.J. Ellis,34,63,217,181,24,43,9,0,7,21,0,0,32,38,.238,.355,.403,.758,73,4,1,3,0,1,1,2015,MLB,LAD
Chase Utley*,36,34,141,124,14,25,9,1,3,9,1,0,10,29,.202,.291,.363,.654,45,1,6,0,1,0,1,2015,MLB,LAD
Alberto Callaspo#,32,60,138,123,8,32,5,0,0,7,0,0,14,24,.260,.336,.301,.637,37,2,0,1,0,0,1,2015,MLB,LAD
Corey Seager*,21,27,113,98,17,33,8,1,4,17,2,0,14,19,.337,.425,.561,.986,55,2,1,0,0,1,1,2015,MLB,LAD
Juan Uribe,36,29,87,81,6,20,2,0,1,6,1,0,5,9,.247,.287,.309,.596,25,5,0,0,1,0,1,2015,MLB,LAD
Chris Heisey,30,33,72,55,8,10,2,0,2,9,0,1,15,17,.182,.347,.327,.674,18,1,0,0,2,2,1,2015,MLB,LAD
Justin Ruggiano,33,21,60,55,12,16,4,1,4,12,2,0,3,14,.291,.350,.618,.968,34,1,2,0,0,0,1,2015,MLB,LAD
Scott Schebler*,24,19,40,36,6,9,0,0,3,4,2,1,3,13,.250,.325,.500,.825,18,0,1,0,0,1,1,2015,MLB,LAD
Austin Barnes,25,20,37,29,4,6,2,0,0,1,1,0,6,6,.207,.361,.276,.637,8,2,1,1,0,0,1,2015,MLB,LAD
Jose Peraza,21,7,25,22,3,4,1,1,0,1,3,0,2,2,.182,.250,.318,.568,7,0,0,1,0,1,1,2015,MLB,LAD
Ronald Torreyes,22,8,8,6,1,2,1,0,0,1,0,0,1,1,.333,.429,.500,.929,3,0,0,1,0,0,1,2015,MLB,LAD
Darwin Barney,29,2,4,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,2015,MLB,LAD
