Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Jeff Samardzija,30,11,13,.458,4.96,32,32,0,2,2,0,214.0,228,122,118,29,49,0,163,12,0,5,910,1.294,9.6,1.2,2.1,6.9,3.33,1
Chris Sale*,26,13,11,.542,3.41,31,31,0,1,0,0,208.2,185,88,79,23,42,0,274,13,0,7,854,1.088,8.0,1.0,1.8,11.8,6.52,1
Jose Quintana*,26,9,10,.474,3.36,32,32,0,1,1,0,206.1,218,81,77,16,44,4,177,8,0,5,862,1.270,9.5,0.7,1.9,7.7,4.02,1
John Danks*,30,7,15,.318,4.71,30,30,0,2,1,0,177.2,195,104,93,24,56,1,124,3,1,8,768,1.413,9.9,1.2,2.8,6.3,2.21,1
Carlos Rodon*,22,9,6,.600,3.75,26,23,1,1,0,0,139.1,130,63,58,11,71,0,139,8,0,7,607,1.443,8.4,0.7,4.6,9.0,1.96,1
David Robertson,30,6,5,.545,3.41,60,0,53,0,0,34,63.1,46,27,24,7,13,2,86,1,0,4,250,0.932,6.5,1.0,1.8,12.2,6.62,1
Zach Duke*,32,3,6,.333,3.41,71,0,14,0,0,1,60.2,47,26,23,9,32,4,66,3,0,0,255,1.302,7.0,1.3,4.7,9.8,2.06,1
Dan Jennings*,28,2,3,.400,3.99,53,0,17,0,0,0,56.1,55,28,25,3,24,6,46,0,0,4,244,1.402,8.8,0.5,3.8,7.3,1.92,1
Jake Petricka,27,4,3,.571,3.63,62,0,18,0,0,2,52.0,56,21,21,2,18,4,33,1,0,2,220,1.423,9.7,0.3,3.1,5.7,1.83,1
Zach Putnam,27,3,3,.500,4.07,49,0,16,0,0,0,48.2,42,24,22,7,24,5,64,4,0,5,212,1.356,7.8,1.3,4.4,11.8,2.67,1
Matt Albers,32,2,0,1.000,1.21,30,0,5,0,0,0,37.1,31,6,5,3,9,2,28,1,0,0,149,1.071,7.5,0.7,2.2,6.8,3.11,1
Scott Carroll,30,1,1,.500,3.44,18,0,8,0,0,0,36.2,40,19,14,2,13,2,27,3,0,4,162,1.445,9.8,0.5,3.2,6.6,2.08,1
Erik Johnson,25,3,1,.750,3.34,6,6,0,0,0,0,35.0,32,14,13,8,17,0,30,1,0,3,151,1.400,8.2,2.1,4.4,7.7,1.76,1
Hector Noesi,28,0,4,.000,6.89,10,5,4,0,0,0,32.2,41,26,25,7,17,1,22,1,1,3,154,1.776,11.3,1.9,4.7,6.1,1.29,1
Daniel Webb,25,1,0,1.000,6.30,27,0,6,0,0,0,30.0,41,26,21,3,22,1,22,1,0,2,150,2.100,12.3,0.9,6.6,6.6,1.00,1
Nate Jones,29,2,2,.500,3.32,19,0,3,0,0,0,19.0,12,7,7,5,6,0,27,0,0,0,72,0.947,5.7,2.4,2.8,12.8,4.50,1
Frankie Montas,22,0,2,.000,4.80,7,2,2,0,0,0,15.0,14,8,8,1,9,1,20,0,0,0,66,1.533,8.4,0.6,5.4,12.0,2.22,1
Chris Beck,24,0,1,.000,6.00,1,1,0,0,0,0,6.0,10,5,4,0,4,0,3,0,0,0,31,2.333,15.0,0.0,6.0,4.5,0.75,1
Kyle Drabek,27,0,0,,5.06,3,0,3,0,0,0,5.1,9,3,3,1,2,0,3,0,0,0,26,2.063,15.2,1.7,3.4,5.1,1.50,1
Junior Guerra,30,0,0,,6.75,3,0,3,0,0,0,4.0,7,3,3,1,1,1,3,0,0,1,18,2.000,15.8,2.3,2.3,6.8,3.00,1
Javy Guerra,29,0,0,,0.00,3,0,0,0,0,0,1.2,2,0,0,0,1,0,0,0,0,0,7,1.800,10.8,0.0,5.4,0.0,0.00,1
Alexei Ramírez,33,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,1,0,0,5,1.000,9.0,0.0,0.0,0.0,,1
Adam LaRoche*,35,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,0.000,0.0,0.0,0.0,9.0,,1
Leury Garcia,24,0,0,,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,1,1,0,1,5,1.000,9.0,0.0,0.0,9.0,,1
