Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Matias Carrillo*,22,1,2,.333,3.14,21,0,6,0,0,1,28.2,22,10,10,2,3,0,32,0,0,0,112,0.872,6.9,0.6,0.9,10.0,10.67,0
T.J. Chism*,20,0,0,,0.00,2,0,1,0,0,0,4.0,1,0,0,0,2,0,5,0,0,0,13,0.750,2.3,0.0,4.5,11.3,2.50,0
John Church,22,0,0,,9.00,1,0,1,0,0,0,1.0,1,1,1,0,1,0,0,0,0,1,5,2.000,9.0,0.0,9.0,0.0,0.00,0
Mark Cohoon*,21,9,2,.818,2.15,14,14,0,2,1,0,92.0,69,26,22,4,20,0,70,4,1,2,356,0.967,6.8,0.4,2.0,6.8,3.50,0
Angel Cuan*,20,0,2,.000,6.75,2,2,0,0,0,0,8.0,15,7,6,0,2,0,9,0,0,0,38,2.125,16.9,0.0,2.3,10.1,4.50,0
Jim Fuller*,22,3,6,.333,2.86,12,11,0,1,0,0,63.0,58,24,20,4,15,0,67,3,1,4,255,1.159,8.3,0.6,2.1,9.6,4.47,0
Bobby Gagg,22,2,0,1.000,2.25,8,0,5,0,0,1,12.0,10,3,3,1,4,0,11,1,1,0,49,1.167,7.5,0.8,3.0,8.3,2.75,0
Jake Goldberg,23,0,0,,1.93,6,0,0,0,0,0,9.1,2,2,2,0,3,0,11,1,0,1,34,0.536,1.9,0.0,2.9,10.6,3.67,0
Darin Gorski*,21,3,4,.429,4.91,13,11,1,0,0,0,62.1,51,44,34,6,26,2,50,3,0,7,265,1.235,7.4,0.9,3.8,7.2,1.92,0
Chris Hilliard*,21,1,1,.500,0.75,3,2,0,0,0,0,12.0,13,5,1,0,2,0,7,0,0,0,50,1.250,9.8,0.0,1.5,5.3,3.50,0
Lance Hoge*,22,1,0,1.000,2.52,10,0,4,0,0,0,25.0,24,7,7,0,6,0,20,0,0,3,104,1.200,8.6,0.0,2.2,7.2,3.33,0
Michael Johnson,21,0,0,,6.48,6,0,2,0,0,0,8.1,11,6,6,2,6,0,7,0,0,1,41,2.040,11.9,2.2,6.5,7.6,1.17,0
Mike Lynn,24,1,1,.500,3.98,12,0,5,0,0,0,20.1,19,11,9,0,12,1,21,1,0,5,92,1.525,8.4,0.0,5.3,9.3,1.75,0
Samuel Martinez,21,0,0,,4.63,9,0,4,0,0,1,11.2,10,7,6,1,8,0,17,2,0,3,57,1.543,7.7,0.8,6.2,13.1,2.13,0
Collin McHugh,22,8,2,.800,2.76,14,14,0,1,1,0,75.0,61,25,23,1,21,0,79,5,0,3,305,1.093,7.3,0.1,2.5,9.5,3.76,1
Brandon Moore,23,6,3,.667,2.09,13,13,0,2,2,0,82.0,61,23,19,4,17,0,71,3,0,5,319,0.951,6.7,0.4,1.9,7.8,4.18,0
Manuel Olivares,23,0,0,,3.52,5,0,1,0,0,0,7.2,12,9,3,2,5,1,5,1,0,2,42,2.217,14.1,2.3,5.9,5.9,1.00,0
Oliver Perez*,27,1,0,1.000,0.00,1,1,0,0,0,0,5.0,2,0,0,0,1,0,6,0,0,0,17,0.600,3.6,0.0,1.8,10.8,6.00,1
Michael Powers,23,3,3,.500,4.01,30,0,27,0,0,17,33.2,31,15,15,1,13,5,33,0,0,8,149,1.307,8.3,0.3,3.5,8.8,2.54,0
Brandon Sage*,22,3,3,.500,2.03,16,0,6,0,0,1,31.0,26,11,7,1,11,4,15,0,0,2,131,1.194,7.5,0.3,3.2,4.4,1.36,0
Erik Turgeon,22,1,0,1.000,3.60,14,0,4,0,0,1,15.0,17,9,6,0,7,0,11,1,0,2,68,1.600,10.2,0.0,4.2,6.6,1.57,0
Wesley Wrenn,23,2,1,.667,4.15,13,7,2,0,0,1,47.2,56,23,22,6,8,0,41,2,0,1,206,1.343,10.6,1.1,1.5,7.7,5.13,0
