Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Colin Allen,22,2,6,.250,5.45,15,15,0,0,0,0,69.1,89,51,42,5,25,0,56,3,0,8,320,1.644,11.6,0.6,3.2,7.3,2.24,0,2009,Short-Season A,BAL
Justin Anderson*,21,0,0,,5.40,1,1,0,0,0,0,5.0,8,3,3,0,1,0,2,1,0,1,25,1.800,14.4,0.0,1.8,3.6,2.00,0,2009,Short-Season A,BAL
Jose Barajas,21,3,3,.500,4.32,21,0,7,0,0,1,33.1,30,23,16,0,16,1,26,2,1,5,147,1.380,8.1,0.0,4.3,7.0,1.63,0,2009,Short-Season A,BAL
James Brandhorst,21,0,1,.000,1.30,21,0,11,0,0,4,27.2,23,7,4,0,7,0,32,0,0,1,106,1.084,7.5,0.0,2.3,10.4,4.57,0,2009,Short-Season A,BAL
Tony Butler*,21,0,0,,67.50,1,0,0,0,0,0,0.2,5,5,5,0,2,0,0,0,0,1,9,10.500,67.5,0.0,27.0,0.0,0.00,0,2009,Short-Season A,BAL
Jake Cowan,21,1,2,.333,2.25,8,4,0,0,0,0,24.0,15,7,6,1,11,0,27,5,0,1,102,1.083,5.6,0.4,4.1,10.1,2.45,0,2009,Short-Season A,BAL
Josh Dowdy,22,1,3,.250,4.20,13,0,10,0,0,7,15.0,15,8,7,0,9,0,13,0,0,1,69,1.600,9.0,0.0,5.4,7.8,1.44,0,2009,Short-Season A,BAL
Daniel Eastham,24,0,0,,inf,1,0,0,0,0,0,0.0,0,3,3,0,1,0,0,2,0,2,3,,,,,,0.00,0,2009,Short-Season A,BAL
Brandon Erbe,21,0,1,.000,4.61,4,4,0,0,0,0,13.2,13,9,7,3,2,0,11,0,0,2,57,1.098,8.6,2.0,1.3,7.2,5.50,0,2009,Short-Season A,BAL
Vito Frabizio,20,0,1,.000,18.00,1,1,0,0,0,0,3.0,7,6,6,1,1,0,0,0,0,1,16,2.667,21.0,3.0,3.0,0.0,0.00,0,2009,Short-Season A,BAL
Nick Haughian*,22,6,3,.667,2.05,13,12,1,0,0,0,74.2,61,25,17,2,20,0,54,7,0,7,308,1.085,7.4,0.2,2.4,6.5,2.70,0,2009,Short-Season A,BAL
Patrick Kantakevich,22,3,5,.375,3.34,13,13,0,0,0,0,72.2,60,30,27,2,26,0,57,1,0,4,293,1.183,7.4,0.2,3.2,7.1,2.19,0,2009,Short-Season A,BAL
Kevin Landry,21,0,0,,5.27,14,0,6,0,0,0,27.1,26,17,16,2,18,0,43,0,0,1,123,1.610,8.6,0.7,5.9,14.2,2.39,0,2009,Short-Season A,BAL
Mick Mattaliano,24,0,2,.000,7.59,7,0,6,0,0,1,10.2,15,10,9,1,4,1,5,0,0,0,52,1.781,12.7,0.8,3.4,4.2,1.25,0,2009,Short-Season A,BAL
Kenny Moreland,23,6,1,.857,0.88,8,8,0,1,1,0,51.0,32,7,5,2,3,0,39,1,0,0,184,0.686,5.6,0.4,0.5,6.9,13.00,0,2009,Short-Season A,BAL
Scott Mueller,23,1,0,1.000,0.95,9,0,6,0,0,2,19.0,10,2,2,1,5,1,17,1,0,0,72,0.789,4.7,0.5,2.4,8.1,3.40,0,2009,Short-Season A,BAL
Thomas Phelps,21,0,1,.000,0.00,2,0,1,0,0,0,5.0,3,1,0,0,2,2,1,0,0,0,21,1.000,5.4,0.0,3.6,1.8,0.50,0,2009,Short-Season A,BAL
Chase Phillips,22,0,0,,4.00,4,0,3,0,0,0,9.0,7,5,4,1,6,0,6,0,0,0,40,1.444,7.0,1.0,6.0,6.0,1.00,0,2009,Short-Season A,BAL
Stephen Procner*,24,0,3,.000,5.02,17,2,9,0,0,3,37.2,40,26,21,2,12,0,26,1,0,1,158,1.381,9.6,0.5,2.9,6.2,2.17,0,2009,Short-Season A,BAL
Tyler Sexton*,23,3,7,.300,3.39,15,13,0,0,0,0,79.2,71,38,30,4,32,0,62,7,0,3,332,1.293,8.0,0.5,3.6,7.0,1.94,0,2009,Short-Season A,BAL
Brian Sisk*,23,0,2,.000,4.20,17,0,7,0,0,0,30.0,32,17,14,2,12,1,21,2,0,1,136,1.467,9.6,0.6,3.6,6.3,1.75,0,2009,Short-Season A,BAL
Jacob Smith*,23,3,3,.500,2.15,19,0,5,0,0,0,37.2,32,12,9,0,18,4,33,1,0,1,159,1.327,7.6,0.0,4.3,7.9,1.83,0,2009,Short-Season A,BAL
Chorye Spoone,23,0,0,,0.00,1,1,0,0,0,0,3.0,1,0,0,0,3,0,3,0,0,0,13,1.333,3.0,0.0,9.0,9.0,1.00,0,2009,Short-Season A,BAL
Ashur Tolliver*,21,1,0,1.000,0.00,3,0,0,0,0,0,8.0,6,0,0,0,2,0,7,1,0,0,30,1.000,6.8,0.0,2.3,7.9,3.50,1,2009,Short-Season A,BAL
David Walters,21,0,0,,2.70,2,0,1,0,0,0,3.1,2,1,1,0,0,0,4,0,0,0,12,0.600,5.4,0.0,0.0,10.8,,0,2009,Short-Season A,BAL
