Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Johnny Barbato,23,3,2,.600,2.61,31,1,13,0,0,3,48.1,38,17,14,3,23,0,49,1,0,1,203,1.262,7.1,0.6,4.3,9.1,2.13,,1
Richard Bleier*,29,2,3,.400,3.72,12,10,2,0,0,1,58.0,66,25,24,2,11,0,25,1,1,2,240,1.328,10.2,0.3,1.7,3.9,2.27,,1
Daniel Camarena*,23,0,1,.000,6.00,2,0,1,0,0,0,6.0,9,5,4,1,2,0,4,0,0,0,28,1.833,13.5,1.5,3.0,6.0,2.00,,1
Vicente Campos,23,0,0,,1.80,1,1,0,0,0,0,5.0,8,1,1,0,1,0,1,0,0,0,21,1.800,14.4,0.0,1.8,1.8,1.00,,1
Luis Cessa,24,6,3,.667,3.03,15,14,0,1,1,0,77.1,66,33,26,8,23,0,69,0,0,3,309,1.151,7.7,0.9,2.7,8.0,3.00,,1
Tyler Cloyd,29,1,1,.500,1.37,4,3,0,0,0,0,19.2,13,7,3,1,10,0,17,0,0,2,85,1.169,5.9,0.5,4.6,7.8,1.70,,1
Phil Coke*,33,5,3,.625,2.96,20,11,3,0,0,0,70.0,68,29,23,3,21,2,61,2,0,3,298,1.271,8.7,0.4,2.7,7.8,2.90,,1
Nestor Cortes Jr.*,21,1,0,1.000,0.00,1,1,0,0,0,0,5.2,0,0,0,0,3,0,4,1,0,0,20,0.529,0.0,0.0,4.8,6.4,1.33,,1
Neal Cotts*,36,0,0,,4.91,7,0,2,0,0,0,7.1,8,5,4,2,1,0,2,1,0,0,31,1.227,9.8,2.5,1.2,2.5,2.00,,1
Dietrich Enns*,25,7,2,.778,1.52,14,10,2,0,0,1,65.0,47,13,11,3,26,0,50,2,0,1,255,1.123,6.5,0.4,3.6,6.9,1.92,,1
Giovanny Gallegos,24,5,1,.833,1.40,25,0,7,0,0,2,45.0,28,7,7,4,10,1,53,1,1,4,170,0.844,5.6,0.8,2.0,10.6,5.30,,1
Nick Goody,24,0,1,.000,1.93,18,0,11,0,0,5,23.1,12,5,5,4,4,1,35,0,0,2,87,0.686,4.6,1.5,1.5,13.5,8.75,,1
J.R. Graham,26,2,0,1.000,0.00,2,0,2,0,0,0,3.0,3,0,0,0,0,0,4,0,0,1,12,1.000,9.0,0.0,0.0,12.0,,,1
