Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Alfredo Aceves,26,2,0,1.000,3.80,4,4,0,0,0,0,23.2,18,11,10,3,5,0,18,1,1,0,98,0.972,6.8,1.1,1.9,6.8,3.60,1,2009,AAA,NYY
Jonathan Albaladejo,26,3,0,1.000,1.75,27,0,22,0,0,11,36.0,25,8,7,4,3,0,26,0,0,1,136,0.778,6.3,1.0,0.8,6.5,8.67,1,2009,AAA,NYY
Cory Arbiso,23,0,0,,6.00,1,1,0,0,0,0,6.0,4,4,4,1,4,0,1,0,0,0,26,1.333,6.0,1.5,6.0,1.5,0.25,0,2009,AAA,NYY
Brian Bruney,27,0,0,,9.00,1,1,0,0,0,0,1.0,2,1,1,0,0,0,1,0,0,0,5,2.000,18.0,0.0,0.0,9.0,,1,2009,AAA,NYY
Paul Bush,29,2,2,.500,4.86,7,2,2,0,0,0,16.2,13,10,9,1,7,0,20,0,0,1,68,1.200,7.0,0.5,3.8,10.8,2.86,0,2009,AAA,NYY
Anthony Claggett,24,7,7,.500,3.07,39,5,17,0,0,4,82.0,78,32,28,6,32,2,43,3,1,3,347,1.341,8.6,0.7,3.5,4.7,1.34,1,2009,AAA,NYY
J.B. Cox,25,0,1,.000,7.08,12,1,4,0,0,1,20.1,29,18,16,2,9,0,11,2,0,4,102,1.869,12.8,0.9,4.0,4.9,1.22,0,2009,AAA,NYY
Mike Dunn*,24,1,0,1.000,2.25,12,0,2,0,0,0,20.0,17,5,5,1,14,0,23,1,0,1,90,1.550,7.7,0.5,6.3,10.4,1.64,1,2009,AAA,NYY
Casey Fossum*,31,3,3,.500,3.38,10,10,0,0,0,0,50.2,50,24,19,7,16,0,43,1,0,4,214,1.303,8.9,1.2,2.8,7.6,2.69,1,2009,AAA,NYY
Eric Hacker,26,0,1,.000,7.88,3,3,0,0,0,0,16.0,19,14,14,3,4,0,12,2,1,0,70,1.438,10.7,1.7,2.3,6.8,3.00,1,2009,AAA,NYY
Jason Hirsh,27,4,0,1.000,1.35,6,6,0,0,0,0,26.2,24,4,4,2,6,0,21,0,0,0,107,1.125,8.1,0.7,2.0,7.1,3.50,1,2009,AAA,NYY
Phil Hughes,23,3,0,1.000,1.86,3,3,0,0,0,0,19.1,17,4,4,2,3,0,19,0,0,0,77,1.034,7.9,0.9,1.4,8.8,6.33,1,2009,AAA,NYY
Kei Igawa*,29,10,8,.556,4.15,26,26,0,1,0,0,145.1,165,75,67,21,40,2,105,5,0,2,631,1.411,10.2,1.3,2.5,6.5,2.63,1,2009,AAA,NYY
Steven Jackson,27,0,0,,1.88,7,1,3,0,0,1,14.1,16,3,3,1,3,0,8,0,0,0,61,1.326,10.0,0.6,1.9,5.0,2.67,1,2009,AAA,NYY
Jason Johnson,35,2,2,.500,5.50,7,7,0,0,0,0,37.2,49,27,23,4,16,0,14,1,0,1,176,1.726,11.7,1.0,3.8,3.3,0.88,1,2009,AAA,NYY
Ian Kennedy,24,1,0,1.000,1.59,4,4,0,0,0,0,22.2,18,5,4,0,7,0,25,0,0,1,91,1.103,7.1,0.0,2.8,9.9,3.57,1,2009,AAA,NYY
George Kontos,24,3,4,.429,3.35,9,9,0,1,0,0,51.0,44,24,19,6,21,0,39,2,0,2,218,1.275,7.8,1.1,3.7,6.9,1.86,1,2009,AAA,NYY
Zach Kroenke*,25,7,1,.875,1.99,36,2,8,0,0,4,72.1,54,24,16,4,30,1,55,0,0,3,292,1.161,6.7,0.5,3.7,6.8,1.83,1,2009,AAA,NYY
Damaso Marte*,34,0,1,.000,2.45,11,0,1,0,0,0,11.0,10,3,3,2,4,0,9,0,1,0,46,1.273,8.2,1.6,3.3,7.4,2.25,1,2009,AAA,NYY
Mark Melancon,24,4,0,1.000,2.89,32,0,20,0,0,3,53.0,37,22,17,3,11,0,54,6,0,5,208,0.906,6.3,0.5,1.9,9.2,4.91,1,2009,AAA,NYY
Sergio Mitre,28,3,1,.750,2.40,7,7,0,0,0,0,45.0,40,13,12,3,5,0,35,3,0,1,175,1.000,8.0,0.6,1.0,7.0,7.00,1,2009,AAA,NYY
Ivan Nova,22,1,4,.200,5.10,12,12,0,1,0,0,67.0,72,39,38,4,28,0,43,3,0,4,292,1.493,9.7,0.5,3.8,5.8,1.54,1,2009,AAA,NYY
