Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB,Year,Level,Org
Carlos Adolfo,22,88,379,334,51,90,16,2,13,44,10,8,37,80,.269,.348,.446,.795,149,6,4,3,1,0,,0,1998,Adv A,WSN
Brian Arntzen,28,17,63,58,10,16,3,1,1,6,0,0,4,12,.276,.333,.414,.747,24,3,1,0,0,0,,0,1998,Adv A,WSN
Ed Bady#,25,1,4,4,1,1,1,0,0,0,1,1,0,0,.250,.250,.500,.750,2,0,0,0,0,0,,0,1998,Adv A,WSN
Paul Blandford,24,12,47,38,9,8,1,0,1,6,0,0,7,7,.211,.326,.316,.642,12,1,0,1,1,0,,0,1998,Adv A,WSN
Geoff Blum#,25,17,75,58,13,16,6,0,0,5,1,0,13,14,.276,.411,.379,.790,22,0,1,2,1,1,,1,1998,Adv A,WSN
Milton Bradley#,20,67,299,261,55,75,14,1,5,34,17,9,30,42,.287,.369,.406,.775,106,3,5,1,2,2,,1,1998,Adv A,WSN
Danny Bravo#,21,24,83,71,5,11,1,0,0,3,1,1,8,14,.155,.253,.169,.422,12,0,2,0,2,0,,0,1998,Adv A,WSN
Jason Camilli,22,89,353,314,45,81,15,1,2,33,9,10,35,55,.258,.335,.331,.666,104,2,2,1,1,2,,0,1998,Adv A,WSN
Jose Carreno,20,10,31,28,2,7,1,0,2,6,0,0,2,6,.250,.300,.500,.800,14,0,0,1,0,0,,0,1998,Adv A,WSN
Jamey Carroll,24,55,254,222,40,58,5,0,0,14,11,4,24,26,.261,.345,.284,.629,63,2,5,2,1,1,,1,1998,Adv A,WSN
Karl Chatman,23,69,269,238,25,50,11,1,4,28,13,1,23,63,.210,.280,.315,.595,75,8,2,1,5,0,,0,1998,Adv A,WSN
Tomas de la Rosa,20,117,446,390,56,98,22,1,3,43,27,7,37,61,.251,.323,.336,.659,131,5,6,10,3,0,,1,1998,Adv A,WSN
Kris Gresham,27,24,87,82,8,18,6,0,2,8,1,3,2,17,.220,.264,.366,.630,30,1,3,0,0,0,,0,1998,Adv A,WSN
Noah Hall,21,4,12,8,2,2,0,0,0,0,1,1,3,1,.250,.500,.250,.750,2,0,1,0,0,0,,0,1998,Adv A,WSN
Bob Henley,25,13,58,50,10,17,3,0,2,14,1,1,5,5,.340,.414,.520,.934,26,3,2,0,1,1,,1,1998,Adv A,WSN
Albenis Machado#,19,3,8,8,1,1,0,1,0,0,0,0,0,1,.125,.125,.375,.500,3,0,0,0,0,0,,0,1998,Adv A,WSN
Henry Mateo#,21,12,49,43,11,12,3,1,0,6,3,0,2,6,.279,.333,.395,.729,17,0,2,1,1,0,,1,1998,Adv A,WSN
Mike Mordecai,30,2,9,8,0,0,0,0,0,0,0,0,1,3,.000,.111,.000,.111,0,1,0,0,0,0,,1,1998,Adv A,WSN
Jose Nunez,22,54,187,166,24,38,6,0,0,9,2,1,17,33,.229,.304,.265,.569,44,2,1,3,0,0,,0,1998,Adv A,WSN
Talmadge Nunnari*,23,56,237,201,18,59,14,0,2,34,1,2,30,39,.294,.376,.393,.769,79,2,0,0,6,1,,1,1998,Adv A,WSN
Simon Pond*,21,105,380,344,40,82,15,1,1,32,1,4,24,58,.238,.296,.297,.593,102,7,6,2,4,2,,1,1998,Adv A,WSN
Josh Reding,21,4,12,12,2,3,1,0,0,2,0,1,0,3,.250,.250,.333,.583,4,0,0,0,0,0,,0,1998,Adv A,WSN
Luis Rivera,23,7,20,18,1,2,0,0,0,0,0,0,1,6,.111,.158,.111,.269,2,0,0,1,0,0,,0,1998,Adv A,WSN
Luis Rivera,20,1,4,4,0,1,0,0,0,2,0,0,0,1,.250,.250,.250,.500,1,0,0,0,0,0,,0,1998,Adv A,WSN
Wilkin Ruan,19,5,19,18,2,3,0,0,0,0,2,0,1,3,.167,.211,.167,.377,3,0,0,0,0,0,,1,1998,Adv A,WSN
Brian Schneider*,21,82,327,302,32,82,12,1,3,30,4,4,22,38,.272,.321,.348,.669,105,9,1,0,2,1,,1,1998,Adv A,WSN
Chris Schwab*,23,120,478,433,56,93,19,1,23,48,7,6,40,175,.215,.282,.423,.704,183,6,1,2,2,0,,0,1998,Adv A,WSN
Andy Tracy*,24,71,298,251,37,67,16,1,11,53,6,4,39,69,.267,.366,.470,.836,118,3,3,0,5,3,,1,1998,Adv A,WSN
Trovin Valdez#,24,54,240,220,31,58,13,3,1,31,22,7,11,28,.264,.304,.364,.667,80,1,3,3,3,0,,0,1998,Adv A,WSN
Jeremy Ware,22,127,533,492,51,121,35,3,10,64,21,5,23,102,.246,.285,.390,.676,192,16,7,4,7,1,,0,1998,Adv A,WSN
