Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Luke Allen*,19,105,443,399,51,119,25,6,4,46,18,11,30,93,.298,.349,.421,.770,168,4,3,7,4,0,,1
Jeff Auterson,20,53,171,149,10,28,8,2,1,19,6,5,11,45,.188,.259,.289,.548,43,2,4,5,2,0,,0
Ricky Bell,19,133,511,483,38,112,18,3,5,50,6,9,16,99,.232,.264,.313,.576,151,11,6,3,3,0,,0
Henry Blanco,26,7,23,19,5,6,1,0,2,3,1,0,4,6,.316,.435,.684,1.119,13,2,0,0,0,0,,1
Jeff Bramlett,22,67,178,148,22,29,8,2,1,15,5,2,27,62,.196,.326,.297,.623,44,2,2,0,1,0,,0
Tripp Cromer,30,4,15,15,3,6,1,0,2,6,0,0,0,2,.400,.400,.867,1.267,13,0,0,0,0,0,,1
Bubba Crosby*,21,56,223,199,25,43,9,2,0,14,3,5,17,38,.216,.274,.281,.555,56,3,0,4,3,0,,1
Aaron Dean*,21,40,110,102,6,17,6,0,1,6,2,1,6,31,.167,.218,.255,.473,26,1,1,0,1,1,,0
Ismael Gallo*,21,68,260,235,23,70,10,2,0,21,7,3,17,23,.298,.355,.357,.713,84,3,5,1,2,0,,0
Jaime Goudie,19,49,194,175,16,32,5,3,0,4,4,2,11,36,.183,.250,.246,.496,43,6,5,2,1,1,,0
Brett Illig,20,41,141,123,13,29,8,1,2,14,0,2,16,42,.236,.326,.366,.692,45,2,1,0,1,0,,0
Eric Karros,30,4,15,15,3,4,1,0,0,1,0,0,0,2,.267,.267,.333,.600,5,1,0,0,0,0,,1
Nick Leach*,20,131,521,469,49,110,30,2,6,48,6,11,44,96,.235,.306,.345,.652,162,6,5,2,1,4,,0
Will McCrotty,19,103,366,344,20,76,18,0,3,29,1,2,11,69,.221,.250,.299,.549,103,7,3,6,2,0,,0
Ramon Moreta,22,134,593,536,67,138,19,7,1,24,46,23,44,109,.257,.316,.325,.641,174,8,2,11,0,1,,0
Ken Morimoto,23,44,140,130,21,34,2,3,0,5,11,2,5,35,.262,.289,.323,.612,42,2,0,5,0,0,,0
Wynter Phoenix*,23,110,361,318,38,79,16,3,7,47,20,11,35,67,.248,.327,.384,.710,122,2,3,3,2,2,,0
Rich Saitta,22,121,509,446,62,132,17,7,5,51,23,17,52,92,.296,.370,.399,.769,178,6,3,4,4,1,,0
Casey Snow#,23,99,379,335,44,94,24,2,4,42,5,6,34,75,.281,.351,.400,.751,134,2,4,3,3,6,,0
Steve Wilson,24,15,36,35,0,8,1,0,0,3,0,0,0,12,.229,.229,.257,.486,9,1,0,1,0,0,,0
