Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Chris Briones,25,33,93,91,6,18,5,0,3,12,0,1,1,26,.198,.215,.352,.567,32,3,1,0,0,0,0,1998,Adv A,SDP
Cesarin Carmona#,21,105,395,368,48,96,12,9,2,45,21,8,17,99,.261,.298,.359,.657,132,8,3,6,1,1,0,1998,Adv A,SDP
Nathan Dunn,23,41,152,135,13,30,7,2,3,14,3,2,15,50,.222,.298,.370,.668,50,1,0,1,1,0,0,1998,Adv A,SDP
Wiki Gonzalez,24,75,324,292,51,84,24,2,10,59,0,0,26,54,.288,.346,.486,.832,142,6,2,0,4,1,1,1998,Adv A,SDP
Josh Itzoe,23,52,186,149,22,34,4,0,1,17,2,2,35,41,.228,.378,.275,.654,41,1,1,1,0,0,0,1998,Adv A,SDP
Terry Joseph,24,13,60,56,6,12,1,1,0,5,1,3,1,16,.214,.237,.268,.505,15,0,1,1,1,0,0,1998,Adv A,SDP
Gus Kennedy,24,124,519,430,89,113,25,8,18,75,15,8,79,130,.263,.378,.484,.862,208,12,3,3,4,1,0,1998,Adv A,SDP
Robbie Kent,24,116,510,457,65,123,22,3,7,59,2,1,33,81,.269,.325,.376,.701,172,15,7,8,5,0,0,1998,Adv A,SDP
A.J. Leday,25,134,580,539,94,166,33,5,24,94,15,10,28,98,.308,.346,.521,.867,281,15,6,2,5,2,0,1998,Adv A,SDP
Brian Loyd,24,87,374,318,55,97,19,1,4,35,1,4,42,45,.305,.401,.409,.809,130,8,10,2,2,1,0,1998,Adv A,SDP
Brian McClure*,24,129,574,492,89,130,25,11,9,57,4,3,66,98,.264,.357,.415,.771,204,8,7,5,4,2,0,1998,Adv A,SDP
Greg Myers*,32,3,11,9,1,0,0,0,0,0,0,0,2,1,.000,.182,.000,.182,0,1,0,0,0,0,1,1998,Adv A,SDP
Pete Paciorek*,22,137,560,481,82,133,28,6,17,86,8,7,63,135,.277,.361,.466,.827,224,4,4,6,6,3,0,1998,Adv A,SDP
Brandon Pernell,21,44,140,125,18,25,8,4,2,7,1,2,11,39,.200,.275,.376,.651,47,0,2,2,0,0,0,1998,Adv A,SDP
Ben Reynoso,23,63,166,150,19,32,4,2,2,14,2,0,10,37,.213,.267,.307,.574,46,5,1,5,0,0,0,1998,Adv A,SDP
Marcos Sanchez#,23,56,157,144,30,44,10,2,6,24,1,0,10,47,.306,.359,.528,.887,76,8,2,1,0,1,0,1998,Adv A,SDP
Scott Seal*,22,121,488,427,52,105,23,5,4,62,8,5,48,113,.246,.336,.351,.687,150,9,11,0,2,1,0,1998,Adv A,SDP
Jake Thrower#,22,37,149,127,24,34,7,0,1,10,4,1,19,19,.268,.362,.346,.709,44,2,1,0,2,0,0,1998,Adv A,SDP
