Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
John Buck,30,140,530,466,41,106,15,1,16,57,0,1,54,115,.227,.316,.367,.683,171,11,7,2,1,7,1,2011,MLB,MIA
Gaby Sanchez,27,159,661,572,72,152,35,0,19,78,3,1,74,97,.266,.352,.427,.779,244,18,6,2,7,4,1,2011,MLB,MIA
Omar Infante,29,148,640,579,55,160,24,8,7,49,4,2,34,67,.276,.315,.382,.696,221,12,2,17,8,1,1,2011,MLB,MIA
Hanley Ramirez,27,92,385,338,55,82,16,0,10,45,20,10,44,66,.243,.333,.379,.712,128,6,2,1,0,3,1,2011,MLB,MIA
Greg Dobbs*,32,134,439,411,38,113,23,0,8,49,0,0,22,83,.275,.311,.389,.701,160,12,1,2,3,3,1,2011,MLB,MIA
Logan Morrison*,23,123,525,462,54,114,25,4,23,72,2,1,54,99,.247,.330,.468,.797,216,9,5,0,4,3,1,2011,MLB,MIA
Chris Coghlan*,26,65,298,269,33,62,20,1,5,22,7,6,22,49,.230,.296,.368,.664,99,3,4,1,2,3,1,2011,MLB,MIA
Giancarlo Stanton,21,150,601,516,79,135,30,5,34,87,5,5,70,166,.262,.356,.537,.893,277,11,9,0,6,6,1,2011,MLB,MIA
Emilio Bonifacio#,26,152,641,565,78,167,26,7,5,36,40,11,59,129,.296,.360,.393,.753,222,4,1,11,5,1,1,2011,MLB,MIA
Bryan Petersen*,25,74,241,204,18,54,13,3,2,10,7,1,26,49,.265,.357,.387,.744,79,4,5,3,3,2,1,2011,MLB,MIA
Mike Cameron,38,45,164,143,18,34,8,0,6,18,1,0,20,34,.238,.331,.420,.751,60,3,0,1,0,0,1,2011,MLB,MIA
Brett Hayes,27,64,144,130,19,30,9,0,5,16,0,0,11,39,.231,.291,.415,.706,54,2,0,3,0,2,1,2011,MLB,MIA
Wes Helms,35,69,124,110,10,21,5,0,0,6,0,0,11,35,.191,.276,.236,.513,26,2,2,1,0,1,1,2011,MLB,MIA
Jose Lopez,27,44,113,106,13,24,8,0,6,13,0,0,4,13,.226,.259,.472,.731,50,4,1,1,1,1,1,2011,MLB,MIA
Donnie Murphy,28,36,100,92,10,17,4,1,2,9,0,0,4,21,.185,.240,.315,.555,29,0,3,0,1,1,1,2011,MLB,MIA
Dewayne Wise*,33,49,72,67,6,16,2,0,0,5,4,2,3,21,.239,.278,.269,.546,18,0,1,0,1,0,1,2011,MLB,MIA
Scott Cousins*,26,48,58,52,5,7,1,0,1,4,1,1,6,21,.135,.224,.212,.436,11,0,0,0,0,0,1,2011,MLB,MIA
Alfredo Amezaga#,33,20,49,44,1,6,0,0,0,2,0,0,4,7,.136,.208,.136,.345,6,1,0,1,0,0,1,2011,MLB,MIA
Matt Dominguez,21,17,48,45,2,11,4,0,0,2,0,0,2,8,.244,.292,.333,.625,15,2,1,0,0,0,1,2011,MLB,MIA
Osvaldo Martinez,23,20,23,23,0,3,0,0,0,1,0,0,0,9,.130,.130,.130,.261,3,1,0,0,0,0,1,2011,MLB,MIA
John Baker*,30,16,16,13,0,2,0,0,0,1,0,0,2,3,.154,.267,.154,.421,2,0,0,1,0,0,1,2011,MLB,MIA
Vinny Rottino,31,8,14,12,1,2,0,0,0,0,0,0,2,4,.167,.286,.167,.452,2,0,0,0,0,0,1,2011,MLB,MIA
Joe Thurston*,31,1,4,4,0,1,0,0,0,0,1,0,0,1,.250,.250,.250,.500,1,0,0,0,0,0,1,2011,MLB,MIA
