Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Lana Akau,22,14,51,41,4,6,2,0,0,4,0,0,8,14,.146,.286,.195,.481,8,0,0,2,0,0,,0
Aaron Arruda,23,45,181,156,18,31,4,0,4,17,2,2,21,68,.199,.298,.301,.600,47,1,2,0,2,0,,0
Jonah Bride,22,54,229,195,29,56,17,0,3,34,3,2,24,35,.287,.376,.421,.796,82,4,6,0,4,1,,0
Marcos Brito#,18,54,241,212,29,51,5,1,1,20,7,6,27,50,.241,.325,.288,.613,61,3,0,1,1,0,,0
Anthony Churlin,21,37,145,129,20,26,8,0,4,13,1,0,11,41,.202,.276,.357,.632,46,3,3,0,2,0,,0
Jeremy Eierman,21,62,267,247,36,58,8,2,8,26,10,4,13,70,.235,.283,.381,.664,94,6,4,2,1,1,,0
Devin Foyle*,21,49,170,142,21,24,5,1,0,12,11,1,21,44,.169,.280,.218,.498,31,2,2,2,3,0,,0
Javier Godard,22,8,34,30,5,4,2,0,1,3,0,0,2,8,.133,.182,.300,.482,9,0,0,1,1,0,,0
Cooper Goldby,23,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Jameson Hannah*,20,23,95,86,14,24,4,1,1,10,6,0,9,24,.279,.347,.384,.731,33,0,0,0,0,0,,0
Jesus Lage#,20,7,22,18,4,4,1,0,0,1,0,0,3,4,.222,.364,.278,.641,5,0,1,0,0,0,,0
Jeramiah McCray*,20,5,13,12,2,2,1,0,0,0,0,0,0,3,.167,.167,.250,.417,3,0,0,1,0,0,,0
Kevin Merrell*,22,5,19,16,4,8,0,1,0,0,0,0,3,3,.500,.579,.625,1.204,10,0,0,0,0,0,,0
Robert Mullen,22,19,71,60,5,11,5,0,1,11,0,0,5,12,.183,.290,.317,.607,19,3,4,2,0,0,,0
Nick Osborne,21,31,129,115,13,27,7,0,2,14,1,0,12,35,.235,.310,.348,.658,40,0,1,0,1,0,,0
Enrry Pantoja,21,6,20,18,0,4,0,0,0,0,0,0,1,4,.222,.300,.222,.522,4,0,1,0,0,0,,0
Joseph Pena#,22,44,182,147,27,32,4,4,0,16,9,1,26,32,.218,.348,.299,.647,44,0,5,1,3,1,,0
Austin Piscotty,22,5,15,14,1,2,0,0,0,1,0,0,1,8,.143,.200,.143,.343,2,0,0,0,0,0,,0
Alfonso Rivas*,21,61,257,214,33,61,16,1,1,28,7,4,36,44,.285,.397,.383,.780,82,1,5,0,2,0,,1
Jose Rivas,19,45,162,144,16,31,4,0,2,16,0,0,11,25,.215,.288,.285,.572,41,1,4,2,1,0,,0
J.C. Rodriguez,22,2,9,8,0,1,0,0,0,0,0,1,1,0,.125,.222,.125,.347,1,0,0,0,0,0,,0
Max Schuemann,21,45,147,123,19,24,1,0,0,6,11,1,13,31,.195,.313,.203,.516,25,4,9,0,2,0,,0
JJ Schwarz,22,18,73,61,7,14,2,1,0,6,0,0,10,17,.230,.342,.295,.638,18,3,1,0,1,0,,0
Adrian Spitz,24,2,1,1,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Payton Squier*,22,43,185,158,25,51,8,2,2,29,5,2,22,14,.323,.400,.437,.837,69,4,1,0,4,0,,0
James Terrell,21,2,7,7,2,2,0,0,0,0,0,0,0,4,.286,.286,.286,.571,2,0,0,0,0,0,,0
Noah Vaughan*,21,50,175,160,15,31,7,3,2,21,6,3,7,71,.194,.249,.313,.561,50,1,5,2,1,1,,0
27 Players,21.0,76,2901,2515,350,585,111,17,32,288,79,27,287,662,.233,.321,.328,.649,826,36,54,16,29,4,,0
