Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Richard Bleier*,22,2,1,.667,1.14,5,4,0,1,0,0,23.2,19,8,3,0,4,0,17,5,0,0,99,0.972,7.2,0.0,1.5,6.5,4.25,,1
Wilfredo Boscan,19,6,8,.429,3.59,23,21,0,0,0,0,105.1,105,57,42,7,19,1,59,8,1,2,446,1.177,9.0,0.6,1.6,5.0,3.11,,1
Jake Brigham,21,2,11,.154,5.52,25,17,3,0,0,1,89.2,104,70,55,10,38,0,81,11,1,6,412,1.584,10.4,1.0,3.8,8.1,2.13,,1
Fabio Castillo,20,3,6,.333,4.05,40,2,15,0,0,2,80.0,87,45,36,5,25,3,67,4,0,4,360,1.400,9.8,0.6,2.8,7.5,2.68,,1
Andrew Doyle,21,1,1,.500,9.45,5,0,0,0,0,0,6.2,11,10,7,0,2,2,9,0,0,1,34,1.950,14.9,0.0,2.7,12.2,4.50,,0
Cody Eppley,23,1,3,.250,2.93,37,0,21,0,0,6,67.2,65,31,22,4,6,0,76,3,0,5,278,1.049,8.6,0.5,0.8,10.1,12.67,,1
Wilmer Font,19,8,3,.727,3.49,29,24,0,0,0,0,108.1,93,51,42,4,59,1,105,9,2,16,481,1.403,7.7,0.3,4.9,8.7,1.78,,1
Mark Hamburger,22,2,9,.182,4.75,41,0,25,0,0,1,66.1,79,49,35,8,25,0,55,3,0,9,315,1.568,10.7,1.1,3.4,7.5,2.20,,1
Trevor Hurley,21,1,0,1.000,3.00,5,0,2,0,0,0,9.0,9,3,3,0,3,0,9,0,0,1,39,1.333,9.0,0.0,3.0,9.0,3.00,,0
Yoon-Hee Nam*,21,9,1,.900,3.77,37,4,7,0,0,0,88.1,76,45,37,8,34,3,102,3,0,5,377,1.245,7.7,0.8,3.5,10.4,3.00,,0
Matt Nevarez,22,1,4,.200,2.83,34,0,29,0,0,9,35.0,22,14,11,1,15,1,50,4,0,8,148,1.057,5.7,0.3,3.9,12.9,3.33,,0
Joe Ortiz*,18,0,1,.000,6.00,4,0,2,0,0,0,6.0,11,5,4,1,4,0,6,0,0,1,36,2.500,16.5,1.5,6.0,9.0,1.50,,1
Martin Perez*,18,5,5,.500,2.31,22,14,3,0,0,1,93.2,82,35,24,3,33,0,105,1,5,5,391,1.228,7.9,0.3,3.2,10.1,3.18,,1
Carlos Pimentel,19,5,4,.556,2.93,28,14,5,1,0,1,123.0,120,49,40,15,35,1,101,8,1,10,519,1.260,8.8,1.1,2.6,7.4,2.89,,0
Jorge Quintero,22,3,0,1.000,1.38,5,0,3,0,0,0,13.0,9,2,2,0,4,0,6,1,0,2,51,1.000,6.2,0.0,2.8,4.2,1.50,,0
Corey Ragsdale,26,1,1,.500,2.43,15,0,9,0,0,2,29.2,18,8,8,1,17,1,24,2,0,4,121,1.180,5.5,0.3,5.2,7.3,1.41,,0
Neil Ramirez,20,3,6,.333,4.75,18,14,0,0,0,0,66.1,58,40,35,8,41,0,56,14,0,4,305,1.492,7.9,1.1,5.6,7.6,1.37,,1
Ryan Schlecht,23,0,0,,27.00,3,0,0,0,0,0,3.1,4,10,10,0,6,0,0,2,0,4,22,3.000,10.8,0.0,16.2,0.0,0.00,,0
Cliff Springston*,22,2,4,.333,6.55,7,7,0,0,0,0,34.1,43,37,25,5,9,0,19,2,0,1,158,1.515,11.3,1.3,2.4,5.0,2.11,,0
Glenn Swanson*,26,1,0,1.000,1.84,6,0,0,0,0,0,14.2,8,4,3,1,4,1,13,2,0,1,59,0.818,4.9,0.6,2.5,8.0,3.25,,0
Tyler Tufts,22,3,2,.600,2.73,34,0,13,0,0,4,66.0,71,32,20,1,9,2,58,2,0,4,275,1.212,9.7,0.1,1.2,7.9,6.44,,0
Joe Wieland,19,4,6,.400,5.31,19,18,0,0,0,0,83.0,102,67,49,7,24,4,73,5,0,6,381,1.518,11.1,0.8,2.6,7.9,3.04,,1
22 Players,20.7,63,76,.453,3.78,139,139,137,2,10,27,1213.0,1196,672,510,89,416,20,1091,89,10,99,5307,1.329,8.9,0.7,3.1,8.1,2.62,,0
