Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Steven Calicutt*,23,6,5,.545,3.88,33,16,11,0,0,2,104.1,106,55,45,8,35,1,67,5,0,8,437,1.351,9.1,0.7,3.0,5.8,1.91,0
Adam Cowart,23,14,7,.667,2.39,28,28,0,0,0,0,169.2,152,59,45,4,28,0,95,6,0,2,672,1.061,8.1,0.2,1.5,5.0,3.39,0
Jared Cranston*,22,0,0,,9.00,9,0,7,0,0,0,10.0,13,12,10,0,3,0,13,1,0,2,50,1.600,11.7,0.0,2.7,11.7,4.33,0
Wayne Foltin,24,0,0,,5.11,8,0,3,0,0,0,12.1,17,8,7,0,5,0,9,0,0,2,59,1.784,12.4,0.0,3.6,6.6,1.80,0
Robert Grace,24,2,3,.400,2.98,18,4,6,0,0,2,45.1,37,15,15,4,7,0,39,1,0,2,181,0.971,7.3,0.8,1.4,7.7,5.57,0
Dan Griffin,22,6,6,.500,4.33,26,10,5,0,0,1,79.0,89,42,38,7,25,0,67,3,0,3,344,1.443,10.1,0.8,2.8,7.6,2.68,0
Thomas King,23,0,0,,2.70,10,0,8,0,0,1,13.1,12,5,4,1,4,0,7,1,0,0,53,1.200,8.1,0.7,2.7,4.7,1.75,0
Buster Lussier,21,2,1,.667,5.08,32,0,7,0,0,2,62.0,68,38,35,7,22,2,56,2,1,10,274,1.452,9.9,1.0,3.2,8.1,2.55,0
Osiris Matos,22,0,0,,0.00,7,0,6,0,0,4,9.0,1,0,0,0,1,0,9,0,0,0,29,0.222,1.0,0.0,1.0,9.0,9.00,1
Mike Musgrave,23,0,1,.000,3.86,14,1,5,0,0,1,23.1,26,13,10,1,6,0,21,2,0,2,101,1.371,10.0,0.4,2.3,8.1,3.50,0
David Newton,21,4,2,.667,1.58,29,0,13,0,0,3,40.0,22,13,7,0,24,0,46,4,0,4,165,1.150,5.0,0.0,5.4,10.4,1.92,0
Jerry Oakes,25,0,0,,216.00,2,0,0,0,0,0,0.1,4,8,8,1,3,0,0,1,0,1,9,21.000,108.0,27.0,81.0,0.0,0.00,0
Adam Ortiz-Jusino,22,0,2,.000,4.50,15,0,5,0,0,1,22.0,31,12,11,3,6,0,15,1,1,2,103,1.682,12.7,1.2,2.5,6.1,2.50,0
Adam Paul,23,0,0,,4.15,6,0,2,0,0,0,8.2,8,4,4,1,2,0,3,0,0,0,37,1.154,8.3,1.0,2.1,3.1,1.50,0
Kevin Pucetas,22,15,4,.789,1.86,27,23,3,0,0,1,145.1,124,40,30,7,21,0,104,8,0,6,579,0.998,7.7,0.4,1.3,6.4,4.95,0
Ryan Shaver,22,3,4,.429,3.16,36,0,13,0,0,1,74.0,70,30,26,3,19,2,52,4,0,3,296,1.203,8.5,0.4,2.3,6.3,2.74,0
Ben Snyder*,21,16,5,.762,2.09,28,25,3,0,0,1,151.0,128,49,35,12,32,0,145,5,0,8,614,1.060,7.6,0.7,1.9,8.6,4.53,0
Henry Sosa,21,6,0,1.000,0.73,13,10,2,0,0,1,62.0,30,8,5,2,25,0,61,3,1,1,237,0.887,4.4,0.3,3.6,8.9,2.44,1
Clayton Tanner*,19,12,8,.600,3.59,27,23,0,1,0,0,135.1,147,61,54,5,44,0,104,3,0,8,580,1.411,9.8,0.3,2.9,6.9,2.36,0
Juan Trinidad,21,3,3,.500,1.94,42,0,34,0,0,18,51.0,31,16,11,3,15,1,50,2,1,1,202,0.902,5.5,0.5,2.6,8.8,3.33,0
Craig Whitaker,22,0,0,,7.08,13,0,6,0,0,1,20.1,24,18,16,1,12,0,17,2,0,9,100,1.770,10.6,0.4,5.3,7.5,1.42,0
