Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Brett Barber,23,0,1,.000,6.91,16,0,12,0,0,6,14.1,16,12,11,0,5,0,11,4,0,3,67,1.465,10.0,0.0,3.1,6.9,2.20,0,2014,Short-Season A,TOR
Mark Biggs,21,2,0,1.000,6.91,18,0,1,0,0,0,28.2,33,23,22,0,19,2,26,0,0,6,139,1.814,10.4,0.0,6.0,8.2,1.37,0,2014,Short-Season A,TOR
Ryan Borucki*,20,1,1,.500,1.90,5,4,1,0,0,1,23.2,13,8,5,1,3,0,22,1,0,1,88,0.676,4.9,0.4,1.1,8.4,7.33,1,2014,Short-Season A,TOR
Andrew Case,21,0,1,.000,2.45,24,1,6,0,0,2,44.0,38,13,12,3,13,0,37,1,0,1,178,1.159,7.8,0.6,2.7,7.6,2.85,0,2014,Short-Season A,TOR
Miguel Castro,19,6,2,.750,2.15,10,10,0,0,0,0,50.1,36,13,12,2,20,0,53,1,2,2,201,1.113,6.4,0.4,3.6,9.5,2.65,1,2014,Short-Season A,TOR
Yeyfry Del Rosario,20,3,1,.750,4.07,18,0,5,0,0,1,24.1,18,14,11,2,19,1,35,4,1,9,112,1.521,6.7,0.7,7.0,12.9,1.84,0,2014,Short-Season A,TOR
Jose Fernandez*,21,1,1,.500,4.01,21,0,5,0,0,2,24.2,29,13,11,0,11,0,24,1,0,1,114,1.622,10.6,0.0,4.0,8.8,2.18,1,2014,Short-Season A,TOR
Francisco Gracesqui*,22,2,0,1.000,0.00,11,0,5,0,0,1,14.1,6,1,0,0,7,0,16,4,1,4,56,0.907,3.8,0.0,4.4,10.0,2.29,0,2014,Short-Season A,TOR
Adaric Kelly,21,3,1,.750,1.64,10,0,4,0,0,1,11.0,10,3,2,0,5,1,10,0,0,3,48,1.364,8.2,0.0,4.1,8.2,2.00,0,2014,Short-Season A,TOR
Phil Kish,24,0,0,,0.00,11,0,9,0,0,9,14.0,6,1,0,0,4,0,12,0,0,0,51,0.714,3.9,0.0,2.6,7.7,3.00,0,2014,Short-Season A,TOR
Michael Kraft*,22,1,0,1.000,0.86,16,0,3,0,0,1,21.0,7,2,2,0,13,1,25,2,0,1,83,0.952,3.0,0.0,5.6,10.7,1.92,0,2014,Short-Season A,TOR
Jairo Labourt*,20,5,3,.625,1.77,15,15,0,0,0,0,71.1,47,17,14,0,37,0,82,8,1,6,298,1.178,5.9,0.0,4.7,10.3,2.22,1,2014,Short-Season A,TOR
Dan Lietz*,20,1,1,.500,5.73,9,7,0,0,0,0,33.0,37,24,21,2,22,0,27,2,1,5,152,1.788,10.1,0.5,6.0,7.4,1.23,0,2014,Short-Season A,TOR
Joseph Lovecchio,23,1,1,.500,4.37,17,0,6,0,0,2,22.2,27,14,11,1,8,1,17,1,0,2,102,1.544,10.7,0.4,3.2,6.8,2.13,0,2014,Short-Season A,TOR
Chase Mallard,22,4,3,.571,2.75,12,9,0,0,0,0,52.1,47,21,16,2,11,0,48,6,0,2,223,1.108,8.1,0.3,1.9,8.3,4.36,0,2014,Short-Season A,TOR
Tim Mayza*,22,2,3,.400,6.75,12,0,2,0,0,0,20.0,31,20,15,2,12,0,17,2,0,6,103,2.150,14.0,0.9,5.4,7.7,1.42,1,2014,Short-Season A,TOR
Garrett Pickens,24,0,0,,0.00,4,0,1,0,0,0,4.2,2,2,0,0,4,0,7,1,0,4,21,1.286,3.9,0.0,7.7,13.5,1.75,0,2014,Short-Season A,TOR
Justin Shafer,21,1,3,.250,5.16,11,2,3,0,0,1,22.2,26,15,13,1,7,1,23,0,0,2,101,1.456,10.3,0.4,2.8,9.1,3.29,1,2014,Short-Season A,TOR
Matt Smoral*,20,2,0,1.000,2.70,5,3,1,0,0,0,20.0,14,6,6,0,15,0,19,2,0,3,82,1.450,6.3,0.0,6.8,8.6,1.27,0,2014,Short-Season A,TOR
Starlyn Suriel,20,4,1,.800,3.41,8,7,0,0,0,0,37.0,34,15,14,5,13,0,26,2,0,4,157,1.270,8.3,1.2,3.2,6.3,2.00,0,2014,Short-Season A,TOR
Alberto Tirado,19,1,0,1.000,3.53,17,3,1,0,0,0,35.2,25,17,14,1,28,1,36,3,0,7,162,1.486,6.3,0.3,7.1,9.1,1.29,0,2014,Short-Season A,TOR
Anthony Usui,24,0,1,.000,7.88,14,0,11,0,0,4,16.0,22,16,14,2,6,1,12,2,1,2,79,1.750,12.4,1.1,3.4,6.8,2.00,0,2014,Short-Season A,TOR
Jon Wandling,22,2,0,1.000,4.63,4,1,0,0,0,0,11.2,12,6,6,1,5,0,6,1,0,2,50,1.457,9.3,0.8,3.9,4.6,1.20,0,2014,Short-Season A,TOR
Zakery Wasilewski*,21,4,6,.400,7.32,15,14,0,0,0,0,62.2,79,56,51,7,35,0,39,8,1,6,301,1.819,11.3,1.0,5.0,5.6,1.11,0,2014,Short-Season A,TOR
