Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Mike Brownstein,23,40,152,136,15,33,5,1,0,9,5,2,13,32,.243,.313,.294,.607,40,3,1,2,0,0,0,2011,Adv A,MIL
Chuckie Caufield,27,39,150,128,23,33,11,1,2,16,6,4,13,27,.258,.347,.406,.753,52,1,5,3,1,0,0,2011,Adv A,MIL
Kentrail Davis*,23,132,565,507,76,124,19,8,8,46,33,8,37,97,.245,.317,.361,.678,183,9,18,1,2,1,0,2011,Adv A,MIL
Khris Davis,23,90,371,304,50,94,21,1,15,68,10,5,51,70,.309,.415,.533,.948,162,11,9,0,7,1,1,2011,Adv A,MIL
Brent Dean,24,19,65,58,9,13,3,1,2,9,1,1,4,22,.224,.266,.414,.679,24,0,0,1,2,0,0,2011,Adv A,MIL
Chris Dennis*,22,27,96,83,11,14,1,0,2,10,2,1,12,39,.169,.274,.253,.527,21,1,0,1,0,3,0,2011,Adv A,MIL
Scooter Gennett*,21,134,601,556,74,167,20,6,9,51,11,10,27,69,.300,.334,.406,.740,226,9,4,8,6,0,1,2011,Adv A,MIL
Brock Kjeldgaard,25,65,268,231,39,62,9,2,18,49,13,2,26,75,.268,.366,.558,.924,129,5,10,0,1,0,0,2011,Adv A,MIL
Scott Krieger,24,88,331,300,45,81,17,3,8,39,7,4,20,108,.270,.321,.427,.748,128,3,5,1,5,2,0,2011,Adv A,MIL
Sean McCraw*,25,49,167,149,16,28,7,0,3,21,0,0,16,35,.188,.271,.295,.566,44,3,1,1,0,0,0,2011,Adv A,MIL
Hunter Morris*,22,126,531,501,75,136,28,5,19,67,7,3,18,84,.271,.299,.461,.761,231,8,5,0,7,1,0,2011,Adv A,MIL
Rafael Neda,22,3,10,9,0,2,0,0,0,3,0,0,0,2,.222,.300,.222,.522,2,0,1,0,0,0,0,2011,Adv A,MIL
Josh Prince,23,75,278,249,41,70,11,0,5,24,24,8,17,37,.281,.332,.386,.718,96,4,3,7,2,0,1,2011,Adv A,MIL
D' Vontrey Richardson,22,97,392,359,47,102,13,7,3,41,9,13,22,70,.284,.327,.384,.712,138,11,3,4,4,0,0,2011,Adv A,MIL
Michael Roberts,23,18,58,53,3,14,2,0,0,6,1,0,4,13,.264,.316,.302,.618,16,2,0,1,0,0,0,2011,Adv A,MIL
Juan Sanchez,24,63,227,204,16,50,11,0,1,19,5,5,14,30,.245,.306,.314,.620,64,3,4,5,0,1,0,2011,Adv A,MIL
Logan Schafer*,24,9,41,36,4,11,0,0,0,1,1,1,5,4,.306,.390,.306,.696,11,0,0,0,0,0,1,2011,Adv A,MIL
Shea Vucinich,22,125,495,427,59,111,22,1,9,51,13,10,47,122,.260,.348,.379,.727,162,7,12,6,3,0,0,2011,Adv A,MIL
Shawn Zarraga#,22,69,262,235,22,64,9,1,4,35,9,2,16,31,.272,.325,.370,.696,87,9,3,7,1,1,0,2011,Adv A,MIL
