Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Spencer Arroyo*,19,0,2,.000,9.28,4,2,1,0,0,1,10.2,12,13,11,2,9,0,4,1,0,0,57,1.969,10.1,1.7,7.6,3.4,0.44,0,2008,Short-Season A,PHI
Richard Austin,23,0,1,.000,13.50,3,0,1,0,0,0,5.1,8,8,8,2,3,0,5,0,0,0,28,2.063,13.5,3.4,5.1,8.4,1.67,0,2008,Short-Season A,PHI
Freddy Ballestas,21,4,5,.444,6.18,13,13,0,0,0,0,59.2,72,46,41,3,24,0,64,1,0,4,271,1.609,10.9,0.5,3.6,9.7,2.67,0,2008,Short-Season A,PHI
Michael Cisco,21,1,0,1.000,1.86,9,1,0,0,0,0,19.1,18,5,4,1,5,0,22,0,0,0,80,1.190,8.4,0.5,2.3,10.2,4.40,0,2008,Short-Season A,PHI
Tyler Cloyd,21,5,4,.556,4.57,12,12,0,0,0,0,65.0,76,35,33,8,21,0,58,3,1,2,283,1.492,10.5,1.1,2.9,8.0,2.76,1,2008,Short-Season A,PHI
Justin De Fratus,20,6,5,.545,3.67,14,14,0,1,0,0,83.1,87,39,34,1,25,0,74,2,0,5,367,1.344,9.4,0.1,2.7,8.0,2.96,1,2008,Short-Season A,PHI
Jake Diekman*,21,1,4,.200,4.40,8,8,0,1,0,0,45.0,41,24,22,4,25,0,43,1,0,2,196,1.467,8.2,0.8,5.0,8.6,1.72,1,2008,Short-Season A,PHI
Kyle Drabek,20,1,2,.333,2.21,4,4,0,0,0,0,20.1,11,6,5,1,6,0,10,1,0,3,78,0.836,4.9,0.4,2.7,4.4,1.67,1,2008,Short-Season A,PHI
Jordan Ellis,22,3,0,1.000,3.00,13,1,5,0,0,3,30.0,21,13,10,0,10,0,35,1,1,2,122,1.033,6.3,0.0,3.0,10.5,3.50,0,2008,Short-Season A,PHI
Sean Grieve*,23,3,0,1.000,2.35,15,0,2,0,0,1,23.0,20,8,6,0,17,0,24,0,0,6,103,1.609,7.8,0.0,6.7,9.4,1.41,0,2008,Short-Season A,PHI
Yen-Feng Lin,23,0,1,.000,7.15,14,0,6,0,0,0,22.2,31,20,18,4,10,0,17,0,0,6,111,1.809,12.3,1.6,4.0,6.8,1.70,0,2008,Short-Season A,PHI
Miguel Matos,20,0,2,.000,4.41,6,1,1,0,0,1,16.1,16,10,8,2,4,0,18,4,1,3,76,1.224,8.8,1.1,2.2,9.9,4.50,0,2008,Short-Season A,PHI
Eryk McConnell,22,0,1,.000,4.50,9,0,5,0,0,1,14.0,15,10,7,2,5,0,20,0,0,0,62,1.429,9.6,1.3,3.2,12.9,4.00,0,2008,Short-Season A,PHI
Korey Noles*,22,1,1,.500,2.30,10,0,3,0,0,1,15.2,13,4,4,1,3,0,13,0,1,2,61,1.021,7.5,0.6,1.7,7.5,4.33,0,2008,Short-Season A,PHI
Jesse Oster,22,1,1,.500,7.79,10,1,3,0,0,0,17.1,23,15,15,2,14,0,7,3,1,4,88,2.135,11.9,1.0,7.3,3.6,0.50,0,2008,Short-Season A,PHI
Riquy Pena,23,0,1,.000,12.60,4,0,3,0,0,0,5.0,9,10,7,1,6,0,7,1,0,3,30,3.000,16.2,1.8,10.8,12.6,1.17,0,2008,Short-Season A,PHI
B.J. Rosenberg,22,3,1,.750,1.00,21,0,20,0,0,10,36.0,26,9,4,2,15,0,52,0,1,3,145,1.139,6.5,0.5,3.8,13.0,3.47,1,2008,Short-Season A,PHI
Robert Roth,19,7,2,.778,3.39,10,10,0,0,0,0,58.1,47,24,22,2,21,0,23,2,0,6,244,1.166,7.3,0.3,3.2,3.5,1.10,0,2008,Short-Season A,PHI
Michael Schwimer,22,0,2,.000,1.96,22,0,19,0,0,8,41.1,33,12,9,0,15,2,62,3,0,3,173,1.161,7.2,0.0,3.3,13.5,4.13,1,2008,Short-Season A,PHI
Michael Stutes,21,2,1,.667,1.33,6,6,0,0,0,0,27.0,16,5,4,2,11,0,31,1,0,1,105,1.000,5.3,0.7,3.7,10.3,2.82,1,2008,Short-Season A,PHI
Charles Vartanian,22,0,1,.000,6.06,11,0,4,0,0,1,16.1,27,19,11,1,7,0,13,2,0,3,87,2.082,14.9,0.6,3.9,7.2,1.86,0,2008,Short-Season A,PHI
Vance Worley,20,0,0,,1.13,2,2,0,0,0,0,8.0,3,1,1,0,1,0,8,0,0,0,26,0.500,3.4,0.0,1.1,9.0,8.00,1,2008,Short-Season A,PHI
