Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Santo Baez,19,0,2,.000,5.56,15,1,6,0,0,0,22.2,30,17,14,1,15,0,18,1,0,4,111,1.985,11.9,0.4,6.0,7.1,1.20,0
Ariel Brea*,19,1,2,.333,4.35,8,0,5,0,0,0,10.1,10,8,5,0,12,1,6,0,0,4,50,2.129,8.7,0.0,10.5,5.2,0.50,0
Jesus Cespedes,19,0,0,,9.19,11,0,1,0,0,0,15.2,18,17,16,0,14,0,12,3,1,3,80,2.043,10.3,0.0,8.0,6.9,0.86,0
Ryan Cook,21,2,2,.500,4.64,7,7,0,0,0,0,33.0,37,25,17,4,11,0,23,5,0,1,152,1.455,10.1,1.1,3.0,6.3,2.09,1
Ben Dollar,21,1,1,.500,3.38,10,0,2,0,0,0,13.1,12,9,5,2,10,1,9,0,0,0,62,1.650,8.1,1.4,6.8,6.1,0.90,0
Jason Durst,20,0,1,.000,7.20,26,0,9,0,0,3,35.0,48,32,28,4,15,0,27,3,2,3,169,1.800,12.3,1.0,3.9,6.9,1.80,0
Joseph Gautier*,20,0,1,.000,6.00,3,2,0,0,0,0,6.0,11,4,4,0,4,0,4,1,0,0,33,2.500,16.5,0.0,6.0,6.0,1.00,0
Ian Harrington*,23,6,6,.500,4.12,16,15,0,0,0,0,78.2,95,42,36,7,13,0,43,4,0,7,342,1.373,10.9,0.8,1.5,4.9,3.31,0
T.J. Hose,22,4,5,.444,4.48,15,15,0,0,0,0,78.1,82,46,39,5,20,0,57,7,0,4,337,1.302,9.4,0.6,2.3,6.5,2.85,0
Pat McAnaney*,22,2,1,.667,0.55,9,6,0,0,0,0,32.2,22,2,2,0,13,0,38,1,0,1,129,1.071,6.1,0.0,3.6,10.5,2.92,0
Jordan Meaker,21,1,1,.500,1.47,26,0,17,0,0,6,36.2,24,13,6,2,21,1,35,1,0,4,157,1.227,5.9,0.5,5.2,8.6,1.67,0
Wade Miley*,21,1,1,.500,4.91,7,0,0,0,0,0,11.0,11,6,6,0,5,0,11,0,0,0,49,1.455,9.0,0.0,4.1,9.0,2.20,1
Brett Moorhouse,21,0,1,.000,13.50,2,0,0,0,0,0,2.2,5,4,4,0,2,0,1,0,0,0,14,2.625,16.9,0.0,6.8,3.4,0.50,0
Sean Morgan,22,1,3,.250,4.76,13,5,1,0,0,0,34.0,30,22,18,3,24,0,26,0,0,7,150,1.588,7.9,0.8,6.4,6.9,1.08,0
Amado Rosario,20,2,2,.500,4.40,15,2,0,0,0,0,30.2,39,22,15,1,22,1,22,3,0,5,151,1.989,11.4,0.3,6.5,6.5,1.00,0
Houston Summers,20,5,7,.417,5.29,14,14,0,0,0,0,78.1,77,52,46,7,45,0,34,4,1,6,359,1.557,8.8,0.8,5.2,3.9,0.76,0
Clayton Suss,19,0,0,,8.31,13,0,5,0,0,0,13.0,20,14,12,1,4,0,7,5,0,1,67,1.846,13.8,0.7,2.8,4.8,1.75,0
Ricardo Taveras,20,0,5,.000,5.63,17,9,1,0,0,0,56.0,50,40,35,4,49,0,37,8,1,14,270,1.768,8.0,0.6,7.9,5.9,0.76,0
Daniel Vasquez,22,0,2,.000,3.95,27,0,10,0,0,4,41.0,34,18,18,4,21,1,40,3,0,4,179,1.341,7.5,0.9,4.6,8.8,1.90,0
Bryan Woodall,21,2,5,.286,3.72,27,0,19,0,0,4,36.1,32,16,15,3,15,2,40,6,1,2,161,1.294,7.9,0.7,3.7,9.9,2.67,0
