Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Audy Ciriaco,24,14,58,54,2,5,0,0,0,2,0,1,2,15,.093,.138,.093,.231,5,2,1,0,1,0,,0
Argenis Diaz,24,98,390,340,45,95,17,2,0,25,3,5,41,61,.279,.356,.341,.697,116,13,1,5,3,0,,1
Andy Dirks*,25,41,172,157,30,51,8,1,7,24,12,2,12,28,.325,.368,.522,.891,82,1,0,1,2,0,,1
Ben Guez,24,95,348,316,41,88,27,3,3,32,10,9,21,72,.278,.333,.411,.745,130,6,6,3,2,0,,0
Carlos Guillen#,35,14,55,49,9,17,6,0,1,9,1,0,6,10,.347,.418,.531,.949,26,1,0,0,0,0,,1
Justin Henry*,26,6,22,19,5,8,2,0,0,1,2,1,3,2,.421,.500,.526,1.026,10,0,0,0,0,0,,0
Brandon Inge,34,29,126,108,18,31,4,0,7,19,0,0,17,30,.287,.389,.519,.907,56,0,1,0,0,0,,1
Cale Iorg,25,88,339,312,33,65,18,1,5,21,12,7,15,79,.208,.254,.321,.574,100,7,5,4,3,0,,0
Jeff Kunkel#,28,19,56,53,2,4,0,0,1,2,0,0,2,13,.075,.125,.132,.257,7,1,1,0,0,0,,0
Victor Martinez#,32,2,8,6,1,3,1,0,0,2,0,0,1,1,.500,.500,.667,1.167,4,1,0,0,1,0,,1
John Murrian,23,14,47,45,2,6,2,0,0,4,0,0,1,12,.133,.149,.178,.327,8,1,0,0,1,0,,0
Cesar Nicolas,29,7,26,20,2,2,0,0,0,2,0,0,3,9,.100,.269,.100,.369,2,0,2,0,1,0,,0
Magglio Ordonez,37,9,39,37,3,11,1,0,2,6,0,0,2,9,.297,.333,.486,.820,18,2,0,0,0,0,,1
Timo Perez*,36,122,517,473,43,144,32,0,6,50,16,2,29,41,.304,.344,.410,.755,194,19,2,9,4,1,,1
Bryan Pounds,25,29,110,101,8,29,5,0,4,11,4,1,8,33,.287,.336,.455,.792,46,3,0,0,1,0,,0
Will Rhymes*,28,104,464,405,57,124,17,4,3,24,13,8,46,46,.306,.377,.390,.767,158,7,2,8,3,1,,1
Jeff Salazar*,30,66,262,217,39,49,10,1,6,30,15,4,38,62,.226,.342,.364,.706,79,2,1,5,1,1,,1
Omir Santos,30,49,163,151,12,37,5,0,2,16,0,0,3,29,.245,.259,.318,.577,48,2,1,5,3,0,,1
Deik Scram*,27,21,58,45,4,12,5,0,1,4,0,0,13,10,.267,.431,.444,.875,20,0,0,0,0,0,,0
Scott Sizemore,26,23,92,76,17,31,7,1,2,15,3,1,12,19,.408,.495,.605,1.100,46,1,2,1,1,0,,1
Max St. Pierre,31,77,260,232,17,48,6,0,4,25,0,1,14,40,.207,.257,.284,.541,66,1,3,7,4,0,,1
Ryan Strieby,25,130,557,487,66,124,28,0,19,76,5,2,60,171,.255,.341,.429,.770,209,12,6,0,4,1,,0
Clete Thomas*,27,113,406,367,37,92,15,2,12,53,20,3,32,130,.251,.314,.401,.715,147,1,3,2,2,0,,1
Scott Thorman*,29,109,418,388,41,93,11,1,13,58,9,4,27,80,.240,.289,.374,.663,145,8,1,0,2,3,,1
Clay Timpner*,28,13,31,27,3,3,0,0,0,1,1,0,4,3,.111,.226,.111,.337,3,1,0,0,0,0,,1
Casper Wells,26,7,30,27,4,10,2,2,2,6,0,0,3,8,.370,.433,.815,1.248,22,0,0,0,0,0,,1
Danny Worth,25,86,357,309,45,79,19,4,8,37,13,2,36,86,.256,.338,.421,.759,130,3,3,8,1,0,,1
27 Players,27.8,144,5411,4821,586,1261,248,22,108,555,139,53,451,1099,.262,.327,.389,.717,1877,95,41,58,40,7,,0
