Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
R.J. Anderson,18,47,213,185,32,53,5,0,0,14,18,9,20,46,.286,.363,.314,.677,58,6,4,1,3,0,,0
Wally Backman*,19,35,144,118,16,25,3,3,2,13,1,0,22,44,.212,.347,.339,.686,40,2,3,0,1,1,,0
Aneuris Carvajal,18,32,124,110,14,25,3,1,1,12,2,1,7,24,.227,.276,.300,.576,33,4,2,1,4,0,,0
Ben Crabtree,22,6,23,22,2,5,0,0,0,4,0,0,0,3,.227,.217,.227,.445,5,0,0,0,1,0,,0
Angel De La Cruz,22,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Mauro Gomez,20,4,17,13,5,5,2,0,1,4,0,0,3,2,.385,.471,.769,1.240,10,1,0,0,1,0,,1
Phil Hawke*,21,19,91,70,17,27,6,1,4,17,3,0,19,5,.386,.505,.671,1.177,47,0,0,0,2,2,,0
Gerald Laird,25,8,29,26,4,5,2,2,0,3,1,0,2,2,.192,.276,.423,.699,11,1,1,0,0,0,,1
Alberto Martinez,18,6,20,15,1,1,0,0,0,1,1,0,4,3,.067,.250,.067,.317,1,0,0,0,1,0,,0
Truan Mehl*,22,54,238,203,38,65,14,3,0,33,27,8,26,50,.320,.403,.419,.822,85,3,5,0,4,0,,0
Joe Napoli,22,36,136,120,12,26,3,3,1,16,0,2,13,27,.217,.294,.317,.611,38,3,1,0,2,0,,0
Mike Nickeas,22,6,25,21,2,6,1,0,1,6,0,0,3,4,.286,.400,.476,.876,10,1,1,0,0,0,,1
Josue Perez#,27,3,7,7,1,1,1,0,0,1,0,0,0,1,.143,.143,.286,.429,2,1,0,0,0,0,,0
Manny Pina,18,27,101,85,13,21,3,1,0,10,2,0,7,12,.247,.356,.306,.662,26,4,8,0,1,1,,1
Matt Smith*,22,35,148,128,20,31,3,1,0,10,8,3,18,25,.242,.331,.281,.612,36,1,0,0,2,0,,0
Jose Torres,21,48,195,169,29,43,11,0,6,26,6,2,19,50,.254,.349,.426,.775,72,8,6,0,1,1,,0
Brian Valichka,21,19,69,62,4,13,5,0,0,8,2,1,4,15,.210,.275,.290,.566,18,1,2,0,1,0,,0
Roberto Valiente,22,45,178,155,27,49,3,1,2,27,14,4,17,37,.316,.384,.387,.771,60,3,2,1,3,0,,0
Jose Vallejo#,18,52,230,203,28,59,7,2,1,15,18,5,19,49,.291,.364,.360,.724,73,2,5,2,1,0,,0
John Whittleman*,18,51,229,190,31,53,12,8,0,35,11,4,35,42,.279,.393,.426,.819,81,3,2,0,2,0,,0
Ruddy Yan#,23,2,10,9,3,5,1,1,0,1,1,0,1,0,.556,.600,.889,1.489,8,0,0,0,0,0,,0
21 Players,20.1,56,2228,1912,299,518,85,27,19,256,115,39,239,441,.271,.359,.373,.733,714,44,42,5,30,5,,0
