Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Sammy Baez,20,41,157,150,13,32,4,1,0,10,3,2,5,26,.213,.242,.253,.495,38,2,1,0,1,0,,0
Randy Brown,19,52,209,189,27,52,8,5,0,26,8,7,11,34,.275,.337,.370,.707,70,4,7,1,1,0,,0
Russ Canzler,19,49,188,157,22,47,11,3,1,20,1,5,24,41,.299,.387,.427,.814,67,4,1,2,4,1,,1
Yusuf Carter#,20,11,40,38,6,10,2,0,1,8,1,0,1,14,.263,.275,.395,.670,15,0,0,0,1,0,,0
Nikolaus Crouch,22,46,199,168,20,48,13,0,2,25,0,0,19,51,.286,.379,.399,.778,67,3,8,1,3,0,,0
Johnny Defendis*,21,18,81,76,13,24,4,1,0,13,2,1,4,5,.316,.346,.395,.740,30,0,0,0,1,0,,0
Ryan Episcopo*,19,46,197,168,30,50,7,1,2,26,7,3,25,48,.298,.383,.387,.770,65,2,0,1,3,0,,0
Pete Farina,21,9,20,18,1,6,0,0,0,3,0,0,2,2,.333,.400,.333,.733,6,2,0,0,0,0,,0
Nomar Garciaparra,31,2,5,5,0,1,0,0,0,0,0,0,0,1,.200,.200,.200,.400,1,0,0,0,0,0,,1
Steve Harris,20,22,100,94,12,31,4,1,0,14,1,1,3,16,.330,.351,.394,.744,37,1,0,3,0,0,,0
Valerio Heredia#,19,18,68,61,7,14,2,1,0,5,7,3,3,18,.230,.277,.295,.572,18,0,1,3,0,0,,0
Dylan Johnston*,18,13,50,44,4,8,2,0,0,5,0,3,6,24,.182,.280,.227,.507,10,0,0,0,0,0,,0
D.J. Lewis,19,45,198,174,37,56,14,5,0,27,3,3,17,23,.322,.381,.460,.840,80,6,2,1,4,0,,0
Victor Liriano*,21,3,13,12,2,5,1,1,0,1,0,0,1,4,.417,.462,.667,1.128,8,1,0,0,0,0,,0
Mario Mercedes,18,34,92,84,12,25,3,0,1,11,1,2,5,5,.298,.341,.369,.710,31,5,1,1,1,0,,0
Justin Morgan,23,30,73,68,6,15,4,0,0,7,0,0,4,20,.221,.274,.279,.553,19,2,1,0,0,0,,0
Jake Muyco,20,1,2,2,0,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500,2,0,0,0,0,0,,0
Kyle Reynolds*,21,1,5,5,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Anthony Rivera,20,3,12,12,2,4,0,0,0,1,0,0,0,2,.333,.333,.333,.667,4,0,0,0,0,0,,0
Luis Rivera,21,27,114,103,15,29,5,0,0,9,9,2,6,15,.282,.339,.330,.669,34,2,3,2,0,0,,0
Dave Seara,22,34,119,106,10,24,9,1,1,7,6,1,9,16,.226,.284,.358,.643,38,0,0,3,1,0,,0
Eduard Serrano#,20,47,204,180,30,45,4,4,1,13,19,5,16,43,.250,.307,.333,.640,60,2,0,5,3,1,,0
J.D. Westphal,22,5,20,19,4,7,0,1,0,3,1,1,1,6,.368,.400,.474,.874,9,0,0,0,0,0,,0
Olin Wick#,23,26,47,40,7,9,3,0,0,4,0,0,6,14,.225,.326,.300,.626,12,1,0,1,0,0,,0
24 Players,20.1,56,2213,1973,280,543,101,25,9,238,69,39,168,429,.275,.336,.365,.702,721,37,25,24,23,2,,0
