year,exit,observed,pct
1,TRUE,TRUE,0.17008985879332478
1,TRUE,FALSE,0.22081655755500393
2,TRUE,TRUE,0.08857509627727857
2,TRUE,FALSE,0.00782535351244526
3,TRUE,TRUE,0.03979460847240052
3,TRUE,FALSE,4.341668765468615e-5
4,TRUE,TRUE,0.008771929824561405
4,TRUE,FALSE,1.1889978536146256e-7
5,TRUE,TRUE,8.557980316645272e-4
5,TRUE,FALSE,2.67838592211785e-10
6,TRUE,TRUE,2.139495079161318e-4
6,TRUE,FALSE,5.740539049406926e-13
7,TRUE,TRUE,0
7,TRUE,FALSE,1.215175150587599e-15
8,TRUE,TRUE,0
8,TRUE,FALSE,2.5644021025685094e-18
9,TRUE,TRUE,0
9,TRUE,FALSE,5.407560404541434e-21
10,TRUE,TRUE,0
10,TRUE,FALSE,1.1400774225988772e-23
1,FALSE,TRUE,0.5629011553273428
1,FALSE,FALSE,0.5136463223870474
2,FALSE,TRUE,0.09627727856225932
2,FALSE,FALSE,0.07613042721920901
3,FALSE,TRUE,0.026529738981600343
3,FALSE,FALSE,0.0016810926745966237
4,FALSE,TRUE,0.004706889174154899
4,FALSE,FALSE,1.8494600104977375e-5
5,FALSE,TRUE,6.418485237483954e-4
5,FALSE,FALSE,1.6790775756212237e-7
6,FALSE,TRUE,4.278990158322636e-4
6,FALSE,FALSE,1.4516215746029199e-9
7,FALSE,TRUE,2.139495079161318e-4
7,FALSE,FALSE,1.2397540993264794e-11
8,FALSE,TRUE,0
8,FALSE,FALSE,1.0556058985014242e-13
9,FALSE,TRUE,0
9,FALSE,FALSE,8.981353667649637e-16
10,FALSE,TRUE,0
10,FALSE,FALSE,7.640132988048092e-18
