Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
John Axford,27,3,2,.600,2.03,12,0,3,0,0,2,13.1,14,7,3,0,5,0,19,0,0,0,58,1.425,9.5,0.0,3.4,12.8,3.80,,1
Jeff Bennett,30,0,1,.000,11.32,12,0,7,0,0,1,10.1,14,13,13,3,11,0,8,1,0,5,53,2.419,12.2,2.6,9.6,7.0,0.73,,1
Zach Braddock*,22,0,0,,4.50,11,0,4,0,0,1,16.0,10,8,8,1,9,0,28,2,0,2,69,1.188,5.6,0.6,5.1,15.8,3.11,,1
Brian Bruney,28,0,0,,0.00,2,0,0,0,0,0,3.1,4,0,0,0,1,0,2,0,0,0,15,1.500,10.8,0.0,2.7,5.4,2.00,,1
Josh Butler,25,5,1,.833,4.53,8,8,0,0,0,0,45.2,43,25,23,2,20,0,27,1,0,1,196,1.380,8.5,0.4,3.9,5.3,1.35,,1
Chris Capuano*,31,1,1,.500,1.80,4,4,0,0,0,0,25.0,21,6,5,0,4,0,16,1,0,0,102,1.000,7.6,0.0,1.4,5.8,4.00,,1
Todd Coffey,29,0,0,,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,0.000,0.0,0.0,0.0,9.0,,,1
Doug Davis*,34,1,0,1.000,1.13,2,2,0,0,0,0,8.0,5,1,1,0,2,0,12,0,0,0,32,0.875,5.6,0.0,2.3,13.5,6.00,,1
Tim Dillard,26,5,7,.417,4.12,41,8,4,0,0,1,109.1,98,53,50,6,32,2,82,16,0,4,457,1.189,8.1,0.5,2.6,6.8,2.56,,1
Marco Estrada,26,1,2,.333,3.15,7,7,0,0,0,0,40.0,30,15,14,1,11,0,33,0,0,0,158,1.025,6.8,0.2,2.5,7.4,3.00,,1
Donovan Hand,24,2,0,1.000,4.62,21,0,7,0,0,0,25.1,29,16,13,1,5,0,11,0,0,0,107,1.342,10.3,0.4,1.8,3.9,2.20,,1
