Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Jason Varitek#,37,109,425,364,41,76,24,0,14,51,0,0,54,90,.209,.313,.390,.703,142,6,3,0,4,6,1
Kevin Youkilis,30,136,588,491,99,150,36,1,27,94,7,2,77,125,.305,.413,.548,.961,269,9,16,0,4,6,1
Dustin Pedroia,25,154,714,626,115,185,48,1,15,72,20,8,74,45,.296,.371,.447,.819,280,19,5,3,6,3,1
Nick Green,30,103,309,276,35,65,18,0,6,35,1,4,20,69,.236,.303,.366,.669,101,10,8,2,3,1,1
Mike Lowell,35,119,484,445,54,129,29,1,17,75,2,1,33,61,.290,.337,.474,.811,211,24,1,0,5,5,1
Jason Bay,30,151,638,531,103,142,29,3,36,119,13,3,94,162,.267,.384,.537,.921,285,9,9,0,4,4,1
Jacoby Ellsbury*,25,153,693,624,94,188,27,10,8,60,70,12,49,74,.301,.355,.415,.770,259,13,6,6,6,3,1
J.D. Drew*,33,137,539,452,84,126,30,4,24,68,2,6,82,109,.279,.392,.522,.914,236,6,3,1,1,5,1
David Ortiz*,33,150,627,541,77,129,35,1,28,99,0,2,74,134,.238,.332,.462,.794,250,9,5,0,7,5,1
Victor Martinez#,30,56,237,211,32,71,12,0,8,41,1,0,24,23,.336,.405,.507,.912,107,6,1,0,1,0,1
Rocco Baldelli,27,62,164,150,23,38,4,1,7,23,1,0,11,37,.253,.311,.433,.744,65,6,2,0,1,0,1
Alex Gonzalez,32,44,159,148,26,42,10,0,5,15,2,0,5,29,.284,.316,.453,.769,67,4,2,4,0,0,1
Julio Lugo,33,37,123,109,16,31,4,1,1,8,3,0,12,18,.284,.352,.367,.719,40,0,0,1,1,0,1
George Kottaras*,26,45,107,93,15,22,11,0,1,10,0,0,11,25,.237,.308,.387,.696,36,1,0,0,3,0,1
Casey Kotchman*,26,39,95,87,9,19,3,0,1,7,1,0,7,14,.218,.284,.287,.572,25,4,1,0,0,0,1
Jeff Bailey,30,26,91,77,14,16,3,2,3,9,0,0,10,21,.208,.330,.416,.745,32,5,4,0,0,0,1
Mark Kotsay*,33,27,79,74,4,19,2,0,1,5,2,1,4,12,.257,.291,.324,.615,24,1,0,0,1,1,1
Jed Lowrie#,25,32,76,68,5,10,2,0,2,11,0,0,6,20,.147,.211,.265,.475,18,0,0,0,2,0,1
Josh Reddick*,22,27,62,59,5,10,4,0,2,4,0,0,2,17,.169,.210,.339,.549,20,0,1,0,0,0,1
Brian Anderson,27,21,21,17,7,5,0,0,2,5,0,0,3,5,.294,.381,.647,1.028,11,2,0,0,1,0,1
Adam LaRoche*,29,6,19,19,2,5,2,0,1,3,0,0,0,2,.263,.263,.526,.789,10,1,0,0,0,0,1
Joey Gathright*,28,17,17,16,7,5,0,0,0,0,1,0,1,2,.313,.353,.313,.665,5,2,0,0,0,0,1
Chris Woodward,33,13,16,12,0,1,0,0,0,0,0,0,2,4,.083,.313,.083,.396,1,0,2,0,0,0,1
Jonathan Van Every*,29,7,13,11,1,4,0,0,1,3,0,0,2,5,.364,.462,.636,1.098,7,0,0,0,0,0,1
Aaron Bates,25,5,12,11,2,4,2,0,0,2,0,0,1,4,.364,.417,.545,.962,6,0,0,0,0,0,1
Chris Carter*,26,4,6,5,0,0,0,0,0,1,0,0,0,4,.000,.000,.000,.000,0,0,0,0,1,0,1
Dusty Brown,27,6,4,3,1,1,0,0,1,1,0,0,1,0,.333,.500,1.333,1.833,4,0,0,0,0,0,1
Gil Velazquez,29,6,3,2,0,0,0,0,0,0,0,0,0,0,.000,.333,.000,.333,0,0,1,0,0,0,1
