Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Chase Childers*,23,10,25,19,2,1,0,0,0,1,1,1,5,5,.053,.240,.053,.293,1,0,0,0,1,0,,0
Edwin Cintron#,20,26,65,61,8,9,0,1,0,3,3,1,1,23,.148,.172,.180,.352,11,1,1,1,1,0,,0
Moises Ciriaco,21,51,200,180,27,48,6,1,2,18,2,5,14,22,.267,.327,.344,.671,62,5,2,4,0,0,,0
Chris Clinton,20,27,88,78,9,15,5,0,1,10,0,0,7,19,.192,.276,.295,.571,23,1,2,1,0,0,,0
Brad Decater,21,45,172,155,17,33,10,0,0,11,0,0,11,53,.213,.279,.277,.556,43,2,4,0,2,0,,0
Austin Goolsby,22,10,30,27,2,4,2,0,0,2,0,0,1,12,.148,.172,.222,.395,6,1,0,1,1,0,,0
Janensis Guerrero,21,9,27,26,2,3,1,1,0,4,1,0,1,7,.115,.148,.231,.379,6,1,0,0,0,0,,0
Kyle Hoppy*,19,44,198,175,16,30,2,1,0,9,0,1,21,42,.171,.264,.194,.458,34,4,1,1,0,1,,0
Riley Hornback,20,20,59,50,9,17,2,1,0,7,1,0,8,14,.340,.441,.420,.861,21,0,1,0,0,0,,0
Dudley Leonora,18,38,154,143,22,35,3,1,0,15,1,1,5,17,.245,.285,.280,.564,40,5,3,3,0,0,,0
Michael Mosby,20,11,36,30,4,5,3,0,1,2,0,0,6,14,.167,.306,.367,.672,11,1,0,0,0,0,,0
Mike Ohlman,19,50,169,150,11,35,8,1,0,20,2,0,17,52,.233,.315,.300,.615,45,2,1,1,0,1,,1
Dennis Perez#,21,5,11,11,0,3,0,0,0,1,0,0,0,1,.273,.273,.273,.545,3,0,0,0,0,0,,0
Luis Ramirez*,22,47,176,168,25,47,13,5,2,18,3,2,3,37,.280,.307,.452,.759,76,2,4,0,1,1,,0
Dashenko Ricardo,20,16,59,58,6,14,2,1,1,4,0,1,1,14,.241,.254,.362,.616,21,0,0,0,0,0,,0
Javier Santana#,22,30,91,77,8,15,2,2,1,5,0,1,12,19,.195,.311,.312,.623,24,3,1,1,0,0,,0
Jonathan Schoop,18,39,148,133,16,42,11,1,2,16,1,1,12,14,.316,.372,.459,.831,61,6,0,3,0,0,,1
Greyson Schram,22,11,32,29,3,5,1,0,2,4,0,0,2,14,.172,.250,.414,.664,12,0,1,0,0,0,,0
Jeremy Shelby,22,38,140,127,16,29,3,3,2,14,4,3,12,41,.228,.295,.346,.641,44,2,0,1,0,0,,0
Corey Thomas,21,59,237,219,30,53,8,2,4,28,5,5,11,81,.242,.292,.352,.644,77,3,5,1,1,0,,0
Joe Velleggia,21,31,94,81,8,17,4,0,1,8,0,0,9,34,.210,.298,.296,.594,24,1,2,0,2,0,,0
Brenden Webb*,20,61,231,194,25,44,5,8,5,25,5,2,32,58,.227,.348,.412,.760,80,5,4,1,0,2,,0
Cody Young,22,22,51,46,6,6,2,1,0,1,0,0,3,24,.130,.216,.217,.433,10,0,2,0,0,0,,0
Vincent Zazueta,19,11,36,36,4,6,0,0,0,1,1,0,0,12,.167,.167,.167,.333,6,3,0,0,0,0,,0
24 Players,20.4,68,2529,2273,276,516,93,30,24,227,30,24,194,629,.227,.296,.326,.622,741,48,34,19,9,5,,0
