Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Brett Tomko,25,13,12,.520,4.44,34,34,0,1,0,0,210.2,198,111,104,22,64,3,162,7,1,9,887,1.244,8.5,0.9,2.7,6.9,2.53,1
Pete Harnisch,31,14,7,.667,3.14,32,32,0,2,1,0,209.0,176,79,73,24,64,4,157,6,1,4,854,1.148,7.6,1.0,2.8,6.8,2.45,1
Mike Remlinger*,32,8,15,.348,4.82,35,28,0,1,1,0,164.1,164,96,88,23,87,1,144,5,1,11,727,1.527,9.0,1.3,4.8,7.9,1.66,1
Steve Parris,30,6,5,.545,3.73,18,16,0,1,1,0,99.0,89,44,41,9,32,3,77,4,1,1,421,1.222,8.1,0.8,2.9,7.0,2.41,1
Scott Winchester,25,3,6,.333,5.81,16,16,0,1,0,0,79.0,101,56,51,12,27,2,40,4,0,3,359,1.620,11.5,1.4,3.1,4.6,1.48,1
Jeff Shaw,31,2,4,.333,1.81,39,0,35,0,0,23,49.2,40,11,10,2,12,4,29,1,0,0,192,1.047,7.2,0.4,2.2,5.3,2.42,1
Scott Sullivan,27,5,5,.500,5.21,67,0,13,0,0,1,102.0,98,62,59,14,36,4,86,9,0,4,440,1.314,8.6,1.2,3.2,7.6,2.39,1
Gabe White*,26,5,5,.500,4.01,69,3,29,0,0,9,98.2,86,46,44,17,27,6,83,1,0,3,404,1.145,7.8,1.6,2.5,7.6,3.07,1
Danny Graves,24,2,1,.667,3.32,62,0,35,0,0,8,81.1,76,31,30,6,28,4,44,2,0,4,340,1.279,8.4,0.7,3.1,4.9,1.57,1
Stan Belinda,31,4,8,.333,3.23,40,0,24,0,0,1,61.1,46,23,22,7,28,6,57,1,0,3,254,1.207,6.8,1.0,4.1,8.4,2.04,1
David Weathers,28,2,4,.333,6.21,16,9,0,0,0,0,62.1,86,47,43,3,27,2,51,1,1,5,294,1.813,12.4,0.4,3.9,7.4,1.89,1
Jason Bere,27,3,2,.600,4.12,9,7,2,0,0,0,43.2,39,20,20,3,20,0,31,1,0,1,184,1.351,8.0,0.6,4.1,6.4,1.55,1
Dennys Reyes*,21,3,1,.750,4.42,8,7,0,0,0,0,38.2,35,19,19,2,27,1,44,1,0,5,170,1.603,8.1,0.5,6.3,10.2,1.63,1
John Hudek,31,4,2,.667,2.43,30,0,8,0,0,0,37.0,27,14,10,6,28,1,40,2,0,1,166,1.486,6.6,1.5,6.8,9.7,1.43,1
Rick Krivda*,28,0,2,.000,11.28,16,1,1,0,0,0,26.1,41,34,33,7,19,1,19,3,1,1,138,2.278,14.0,2.4,6.5,6.5,1.00,1
Scott Klingenbeck,27,1,3,.250,5.96,4,4,0,0,0,0,22.2,26,17,15,6,7,0,13,1,0,0,102,1.456,10.3,2.4,2.8,5.2,1.86,1
Mark Hutton,28,0,1,.000,7.41,10,2,2,0,0,0,17.0,24,14,14,2,17,0,3,1,0,1,87,2.412,12.7,1.1,9.0,1.6,0.18,1
Todd Williams,27,0,1,.000,7.71,6,0,2,0,0,0,9.1,15,8,8,1,6,0,4,0,0,0,50,2.250,14.5,1.0,5.8,3.9,0.67,1
Keith Glauber,26,0,0,,2.35,3,0,2,0,0,0,7.2,6,2,2,0,1,0,4,0,0,2,31,0.913,7.0,0.0,1.2,4.7,4.00,1
Steve Cooke*,28,1,0,1.000,1.50,1,1,0,0,0,0,6.0,4,1,1,0,0,0,3,1,0,0,23,0.667,6.0,0.0,0.0,4.5,,1
Eddie Priest*,24,0,1,.000,10.50,2,2,0,0,0,0,6.0,12,8,7,2,1,0,1,0,0,0,29,2.167,18.0,3.0,1.5,1.5,1.00,1
Marc Kroon,25,0,0,,13.50,4,0,2,0,0,0,5.1,7,8,8,0,8,0,4,1,1,2,30,2.813,11.8,0.0,13.5,6.8,0.50,1
Ricardo Jordan*,28,1,0,1.000,24.30,6,0,0,0,0,0,3.1,4,9,9,2,7,0,1,0,0,0,21,3.300,10.8,5.4,18.9,2.7,0.14,1
Lenny Harris,33,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,0.000,0.0,0.0,0.0,9.0,,1
