Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Brad Radke,30,14,10,.583,4.49,33,33,0,3,1,0,212.1,242,111,106,32,28,2,120,5,0,0,888,101,4.33,1.272,10.3,1.4,1.2,5.1,4.29,1
SP,Kyle Lohse,24,14,11,.560,4.61,33,33,0,2,1,0,201.0,211,107,103,28,45,1,130,5,1,10,850,98,4.29,1.274,9.4,1.3,2.0,5.8,2.89,1
SP,Kenny Rogers*,38,13,8,.619,4.57,33,31,0,0,0,0,195.0,227,108,99,22,50,5,116,11,4,6,851,99,4.25,1.421,10.5,1.0,2.3,5.4,2.32,1
SP,Rick Reed,38,6,12,.333,5.07,27,21,1,2,1,0,135.0,155,80,76,21,29,2,71,5,0,3,583,90,4.76,1.363,10.3,1.4,1.9,4.7,2.45,1
SP,Joe Mays,27,8,8,.500,6.30,31,21,4,0,0,0,130.0,159,92,91,21,39,2,50,4,0,3,576,72,5.35,1.523,11.0,1.5,2.7,3.5,1.28,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Eddie Guardado*,32,3,5,.375,2.89,66,0,60,0,0,41,65.1,50,22,21,7,14,2,60,0,0,5,260,157,3.23,0.980,6.9,1.0,1.9,8.3,4.29,1
RP,Johan Santana*,24,12,3,.800,3.07,45,18,7,0,0,0,158.1,127,56,54,17,47,1,169,3,2,6,644,148,3.24,1.099,7.2,1.0,2.7,9.6,3.60,1
RP,Juan Rincon,24,5,6,.455,3.68,58,0,20,0,0,0,85.2,74,38,35,5,38,7,63,4,0,7,370,124,3.79,1.307,7.8,0.5,4.0,6.6,1.66,1
RP,LaTroy Hawkins,30,9,3,.750,1.86,74,0,12,0,0,2,77.1,69,20,16,4,15,1,75,1,0,5,310,244,2.38,1.086,8.0,0.5,1.7,8.7,5.00,1
RP,J.C. Romero*,27,2,0,1.000,5.00,73,0,17,0,0,0,63.0,66,37,35,7,42,7,50,6,2,9,295,91,5.17,1.714,9.4,1.0,6.0,7.1,1.19,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tony Fiore,31,1,1,.500,5.50,21,0,10,0,0,0,36.0,32,25,22,5,21,1,23,3,0,3,161,83,5.56,1.472,8.0,1.3,5.3,5.8,1.10,1
,Grant Balfour,25,1,0,1.000,4.15,17,1,6,0,0,0,26.0,23,12,12,4,14,2,30,0,0,0,115,110,4.34,1.423,8.0,1.4,4.8,10.4,2.14,1
,Eric Milton*,27,1,0,1.000,2.65,3,3,0,0,0,0,17.0,15,5,5,2,1,0,7,0,0,0,66,175,3.91,0.941,7.9,1.1,0.5,3.7,7.00,1
,Carlos Pulido*,31,0,1,.000,4.02,7,1,1,0,0,0,15.2,15,9,7,0,3,0,6,0,0,1,65,115,2.84,1.149,8.6,0.0,1.7,3.4,2.00,1
,James Baldwin,31,0,1,.000,5.40,10,0,3,0,0,1,15.0,21,10,9,6,4,1,7,0,0,0,69,86,8.10,1.667,12.6,3.6,2.4,4.2,1.75,1
,Micheal Nakamura,26,0,0,,7.82,12,0,7,0,0,1,12.2,20,11,11,4,2,0,14,1,0,0,62,60,5.64,1.737,14.2,2.8,1.4,9.9,7.00,1
,Mike Fetters,38,0,0,,0.00,5,0,2,0,0,0,6.0,2,0,0,0,1,0,1,1,0,0,22,,3.70,0.500,3.0,0.0,1.5,1.5,1.00,1
,Brad Thomas*,25,0,1,.000,7.71,3,0,1,0,0,0,4.2,6,4,4,1,3,1,2,0,0,0,22,63,6.89,1.929,11.6,1.9,5.8,3.9,0.67,1
,Jesse Orosco*,46,1,1,.500,5.79,8,0,3,0,0,0,4.2,4,3,3,0,5,0,3,1,0,3,24,84,5.60,1.929,7.7,0.0,9.6,5.8,0.60,1
,Adam Johnson,23,0,1,.000,47.25,2,0,1,0,0,0,1.1,8,8,7,1,1,0,0,0,0,1,13,12,15.03,6.750,54.0,6.8,6.8,0.0,0.00,1
,Team Totals,29.6,90,72,.556,4.41,162,162,155,7,3,45,1462.0,1526,758,716,187,402,35,997,50,9,62,6246,103,4.26,1.319,9.4,1.2,2.5,6.1,2.48,1
,Rank in 14 AL teams,,5,10,,7,,,,7,6,3,2 ,9,6,7,8,2,,7,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
