Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Jarrod Washburn*,28,10,15,.400,4.43,32,32,0,2,0,0,207.1,205,106,102,34,54,4,118,11,1,4,876,99,4.97,1.249,8.9,1.5,2.3,5.1,2.19,1
SP,John Lackey,24,10,16,.385,4.63,33,33,0,2,2,0,204.0,223,117,105,31,66,4,151,10,1,11,885,95,4.64,1.417,9.8,1.4,2.9,6.7,2.29,1
SP,Ramon Ortiz,30,16,13,.552,5.20,32,32,0,1,0,0,180.0,209,121,104,28,63,0,94,12,0,4,814,85,5.26,1.511,10.5,1.4,3.2,4.7,1.49,1
SP,Aaron Sele,33,7,11,.389,5.77,25,25,0,0,0,0,121.2,135,82,78,17,58,1,53,12,0,5,553,76,5.70,1.586,10.0,1.3,4.3,3.9,0.91,1
SP,Kevin Appier,35,7,7,.500,5.63,19,19,0,0,0,0,92.2,105,60,58,17,36,4,50,8,1,4,422,78,5.76,1.522,10.2,1.7,3.5,4.9,1.39,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Troy Percival,33,0,5,.000,3.47,52,0,49,0,0,33,49.1,33,22,19,7,23,1,48,3,0,1,206,128,4.51,1.135,6.0,1.3,4.2,8.8,2.09,1
RP,Scot Shields,27,5,6,.455,2.85,44,13,5,0,0,1,148.1,138,56,47,12,38,6,111,5,0,4,609,154,3.46,1.187,8.4,0.7,2.3,6.7,2.92,1
RP,Francisco Rodriguez,21,8,3,.727,3.03,59,0,23,0,0,2,86.0,50,30,29,12,35,5,95,2,0,7,334,145,3.93,0.988,5.2,1.3,3.7,9.9,2.71,1
RP,Ben Weber,33,5,1,.833,2.69,62,0,20,0,0,0,80.1,84,26,24,7,22,7,46,0,0,4,332,164,3.84,1.320,9.4,0.8,2.5,5.2,2.09,1
RP,Brendan Donnelly,31,2,2,.500,1.58,63,0,15,0,0,3,74.0,55,14,13,2,24,1,79,4,0,1,307,279,2.38,1.068,6.7,0.2,2.9,9.6,3.29,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scott Schoeneweis*,29,1,1,.500,3.96,39,0,12,0,0,0,38.2,37,19,17,2,10,3,29,3,0,1,163,112,3.21,1.216,8.6,0.5,2.3,6.8,2.90,1
,Mickey Callaway,28,1,4,.200,6.81,17,4,8,0,0,0,38.1,57,32,29,7,16,1,22,1,0,0,184,65,5.59,1.904,13.4,1.6,3.8,5.2,1.38,1
,Greg Jones,26,0,0,,4.88,18,0,7,0,0,0,27.2,29,15,15,3,14,0,28,2,0,5,127,91,4.15,1.554,9.4,1.0,4.6,9.1,2.00,1
,Gary Glover,26,1,0,1.000,5.00,18,0,7,0,0,0,27.0,34,15,15,3,8,1,14,1,0,1,119,89,4.44,1.556,11.3,1.0,2.7,4.7,1.75,1
,Kevin Gregg,25,2,0,1.000,3.28,5,3,0,0,0,0,24.2,18,9,9,3,8,0,14,1,0,0,97,136,4.57,1.054,6.6,1.1,2.9,5.1,1.75,1
,Derrick Turnbow,25,2,0,1.000,0.59,11,0,7,0,0,0,15.1,7,1,1,0,3,0,15,0,0,0,53,766,1.66,0.652,4.1,0.0,1.8,8.8,5.00,1
,Chris Bootcheck,24,0,1,.000,9.58,4,1,2,0,0,0,10.1,16,13,11,5,6,0,7,0,0,0,53,47,9.71,2.129,13.9,4.4,5.2,6.1,1.17,1
,Rich Rodriguez*,40,0,0,,2.45,3,0,2,0,0,0,3.2,4,1,1,0,1,0,3,0,0,0,15,196,2.21,1.364,9.8,0.0,2.5,7.4,3.00,1
,Bart Miadich,27,0,0,,18.00,1,0,0,0,0,0,2.0,5,4,4,0,1,0,3,1,0,1,12,29,3.03,3.000,22.5,0.0,4.5,13.5,3.00,1
,Team Totals,28.5,77,85,.475,4.28,162,162,157,5,2,39,1431.1,1444,743,680,190,486,38,980,76,3,53,6161,103,4.57,1.348,9.1,1.2,3.1,6.2,2.02,1
,Rank in 14 AL teams,,9,6,,6,,,,10,5,6,13 ,4,5,5,9,5,,10,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
