Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Mike Mussina,34,17,8,.680,3.40,31,31,0,2,1,0,214.2,192,86,81,21,40,4,195,3,0,4,855,130,3.09,1.081,8.0,0.9,1.7,8.2,4.88,1
SP,David Wells*,40,15,7,.682,4.14,31,30,0,4,1,0,213.0,242,101,98,24,20,0,101,8,0,3,887,106,3.94,1.230,10.2,1.0,0.8,4.3,5.05,1
SP,Roger Clemens,40,17,9,.654,3.91,33,33,0,1,1,0,211.2,199,99,92,24,58,1,190,5,0,5,878,113,3.60,1.214,8.5,1.0,2.5,8.1,3.28,1
SP,Andy Pettitte*,31,21,8,.724,4.02,33,33,0,1,0,0,208.1,227,109,93,21,50,3,180,1,0,5,896,110,3.35,1.330,9.8,0.9,2.2,7.8,3.60,1
SP,Jeff Weaver,26,7,9,.438,5.99,32,24,3,0,0,0,159.1,211,113,106,16,47,2,93,11,0,2,735,74,4.26,1.619,11.9,0.9,2.7,5.3,1.98,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Mariano Rivera,33,5,2,.714,1.66,64,0,57,0,0,40,70.2,61,15,13,3,10,1,63,4,0,0,277,267,2.39,1.005,7.8,0.4,1.3,8.0,6.30,1
RP,Chris Hammond*,37,3,2,.600,2.86,62,0,16,0,0,1,63.0,65,23,20,5,11,0,45,2,0,1,262,155,3.25,1.206,9.3,0.7,1.6,6.4,4.09,1
RP,Antonio Osuna,30,2,5,.286,3.73,48,0,16,0,0,0,50.2,58,22,21,3,20,3,47,2,0,3,232,119,3.25,1.539,10.3,0.5,3.6,8.3,2.35,1
RP,Sterling Hitchcock*,32,1,3,.250,5.44,27,1,8,0,0,0,49.2,57,33,30,6,18,3,36,0,0,1,221,81,4.24,1.510,10.3,1.1,3.3,6.5,2.00,1
RP,Juan Acevedo,33,0,3,.000,7.71,25,0,19,0,0,6,25.2,34,24,22,5,10,3,19,2,0,2,125,58,5.49,1.714,11.9,1.8,3.5,6.7,1.90,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,José Contreras,31,7,2,.778,3.30,18,9,2,0,0,0,71.0,52,27,26,4,30,1,72,5,0,2,293,134,3.21,1.155,6.6,0.5,3.8,9.1,2.40,1
,Jason Anderson,24,1,0,1.000,4.79,22,0,12,0,0,0,20.2,23,13,11,3,14,4,9,2,0,3,100,93,6.37,1.790,10.0,1.3,6.1,3.9,0.64,1
,Jeff Nelson,36,1,0,1.000,4.58,24,0,3,0,0,1,17.2,17,9,9,1,10,2,21,2,0,1,81,98,3.43,1.528,8.7,0.5,5.1,10.7,2.10,1
,Alberto Reyes,33,0,0,,3.18,13,0,2,0,0,0,17.0,13,7,6,1,9,1,9,0,0,1,73,141,4.33,1.294,6.9,0.5,4.8,4.8,1.00,1
,Felix Heredia*,28,0,1,.000,1.20,12,0,4,0,0,0,15.0,13,5,2,1,5,2,4,0,0,0,62,375,4.36,1.200,7.8,0.6,3.0,2.4,0.80,1
,Gabe White*,31,2,1,.667,4.38,12,0,1,0,0,0,12.1,8,7,6,2,2,1,6,1,0,0,49,103,4.90,0.811,5.8,1.5,1.5,4.4,3.00,1
,Jorge De Paula,24,0,0,,0.79,4,1,3,0,0,0,11.1,3,1,1,1,1,0,7,1,0,0,38,570,3.47,0.353,2.4,0.8,0.8,5.6,7.00,1
,Armando Benitez,30,1,1,.500,1.93,9,0,2,0,0,0,9.1,8,4,2,0,6,1,10,0,0,0,40,236,2.82,1.500,7.7,0.0,5.8,9.6,1.67,1
,Brandon Claussen*,24,1,0,1.000,1.42,1,1,0,0,0,0,6.1,8,2,1,1,1,0,5,0,0,0,28,326,3.98,1.421,11.4,1.4,1.4,7.1,5.00,1
,Dan Miceli,32,0,0,,5.79,7,0,3,0,0,1,4.2,4,3,3,2,3,0,1,0,0,0,22,82,10.10,1.500,7.7,3.9,5.8,1.9,0.33,1
,Jesse Orosco*,46,0,0,,10.38,15,0,0,0,0,0,4.1,4,6,5,0,6,3,4,0,0,0,24,46,5.34,2.308,8.3,0.0,12.5,8.3,0.67,1
,Randy Choate*,27,0,0,,7.36,5,0,2,0,0,0,3.2,7,3,3,0,1,0,0,0,0,0,16,65,3.85,2.182,17.2,0.0,2.5,0.0,0.00,1
,Bret Prinz,26,0,0,,18.00,2,0,2,0,0,0,2.0,6,4,4,1,3,1,2,0,0,0,15,29,12.03,4.500,27.0,4.5,13.5,9.0,0.67,1
,Team Totals,33.8,101,61,.623,4.02,163,163,155,8,3,49,1462.0,1512,716,653,145,375,36,1119,49,0,33,6209,110,3.66,1.291,9.3,0.9,2.3,6.9,2.98,1
,Rank in 14 AL teams,,1,14,,3,,,,5,3,1,2 ,8,4,3,2,1,,2,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
