Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Woody Williams,36,18,9,.667,3.87,34,33,1,0,0,0,220.2,220,101,95,20,55,2,153,11,0,3,944,106,3.72,1.246,9.0,0.8,2.2,6.2,2.78,1
SP,Brett Tomko,30,13,9,.591,5.28,33,32,0,2,0,0,202.2,252,126,119,35,57,2,114,5,0,6,903,78,5.07,1.525,11.2,1.6,2.5,5.1,2.00,1
SP,Garrett Stephenson,31,7,13,.350,4.59,32,27,3,1,0,0,174.1,167,94,89,30,60,3,91,13,0,5,747,90,5.48,1.302,8.6,1.5,3.1,4.7,1.52,1
SP,Matt Morris,28,11,8,.579,3.76,27,27,0,5,3,0,172.1,164,76,72,20,39,1,120,4,0,3,703,110,3.90,1.178,8.6,1.0,2.0,6.3,3.08,1
SP,Dan Haren,22,3,7,.300,5.08,14,14,0,0,0,0,72.2,84,44,41,9,22,0,43,5,0,3,320,81,4.57,1.459,10.4,1.1,2.7,5.3,1.95,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Jason Isringhausen,30,0,1,.000,2.36,40,0,31,0,0,22,42.0,31,14,11,2,18,1,41,0,0,6,174,176,2.98,1.167,6.6,0.4,3.9,8.8,2.28,1
RP,Jason Simontacchi,29,9,5,.643,5.56,46,16,7,1,0,1,126.1,153,82,78,21,41,0,74,5,0,4,563,74,5.11,1.536,10.9,1.5,2.9,5.3,1.80,1
RP,Jeff Fassero*,40,1,7,.125,5.68,62,6,15,0,0,3,77.2,93,51,49,17,34,4,55,2,0,2,354,73,5.85,1.635,10.8,2.0,3.9,6.4,1.62,1
RP,Cal Eldred,35,7,4,.636,3.74,62,0,18,0,0,8,67.1,62,32,28,9,31,4,67,4,0,4,293,111,4.34,1.381,8.3,1.2,4.1,9.0,2.16,1
RP,Steve Kline*,30,5,5,.500,3.82,78,0,22,0,0,3,63.2,56,29,27,5,30,5,31,3,0,2,274,108,4.63,1.351,7.9,0.7,4.2,4.4,1.03,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Esteban Yan,28,2,0,1.000,6.02,39,0,17,0,0,1,43.1,53,29,29,8,16,4,28,5,0,4,199,69,5.59,1.592,11.0,1.7,3.3,5.8,1.75,1
,Kiko Calero,28,1,1,.500,2.82,26,1,7,0,0,1,38.1,29,12,12,5,20,2,51,1,1,3,162,147,3.71,1.278,6.8,1.2,4.7,12.0,2.55,1
,Sterling Hitchcock*,32,5,1,.833,3.79,8,6,0,0,0,0,38.0,34,17,16,8,14,1,32,1,0,2,162,110,5.27,1.263,8.1,1.9,3.3,7.6,2.29,1
,Dustin Hermanson,30,1,2,.333,5.46,23,0,10,0,0,1,29.2,35,18,18,4,14,2,12,1,0,1,129,76,5.49,1.652,10.6,1.2,4.2,3.6,0.86,1
,Mike DeJean,32,1,1,.500,4.00,18,0,5,0,0,1,18.0,17,8,8,1,12,0,13,1,0,0,79,105,4.48,1.611,8.5,0.5,6.0,6.5,1.08,1
,Lance Painter*,35,0,1,.000,5.50,22,0,1,0,0,0,18.0,17,12,11,3,7,1,11,0,0,0,77,76,5.14,1.333,8.5,1.5,3.5,5.5,1.57,1
,Russ Springer,34,1,1,.500,8.31,17,0,4,0,0,0,17.1,19,16,16,8,6,0,11,1,0,1,77,51,8.97,1.442,9.9,4.2,3.1,5.7,1.83,1
,Mike Crudale,26,0,1,.000,2.38,13,0,4,0,0,0,11.1,11,5,3,1,12,1,6,1,0,1,59,178,6.56,2.029,8.7,0.8,9.5,4.8,0.50,1
,Jimmy Journell,25,0,0,,6.00,7,0,2,0,0,0,9.0,10,7,6,0,11,0,8,0,0,1,48,71,4.92,2.333,10.0,0.0,11.0,8.0,0.73,1
,Josh Pearce,25,0,0,,3.00,7,0,2,0,0,0,9.0,11,3,3,0,2,0,4,1,0,1,39,143,3.14,1.444,11.0,0.0,2.0,4.0,2.00,1
,Kevin Ohme*,32,0,0,,0.00,2,0,0,0,0,0,4.1,3,0,0,0,1,1,2,0,0,1,17,,2.80,0.923,6.2,0.0,2.1,4.2,2.00,1
,Pedro Borbon*,35,0,1,.000,20.25,7,0,3,0,0,0,4.0,14,9,9,2,2,2,0,1,0,0,28,22,11.78,4.000,31.5,4.5,4.5,0.0,0.00,1
,Gabe Molina,28,0,0,,13.50,3,0,1,0,0,0,2.2,5,4,4,1,1,0,1,0,0,0,14,35,8.28,2.250,16.9,3.4,3.4,3.4,1.00,1
,Jason Pearson*,27,0,0,,63.00,2,0,0,0,0,0,1.0,4,7,7,1,3,0,1,0,0,0,10,9,23.03,7.000,36.0,9.0,27.0,9.0,0.33,1
,Team Totals,31.1,85,77,.525,4.60,162,162,153,9,3,41,1463.2,1544,796,748,210,508,36,969,65,1,53,6375,90,4.75,1.402,9.5,1.3,3.1,6.0,1.91,1
,Rank in 16 NL teams,,7,9,,11,,,,3,6,9,1 ,13,11,12,15,3,,12,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
